city,total
amapa,2447
calcoene,2246
cutias,1118
ferreira gomes,1190
itaubal,941
laranjal do jari,10069
macapa,94186
mazagao,3746
oiapoque,4507
pedra branca do amapari,1356
porto grande,3787
pracuuba,729
santana,26284
serra do navio,1142
tartarugalzinho,2312
vitoria do jari,2804
