city,total
abadia dos dourados,3168.59143023
abaete,10338.88526642
abre campo,6081.91425403
acaiaca,1526.29826479
acucena,4188.87152127
agua boa,5712.24246636
agua comprida,959.75026179
aguanil,1961.18384578
aguas formosas,7583.80703223
aguas vermelhas,5347.21514236
aimores,11026.4383302
aiuruoca,2614.11541624
alagoa,1230.01799959
albertina,1413.30283273
alem paraiba,15234.70544284
alfenas,31489.36287393
alfredo vasconcelos,2706.27776141
almenara,15381.90747191
alpercata,3061.30231943
alpinopolis,8351.96319929
alterosa,6497.37042912
alto caparao,2658.5051079
alto jequitiba,4121.55355928
alto rio doce,5011.64459867
alvarenga,2061.84938602
alvinopolis,6232.44386606
alvorada de minas,1308.42988586
amparo do serra,2052.94104364
andradas,17872.1103978
andrelandia,5177.41623642
angelandia,3038.29824164
antonio carlos,4704.29867856
antonio dias,3924.75561018
antonio prado de minas,863.55690352
aracai,946.46834009
aracitaba,947.89532573
aracuai,13350.60747261
araguari,49135.63416832
arantina,1288.99259793
araponga,3792.7570263
arapora,2893.18059081
arapua,1389.19154714
araujos,3586.3514555
araxa,40867.83398219
arceburgo,4282.71992433
arcos,16596.58996159
areado,6147.91455151
argirita,1202.42768833
aricanduva,1929.24175886
arinos,7228.006808
astolfo dutra,5897.72121323
ataleia,6096.61020973
augusto de lima,1942.85645299
baependi,8100.11746645
baldim,3085.11041475
bambui,10034.53538814
bandeira,2265.66177763
bandeira do sul,2526.3716683
barao de cocais,11523.90244285
barao de monte alto,2510.46784226
barbacena,51542.68586279
barra longa,2488.23124347
barroso,8201.45039163
bela vista de minas,4000.90174077
belmiro braga,1464.0234119
belo horizonte,913992.42212756
belo oriente,10327.6177178
belo vale,3334.83025292
berilo,4421.24911259
berizal,1854.61007583
bertopolis,1855.31565234
betim,159599.65004328
bias fortes,1622.90883272
bicas,5684.13461253
biquinhas,1289.46146813
boa esperanca,16506.83335773
bocaina de minas,2248.22574065
bocaiuva,17277.77698357
bom despacho,19583.92768279
bom jardim de minas,2903.89295296
bom jesus da penha,1950.66901965
bom jesus do amparo,2127.55276812
bom jesus do galho,7045.45914871
bom repouso,4986.22220369
bom sucesso,6941.8303536
bonfim,3186.44831434
bonfinopolis de minas,2424.27219793
bonito de minas,3625.1461254
borda da mata,8137.67882944
botelhos,6901.70127658
botumirim,2370.56842161
bras pires,1949.68516792
brasilandia de minas,5723.8274985
brasilia de minas,12010.12992468
brasopolis,6258.85138812
braunas,2218.22435405
brumadinho,15185.29580067
bueno brandao,5316.20664238
buenopolis,3618.93078121
bugre,1835.37459662
buritis,8728.34044303
buritizeiro,10369.87014462
cabeceira grande,2719.1084066
cabo verde,6211.89687139
cachoeira da prata,1487.8601384
cachoeira de minas,4858.45127651
cachoeira de pajeu,3286.28868779
cachoeira dourada,1059.9953391
caetanopolis,4083.94975626
caete,15985.59584886
caiana,2331.15476497
cajuri,1655.44921405
caldas,6686.35031212
camacho,1400.59392323
camanducaia,9362.69606654
cambui,12236.76719605
cambuquira,5084.05250795
campanario,1291.22963396
campanha,6444.49272193
campestre,10193.41151253
campina verde,9227.30255113
campo azul,1540.85147351
campo belo,22645.29575035
campo do meio,4946.74947527
campo florido,3175.28282078
campos altos,6147.51271126
campos gerais,12353.38935105
cana verde,2640.80844168
canaa,2310.21404974
canapolis,5232.09258357
candeias,6823.19000521
cantagalo,1710.37071118
caparao,2434.92069698
capela nova,2095.26904017
capelinha,12979.94933852
capetinga,3090.0544334
capim branco,3564.16971589
capinopolis,7101.67640405
capitao andrade,2202.86440975
capitao eneas,5161.12962261
capitolio,3785.95197575
caputira,3962.1420241
carai,8080.79674895
caranaiba,1411.24324903
carandai,10093.18714799
carangola,13921.54662085
caratinga,37084.01614544
carbonita,3366.85701439
careacu,2717.49879508
carlos chagas,8252.52002873
carmesia,1062.01494523
carmo da cachoeira,4859.89778622
carmo da mata,4692.86781639
carmo de minas,5497.7626303
carmo do cajuru,8784.62774033
carmo do paranaiba,13057.19058378
carmo do rio claro,9389.64524258
carmopolis de minas,7210.75925104
carneirinho,4697.27001527
carrancas,1601.9786618
carvalhopolis,1644.55251028
carvalhos,1882.28152175
casa grande,932.57203196
cascalho rico,1450.64990667
cassia,7867.30311232
cataguases,31529.58859662
catas altas,2001.10794446
catas altas da noruega,1350.77100005
catuji,2379.64299241
catuti,2236.3660738
caxambu,9016.44511466
cedro do abaete,511.15481587
central de minas,3076.88076672
centralina,4416.74344412
chacara,1199.56400453
chale,2755.51100108
chapada do norte,5270.02726341
chapada gaucha,3990.02558283
chiador,1207.30931832
cipotanea,2620.8004154
claraval,2061.20626279
claro dos pocoes,3134.17990009
claudio,10630.13480933
coimbra,3162.64417719
coluna,3401.94127008
comendador gomes,1474.90097029
comercinho,3720.17751888
conceicao da aparecida,4565.06906834
conceicao da barra de minas,1816.48069573
conceicao das alagoas,10232.24141638
conceicao das pedras,1271.12227826
conceicao de ipanema,2213.34446033
conceicao do mato dentro,6225.77910058
conceicao do para,2118.84925774
conceicao do rio verde,5354.40621386
conceicao dos ouros,4767.57811938
conego marinho,2625.76024658
confins,2454.99304044
congonhal,5121.65594861
congonhas,20283.62317512
congonhas do norte,1868.19427277
conquista,2951.33655711
conselheiro lafaiete,48579.24757701
conselheiro pena,9460.87577222
consolacao,779.39684801
contagem,246579.71172573
coqueiral,4095.93009944
coracao de jesus,9841.97272762
cordisburgo,3444.64613483
