city,total,adequada,semi_adequada,inadequada
santa barbara do para,4464.51411667,94.54210714,3892.96417004,477.00783949
santa cruz do arari,1502.99999999,61.6973126,1332.39096666,108.91172073
santa isabel do para,15228.64936173,692.33187523,13293.17598657,1243.14149993
santa luzia do para,4641.87167158,182.7313418,3711.99889536,747.14143442
santa maria das barreiras,5146.71586743,44.76861837,4480.89256845,621.05468061
santa maria do para,6355.99999997,210.52383667,5638.99508624,506.48107706
santana do araguaia,13814.99243513,102.88238916,12468.41570962,1243.69433635
santarem,70037.27213155,14073.31551254,49989.73049149,5974.22612752
santarem novo,1550.00000001,359.930451,1095.72835889,94.34119012
santo antonio do taua,6955.75129714,393.55371206,6190.48679627,371.71078881
sao caetano de odivelas,4223.87954669,52.30941606,3861.61592517,309.95420546
sao domingos do araguaia,6015,172.73214128,5463.50896909,378.75888963
sao domingos do capim,6400.91511595,379.15204629,4183.02210592,1838.74096374
sao felix do xingu,22313.49437745,182.99076123,19852.42537387,2278.07824235
sao francisco do para,3926.71348788,589.12428005,2938.63971356,398.94949427
sao geraldo do araguaia,6825.31369461,1052.4365245,5222.90113154,549.97603857
sao joao da ponta,1348.4621766,142.58960356,1127.51099927,78.36157377
sao joao de pirabas,5051.93575691,211.77910859,4150.99484526,689.16180306
sao joao do araguaia,3253.3521462,167.97902905,2400.17842306,685.19469409
sao miguel do guama,12589.80404836,351.08329929,10307.8625012,1930.85824787
sao sebastiao da boa vista,4851.98209267,65.91304135,2974.84908584,1811.21996548
sapucaia,1400.14489583,20.21980502,1315.29235239,64.63273842
senador jose porfirio,3306.26016248,143.24425926,2500.04986385,662.96603937
soure,5524.9090533,2062.77263136,3295.9420535,166.19436844
tailandia,16518.94342156,520.19669784,14969.84427432,1028.9024494
terra alta,2592.078391,10.00357789,2444.74401339,137.33079972
terra santa,3612.23206314,285.21931537,3051.15756257,275.8551852
tome-acu,13542.4740149,168.71384924,11548.78540928,1824.97475638
tracuateua,6461.28319533,-,4989.20387331,1472.07932202
trairao,4023.11975177,-,3322.81875441,700.30099736
tucuma,9445.18118148,1305.72277581,7548.69497972,590.76342595
tucurui,23575.57081556,2626.95159632,20319.39643423,629.22278501
ulianopolis,8519.70780296,358.24665982,6870.10565305,1291.35549009
uruara,11216.79175694,-,9407.54920413,1809.24255281
vigia,11798.96449557,107.28518274,11103.98315722,587.69615561
viseu,12307.26861046,380.0087469,8899.85490482,3027.40495874
vitoria do xingu,2960.41140663,32.30190301,2214.40342344,713.70608018
xinguara,11439.47243872,145.36350238,10849.34033805,444.76859829
