city,total,adequada,semi_adequada,inadequada
abaetetuba,30927.81283961,1191.02289883,23219.16629881,6517.62364197
abel figueiredo,1875.73187878,127.63949478,1705.8655431,42.2268409
acara,11771.16379585,147.75601581,7937.50460846,3685.90317158
afua,6741.16353897,64.26688948,3313.70569338,3363.19095611
agua azul do norte,5808.46672821,118.95187093,5053.15701061,636.35784667
alenquer,12111.83658726,799.21123008,8083.0931817,3229.53217548
almeirim,7844.59762219,2280.53185517,4376.96193493,1187.10383209
altamira,26427.25568922,928.47630662,23489.95864309,2008.82073951
anajas,4843.20369551,36.19629459,2651.69356246,2155.31383846
ananindeua,125853.47755516,21502.11299904,103275.33286346,1076.03169266
anapu,5037.59261694,-,3886.67331562,1150.91930132
augusto correa,8850.99318704,502.64061175,6772.11034355,1576.24223174
aurora do para,5844.71142447,425.34030619,4478.89233411,940.47878417
aveiro,3430.95706007,110.15067792,2310.78442643,1010.02195572
bagre,3724.60035288,61.34684065,2060.89909401,1602.35441822
baiao,8008.81798781,858.51630607,5721.00995706,1429.29172468
bannach,980.8312681,2.19150832,864.49267406,114.14708572
barcarena,24833.25377175,3184.68590117,19698.38189834,1950.18597224
belem,368889.08834757,142526.08797906,223737.70064566,2625.29972285
belterra,3962.82303516,309.31330288,3128.32365526,525.18607702
benevides,13655.1524324,896.82647907,12291.29393582,467.03201751
bom jesus do tocantins,3828.27391095,178.38287198,3216.09792397,433.793115
bonito,3326.99999999,173.96667767,2782.55468201,370.47864031
braganca,26220.91439658,934.2467013,21401.42907292,3885.23862236
brasil novo,4362.64911941,4.87559783,3857.48974833,500.28377325
brejo grande do araguaia,1917.6573535,22.48944513,1743.00839526,152.15951311
breu branco,12233.74071744,262.3186588,10285.48213801,1685.93992063
breves,17485.23478607,595.47405506,11127.75570273,5762.00502828
bujaru,5850.78408267,304.45015302,3661.50237929,1884.83155036
cachoeira do arari,4538.99999997,375.7248126,3160.72058406,1002.55460331
cachoeira do piria,5630.02457554,21.28767683,3598.34338893,2010.39350978
cameta,23641.99999997,1420.27097542,14403.66149025,7818.0675343
canaa dos carajas,7445.99755854,629.74097431,6573.77157929,242.48500494
capanema,16881.4623309,1432.17745315,14813.60714692,635.67773083
capitao poco,12977.73159817,125.28700374,11309.11162209,1543.33297234
castanhal,45442.05891205,4823.94474205,39120.85048735,1497.26368265
chaves,4311.99999997,19.66980914,2147.24998159,2145.08020924
colares,2783.72242661,21.48324692,2467.45603891,294.78314078
conceicao do araguaia,12855.73505054,168.8640593,11906.5009951,780.36999614
concordia do para,6271.10461564,63.10149994,4908.17976148,1299.82335422
cumaru do norte,2660.43690396,22.6864501,2175.64236146,462.1080924
curionopolis,5225.04541033,24.3303678,4711.75993686,488.95510567
curralinho,5271.73399564,38.56031223,2674.216204,2558.95747941
curua,2649.00000002,-,2225.06639625,423.93360377
curuca,8501.84180105,838.21080784,7345.40621866,318.22477455
dom eliseu,12981.98610746,772.78973116,11329.27158681,879.92478949
eldorado dos carajas,8001.92626398,39.62849619,6709.11684,1253.18092779
faro,1705.77007123,16.05326287,1471.243993,218.47281536
floresta do araguaia,4854.00000001,-,4050.1815323,803.81846771
garrafao do norte,5788.9058802,-,4381.69049441,1407.21538579
goianesia do para,7845.51373467,42.29539113,7070.39923361,732.81910993
gurupa,5411.15989146,193.34514086,3000.15155881,2217.66319179
igarape-acu,9137.99999999,78.88707802,8349.27668334,709.83623863
igarape-miri,12014.29452505,9.9121255,8094.63076163,3909.75163792
inhangapi,2499.99999999,265.82930943,1685.07837155,549.09231901
ipixuna do para,11409.00000001,1325.79765795,8364.30628273,1718.89605933
irituia,7451.10679842,-,6226.26708833,1224.83971009
itaituba,23574.95117334,386.05709254,21349.54219959,1839.35188121
itupiranga,12564.03106397,30.00526924,10561.07824637,1972.94754836
jacareacanga,2309.43881863,6.88445571,1596.59927354,705.95508938
jacunda,12577.0530549,416.29603821,11447.0220397,713.73497699
juruti,9258.93789297,145.10898158,7130.50296013,1983.32595126
limoeiro do ajuru,4888.99999999,169.00229698,2298.04653957,2421.95116344
mae do rio,7066.28644206,536.57488199,6189.63704495,340.07451512
magalhaes barata,1982.56656755,463.89298674,1443.47512572,75.19845509
maraba,60479.94461005,7232.78824453,49804.26719511,3442.88917041
maracana,6775.56912859,920.81904213,5136.99199586,717.7580906
marapanim,6709.45753876,50.73985972,6183.33669972,475.38097932
marituba,27299.64829875,1282.37928927,25096.4239067,920.84510278
medicilandia,7345.13156677,384.43628526,5880.65362966,1080.04165185
melgaco,4039.76086257,31.69255326,1647.61815829,2360.45015102
mocajuba,5304.16731269,777.11648665,3521.93222065,1005.11860539
moju,15529.77911837,197.91001515,11248.25718278,4083.61192044
monte alegre,13739.23058682,858.80340777,10284.02679584,2596.40038321
muana,7016.15718726,38.70851813,4441.04209797,2536.40657116
nova esperanca do piria,4668.51524539,-,3524.13617229,1144.3790731
nova ipixuna,3759.0481352,10.75233789,3203.25880538,545.03699193
nova timboteua,3647.91539364,253.01304572,3082.84002924,312.06231868
novo progresso,6902.94544064,45.79015915,6605.82767165,251.32760984
novo repartimento,15153.72984686,95.84760599,12449.00569801,2608.87654286
obidos,11231.1033182,44.57630558,9030.7330912,2155.79392142
oeiras do para,5470.99999998,110.72528351,3495.76150698,1864.51320949
oriximina,13681.48351202,3022.61840364,8037.54729818,2621.3178102
ourem,4109.18427907,124.6029554,3657.3456927,327.23563097
ourilandia do norte,7082.44238577,1359.75559229,5314.5682592,408.11853428
pacaja,10082.92988608,-,7854.74534592,2228.18454016
palestina do para,1979.43873629,5.22230215,1843.86272617,130.35370797
paragominas,24944.97378257,1294.93565362,22656.784548,993.25358095
parauapebas,42718.89260769,11648.24841631,30586.42504214,484.21914924
pau d'arco,1642.54739304,-,1468.19195185,174.35544119
peixe-boi,2206.17173636,361.04805278,1692.45354275,152.67014083
picarra,3501.80319302,-,3023.81366329,477.98952973
placas,5559.56532709,-,4136.26319849,1423.3021286
ponta de pedras,5814.42753265,530.93414994,3888.52510369,1394.96827902
portel,9633.57443039,163.52234053,5893.29918895,3576.75290091
porto de moz,6067.9578873,306.12566336,3431.90976381,2329.92246013
prainha,6133.55127371,92.93389142,4188.12228103,1852.49510126
primavera,2647.53611847,551.20142409,1902.83592116,193.49877322
quatipuru,3058.78933082,418.14449167,2345.72328154,294.92155761
redencao,19820.98755367,311.87955601,18580.23692549,928.87107217
rio maria,5158.39782535,4.93001712,4905.94144964,247.52635859
rondon do para,12542.96528733,300.5755656,11399.06945915,843.32026258
ruropolis,9279.22776456,291.73835891,7169.49872131,1817.99068434
salinopolis,9101.74206435,1937.09642817,6790.97693703,373.66869915
salvaterra,5082.99775878,99.52165953,4621.35765967,362.11843958
