city,quantity
agua santa,1087
agudo,3741
ajuricaba,1983
alecrim,2093
alegrete,25036
alegria,1413
alpestre,3045
alto alegre,600
alto feliz,615
alvorada,49211
amaral ferrador,1334
ametista do sul,1960
andre da rocha,274
anta gorda,1520
antonio prado,3636
arambare,954
ararica,915
aratiba,1780
arroio do meio,4648
arroio do sal,1528
arroio do tigre,3131
arroio dos ratos,3499
arroio grande,4800
arvorezinha,2758
augusto pestana,1957
aurea,861
bage,31840
balneario pinhal,2183
barao,1290
barao de cotegipe,1731
barao do triunfo,1374
barra do guarita,939
barra do quarai,1022
barra do ribeiro,3047
barra do rio azul,592
barra funda,602
barracao,1481
barros cassal,2619
benjamin constant do sul,856
bento goncalves,25337
boa vista das missoes,591
boa vista do burica,1974
boa vista do sul,645
bom jesus,2779
bom principio,2691
bom progresso,761
bom retiro do sul,3117
boqueirao do leao,2166
bossoroca,2026
braga,1236
brochier,853
butia,5280
cacapava do sul,8820
cacequi,4146
cachoeira do sul,23149
cachoeirinha,29238
cacique doble,1341
caibate,1980
caicara,1407
camaqua,14615
camargo,744
cambara do sul,1792
campestre da serra,717
campina das missoes,1776
campinas do sul,2237
campo bom,15626
campo novo,2043
campos borges,982
candelaria,6561
candido godoi,1878
candiota,2601
canela,8906
cangucu,10155
canoas,84590
capao da canoa,8969
capao do leao,6399
capela de santana,2212
capitao,590
capivari do sul,835
caraa,1084
carazinho,17555
carlos barbosa,5743
carlos gomes,425
casca,2155
caseiros,742
catuipe,2544
caxias do sul,104353
centenario,747
cerrito,1531
cerro branco,831
cerro grande,695
cerro grande do sul,1905
cerro largo,3492
chapada,2454
charqueadas,8187
charrua,758
chiapetta,1254
chui,1461
chuvisca,924
cidreira,2427
ciriaco,1326
colinas,414
colorado,1041
condor,1742
constantina,3134
coqueiros do sul,595
coronel barros,489
coronel bicaco,2472
cotipora,876
coxilha,785
crissiumal,4116
cristal,1401
cristal do sul,746
cruz alta,21303
cruzeiro do sul,2740
david canabarro,1199
derrubadas,1049
dezesseis de novembro,929
dilermando de aguiar,752
dois irmaos,6232
dois irmaos das missoes,645
dois lajeados,891
dom feliciano,2722
dom pedrito,10284
dom pedro de alcantara,586
dona francisca,1024
doutor mauricio cardoso,1598
doutor ricardo,454
eldorado do sul,7829
encantado,4947
encruzilhada do sul,5413
engenho velho,588
entre rios do sul,1081
entre-ijuis,2549
erebango,832
erechim,25270
ernestina,966
erval grande,1615
erval seco,2390
esmeralda,1344
esperanca do sul,975
espumoso,4237
estacao,1711
estancia velha,10027
esteio,24125
estrela,8390
estrela velha,790
eugenio de castro,815
fagundes varela,512
farroupilha,15713
faxinal do soturno,1869
faxinalzinho,853
fazenda vilanova,658
feliz,3017
flores da cunha,5739
floriano peixoto,469
fontoura xavier,2977
formigueiro,1786
fortaleza dos valos,1332
frederico westphalen,8510
garibaldi,7563
garruchos,979
gaurama,1731
general camara,2383
gentil,473
getulio vargas,4241
girua,5300
glorinha,1360
gramado,7711
gramado dos loureiros,831
gramado xavier,783
gravatai,63514
guabiju,487
guaiba,26740
guapore,5583
guarani das missoes,2427
harmonia,908
herval,1906
herveiras,706
horizontina,5177
hulha negra,1527
humaita,1527
ibarama,1114
ibiaca,1288
ibiraiaras,1806
ibirapuita,1308
ibiruba,4885
igrejinha,6820
ijui,22708
ilopolis,1138
imbe,3522
imigrante,774
independencia,1912
inhacora,663
ipe,1185
ipiranga do sul,533
irai,2592
itaara,1102
itacurubi,846
itapuca,662
itaqui,11380
itatiba do sul,1506
ivora,604
ivoti,4574
jaboticaba,1101
jacutinga,1115
jaguarao,7493
jaguari,2959
jaquirana,1259
jari,761
joia,2238
julio de castilhos,5899
lagoa dos tres cantos,398
lagoa vermelha,7442
lagoao,1494
lajeado,19304
lajeado do bugre,600
lavras do sul,2220
liberato salzano,1799
lindolfo collor,1108
linha nova,283
macambara,1308
machadinho,1524
mampituba,736
manoel viana,1890
maquine,1709
marata,512
marau,7929
marcelino ramos,1436
mariana pimentel,802
mariano moro,627
marques de souza,938
mata,1184
mato castelhano,669
mato leitao,777
maximiliano de almeida,1532
minas do leao,1890
miraguai,1596
montauri,389
monte alegre dos campos,702
monte belo do sul,601
montenegro,14875
mormaco,586
morrinhos do sul,889
morro redondo,1293
morro reuter,1214
mostardas,2768
mucum,1095
muitos capoes,560
muliterno,473
nao-me-toque,3934
nicolau vergueiro,450
nonoai,3622
nova alvorada,646
nova araca,896
nova bassano,1917
nova boa vista,613
nova brescia,1095
nova candelaria,709
nova esperanca do sul,1050
nova hartz,4202
nova padua,443
nova palma,1634
nova petropolis,4112
nova prata,5152
nova ramada,627
nova roma do sul,711
nova santa rita,4093
novo barreiro,1116
novo cabrais,745
novo hamburgo,64285
novo machado,1010
novo tiradentes,646
osorio,10712
paim filho,1293
palmares do sul,2917
palmeira das missoes,11421
palmitinho,2054
panambi,9944
pantano grande,2891
parai,1580
paraiso do sul,1539
pareci novo,751
parobe,12716
passa sete,1023
passo do sobrado,1241
passo fundo,49656
paverama,1724
pedro osorio,2183
pejucara,1239
pelotas,89908
picada cafe,1275
pinhal,811
pinhal grande,1140
pinheirinho do vale,1209
pinheiro machado,3507
pirapo,959
piratini,4306
planalto,3208
poco das antas,500
pontao,1164
ponte preta,547
portao,6750
porto alegre,392132
porto lucena,1572
porto maua,767
porto vera cruz,728
porto xavier,3168
pouso novo,553
presidente lucena,581
progresso,1555
protasio alves,467
putinga,1032
quarai,5768
quevedos,672
quinze de novembro,934
redentora,2874
relvado,582
restinga seca,4077
rio dos indios,1293
rio grande,55221
rio pardo,9169
riozinho,925
roca sales,2087
rodeio bonito,1714
rolante,4439
ronda alta,2546
rondinha,1383
roque gonzales,2112
rosario do sul,10830
sagrada familia,685
saldanha marinho,879
salto do jacui,3584
salvador das missoes,675
salvador do sul,1845
sananduva,3733
santa barbara do sul,2880
santa clara do sul,1116
santa cruz do sul,31160
santa maria,71978
santa maria do herval,1243
santa rosa,20028
santa tereza,395
santa vitoria do palmar,9439
santana da boa vista,2023
santana do livramento,23665
santiago,14820
santo angelo,23275
santo antonio da patrulha,9121
santo antonio das missoes,3552
santo antonio do palma,512
santo antonio do planalto,492
santo augusto,4388
santo cristo,4142
santo expedito do sul,812
sao borja,19637
sao domingos do sul,774
sao francisco de assis,5054
sao francisco de paula,4562
sao gabriel,15631
sao jeronimo,5526
sao joao da urtiga,1308
sao joao do polesine,671
sao jorge,735
sao jose das missoes,758
sao jose do herval,719
sao jose do hortencio,726
sao jose do inhacora,561
sao jose do norte,5429
sao jose do ouro,2080
sao jose dos ausentes,640
sao leopoldo,55699
sao lourenco do sul,9946
sao luiz gonzaga,11967
sao marcos,5498
sao martinho,1774
sao martinho da serra,662
sao miguel das missoes,1927
sao nicolau,1955
sao paulo das missoes,1873
sao pedro da serra,757
sao pedro do butia,793
sao pedro do sul,4066
sao sebastiao do cai,5474
sao sepe,6180
sao valentim,1083
sao valentim do sul,601
sao valerio do sul,763
sao vendelino,425
sao vicente do sul,2033
sapiranga,18116
sapucaia do sul,32512
sarandi,4965
seberi,2953
sede nova,898
segredo,1742
selbach,1347
senador salgado filho,814
sentinela do sul,1200
serafina correa,2911
serio,632
sertao,2139
sertao santana,1164
sete de setembro,543
severiano de almeida,1234
silveira martins,564
sinimbu,2204
sobradinho,4340
soledade,8402
tabai,800
tapejara,4120
tapera,3193
tapes,4315
taquara,14002
taquari,6772
taquarucu do sul,765
tavares,1049
tenente portela,4309
terra de areia,2883
teutonia,6397
tiradentes do sul,1740
toropi,640
torres,9571
tramandai,8945
travesseiro,482
tres arroios,739
tres cachoeiras,2417
tres coroas,5242
tres de maio,7069
tres forquilhas,699
tres palmeiras,1221
tres passos,7144
trindade do sul,1698
triunfo,6140
tucunduva,1707
tunas,1066
tupanci do sul,414
tupancireta,5196
tupandi,720
tuparendi,2502
turucu,780
ubiretama,673
uniao da serra,491
unistalda,710
uruguaiana,34650
vacaria,14549
vale do sol,1860
vale real,1093
vale verde,565
vanini,526
venancio aires,14894
vera cruz,5730
veranopolis,5089
vespasiano correa,454
viadutos,1392
viamao,59546
vicente dutra,1457
victor graeff,984
vila flores,869
vila langaro,543
vila maria,1085
vila nova do sul,1007
vista alegre,883
vista alegre do prata,353
vista gaucha,788
vitoria das missoes,889
xangri-la,2385
