city,total
alto alegre,5741.677342
amajari,3127.40605198
boa vista,104049.47880666
bonfim,3919.16148333
canta,5305.86298923
caracarai,6711.60815765
caroebe,3344.88452679
iracema,3358.11326175
mucajai,5829.81730454
normandia,2993.69326187
pacaraima,3652.44169014
rorainopolis,9664.14427592
sao joao da baliza,2757.54872559
sao luiz,2602.69145632
uiramuta,2803.44507543
