folder;file_name;number_of_words;pct_pol_neg;pct_pol_pos;pct_pol_neu;city;state;city_state;2000_education_var_01_quantity;2000_family_var_01_total;2000_family_var_01_suitable;2000_family_var_01_semi_suitable;2000_family_var_01_inappropriate;2000_family_var_02_quantity;2000_fertility_var_01_total;2000_fertility_var_01_has_children;2000_fertility_var_01_children_born;2000_fertility_var_01_children_borned_live;2000_fertility_var_01_children_borned_dead;2000_fertility_var_02_total;2000_fertility_var_02_married;2000_fertility_var_02_separated;2000_fertility_var_02_divorced;2000_fertility_var_02_widow;2000_fertility_var_02_single;2000_fertility_var_03_total;2000_work_var_01_total;2000_work_var_01_domestic_regular;2000_work_var_01_domestic_irregular;2000_work_var_01_other_regular;2000_work_var_01_military_and_gov;2000_work_var_01_other_irregular;2000_work_var_02_total;2000_work_var_02_regular;2000_work_var_02_military_and_gov;2000_work_var_02_irregular;2000_work_var_02_employers;2000_work_var_02_entrepreneur;2010_education_var_01_quantity;2010_family_var_01_total;2010_family_var_01_suitable;2010_family_var_01_semi_suitable;2010_family_var_01_inappropriate;2010_family_var_02_quantity;2010_fertility_var_01_total;2010_fertility_var_01_has_children;2010_fertility_var_01_children_born;2010_fertility_var_01_children_borned_live;2010_fertility_var_01_children_borned_dead;2010_fertility_var_02_total;2010_fertility_var_02_married;2010_fertility_var_02_separated;2010_fertility_var_02_divorced;2010_fertility_var_02_widow;2010_fertility_var_02_single;2010_fertility_var_03_total;2010_work_var_01_total;2010_work_var_01_main_regular;2010_work_var_01_main_irregular;2010_work_var_01_other_regular;2010_work_var_01_other_irregular;2010_work_var_02_total;2010_work_var_02_regular;2010_work_var_02_military_and_gov;2010_work_var_02_irregular;2010_work_var_02_entrepreneur;2010_work_var_02_employers;social_indicator_var_01_2000_total;social_indicator_var_01_2010_total;social_indicator_var_01_2000_15_to_24_years;social_indicator_var_01_2010_15_to_24_years;social_indicator_var_01_2000_25_to_59_years;social_indicator_var_01_2010_25_to_59_years;social_indicator_var_01_2000_60_to_more_years;social_indicator_var_01_2010_60_to_more_years;social_indicator_var_02_2000_suitable;social_indicator_var_02_2010_suitable;social_indicator_var_02_2000_semi_suitable;social_indicator_var_02_2010_semi_suitable;social_indicator_var_02_2000_inappropriate;social_indicator_var_02_2010_inappropriate;social_indicator_var_03_2000_responsable_illiterate;social_indicator_var_03_2010_responsable_illiterate;social_indicator_var_03_2000_inappropriate_residence;social_indicator_var_03_2010_inappropriate_residence;social_indicator_var_03_2000_responsable_illiterate_and_inappropriate_residence;social_indicator_var_03_2010_responsable_illiterate_and_inappropriate_residence;2000_enem_var_01_enem_score_mean;2000_enem_var_01_enem_score_std;2000_enem_var_01_enem_score_median;2010_enem_var_01_enem_score_mean;2010_enem_var_01_enem_score_std;2010_enem_var_01_enem_score_median
ciclo_4;10193-Goianinha-RN.pdf;34417;0.013388439373653879;0.027882880260783515;0.9604458932417486;goianinha;rn;goianinha_rn;5864.0;3724.0;344.0;3089.0;292.0;17661.0;6756.0;3993.0;19161.0;17367.0;1793.0;13487.0;4009.0;154.0;67.0;575.0;8682.0;6120.0;2776.0;36.0;338.0;1415.0;233.0;753.0;200.0;220.0;203.0;151.0;4000.0;200.0;8540.81510872;5599.66269755;1279.10732622;4320.55537133;-;22439.65079025;9234.71649957;5537.54850477;21045.72034995;20112.14355394;933.57679605;18305.11304556;6450.56683375;118.13690473;219.8682898;674.95873634;10841.58228094;9585.41953507;7418.88676444;4167.31124554;3251.5755189;4167.31124554;3251.5755189;839.52;771.63;1002.5;666.67;1012.52;4508.02;30.9;23.82;13.65;6.29;34.17;24.24;64.43;61.79;14.12;31.75;66;66.26;19.87;1.98;58.97;36.24;25.74;2.49;19.72;1.62;50.476000000000006;9.279354368704755;46.21;492.1981238273922;65.60488441900695;491.2
ciclo_4;10310-Passos-MG.pdf;22333;0.010042591347231558;0.02434431741761937;0.966868415153553;passos;mg;passos_mg;27157.0;27191.0;20285.0;6634.0;272.0;96774.0;40659.0;25331.0;85331.0;81624.0;3707.0;80219.0;35104.0;2236.0;1424.0;4643.0;36812.0;39884.0;29842.0;1395.0;2140.0;16620.0;1732.0;7955.0;300.0;302.0;600.0;180.0;1500.0;450.0;27947.13834455;33250.3496005;27912.03652064;5276.49131469;61.82176517;105751.98070212;47028.55069124;29628.58620605;86820.52794952;83494.25208311;3326.2758664000003;92414.94386561;38616.54126854;2081.32725072;3392.82787428;5874.49334591;42449.75412616;45132.7000184;50100.56426229;35266.68651633;14833.87774596;35325.63499742;14774.92926487;1204.92;1044.31;2074.96;657.43;1756.22;3341.77;9.04;5.52;1.78;0.89;7.53;3.67;30.61;19.23;91.09;94.43;4.11;3.68;4.79;1.89;10.88;5.67;5.97;2.52;1.04;0.34;55.80317913385828;13.597003345651373;54.6525;562.5969604863221;79.77787144630611;561.64
ciclo_4;10424-Breves-PA.pdf;42519;0.017754827756949844;0.027021291646035218;0.9577703897573744;breves;pa;breves_pa;27074.0;13564.0;138.0;7489.0;5937.0;80134.0;26124.0;15319.0;80502.0;76219.0;4283.0;54099.0;8671.0;165.0;69.0;1139.0;44056.0;25647.0;10989.0;51.0;1086.0;3767.0;2071.0;4014.0;180.0;228.0;245.0;151.0;500.0;170.0;37601.94577946;17485.23478607;595.47405506;11127.75570273;5762.00502828;92110.99589955;32907.24549887;19469.91657302;92392.88112294;88119.78417344;4273.0969495;68243.52166096;11880.82636911;371.6900587;402.98488333;1302.70413894;54285.31621088;31457.35635479;30282.86105176;7248.14850179;23034.71254997;7258.63819461;23024.22285715;612.57;772.46;1123.25;489.61;482.5;2850.61;35.78;24.74;22.38;10.11;39.43;27.36;72.21;61.07;1.72;5.19;41.32;49.89;56.96;44.93;61.36;48.98;64.51;59.17;46.21;36.05;48.56625;11.115057635927943;51.4375;500.6294310850434;59.88772485632786;497.68
ciclo_4;9802-Campo Verde-MT.pdf;25871;0.019453594264677392;0.031273009106762256;0.951831040496028;campo verde;mt;campo verde_mt;5174.0;4551.0;196.0;4096.0;258.0;17129.0;6417.0;4039.0;12614.0;12036.0;578.0;13462.0;5363.0;295.0;82.0;345.0;7377.0;7497.0;4819.0;79.0;512.0;2112.0;590.0;1525.0;302.0;350.0;400.0;200.0;3000.0;400.0;9523.38400653;9419.85832221;991.32324496;8196.15825299;232.37682426;30598.7189797;12705.86098222;8389.41177808;24723.38077626;23641.77280079;1081.60797545;26088.94881714;9411.53757865;307.83463161;826.52706129;846.84020068;14696.20934491;14879.69931731;16557.25270001;10401.9759714;6155.27672861;10413.88456783;6143.36813217;1494.0;1386.57;2009.78;813.95;1927.16;3251.77;9.28;6.33;2.53;1.1;10.53;5.93;34.27;28.04;3.82;10.06;73.79;73.06;22.39;16.88;14.19;6.92;23.28;14.93;3.8;0.94;48.97529411764707;13.108609226214211;50.855;518.2947901234563;67.11004716637319;516.5
ciclo_4;10641-Jequié-BA.pdf;50387;0.015785915940991692;0.027297308044057417;0.9586862300687901;jequie;ba;jequie_ba;53259.0;36783.0;17662.0;17694.0;1427.0;146499.0;61408.0;35932.0;153744.0;143791.0;9953.0;118791.0;32243.0;1567.0;1300.0;5295.0;78387.0;51113.0;32787.0;573.0;3620.0;14416.0;2319.0;11859.0;151.0;206.0;450.0;140.0;1000.0;151.0;49798.97826364;45276.14065431;29290.13971734;15454.80534228;531.19559469;150989.90944828;66872.66811891;42050.17305056;148772.29646767;139969.17175657;8803.12471108;128478.18896113;35393.81290382;1614.8418992;3032.38459309;6199.16705317;82237.98251185;58479.69212577;63269.28146123;31109.57261873;32159.7088425;31183.73279627;32085.54866496;856.49;867.68;2015.82;458.74;851.61;3086.76;22.32;15.9;8.43;3.65;21.91;13.43;56.14;45.75;62.26;75.63;26.26;18.75;11.48;5.62;38.99;21.74;15.43;6.03;10.78;3.15;55.85619047619049;10.056917135081939;56.19;500.9384320765998;72.99596931093704;494.72
ciclo_4;10090-Salinas-MG.pdf;15614;0.013479684190256112;0.026381667629501247;0.9623852622119518;salinas;mg;salinas_mg;11394.0;9284.0;3102.0;5673.0;509.0;36676.0;15130.0;8809.0;41769.0;39925.0;1844.0;29834.0;12234.0;312.0;237.0;1182.0;15870.0;14232.0;8787.0;48.0;1103.0;2273.0;1304.0;4059.0;151.0;180.0;260.0;120.0;500.0;151.0;11484.99890414;11751.17521975;6420.12196804;5174.71948097;156.33377074;39009.12626813;17225.65607361;10625.25810494;39373.42486983;37847.99650011;1525.42836972;33650.12416255;14252.9220899;339.35357882;728.45366931;1836.50770157;16492.88712295;17055.44676871;17892.85934933;7977.07839107;9915.78095826;7985.40040034;9907.45894899;800.51;829.65;1362.1;438.56;857.07;2393.27;23.85;17.28;5.0;1.85;23.54;13.59;63.84;50.86;41.81;62.05;33.25;22.84;24.94;15.11;33.8;18.12;23.02;11.92;12.05;3.57;52.863723404255296;10.28966395002482;53.235;524.599443826473;70.28355921482742;520.3
ciclo_4;10281-Araguaína-TO.pdf;4153;0.011838608359507128;0.03334138680840782;0.9582024643633728;araguaina;to;araguaina_to;41633.0;27572.0;9176.0;17353.0;1043.0;112921.0;45669.0;27775.0;104244.0;97724.0;6520.0;88323.0;28786.0;1235.0;1197.0;3015.0;54091.0;41546.0;29695.0;386.0;3888.0;11863.0;3067.0;10491.0;230.0;300.0;450.0;151.0;1500.0;300.0;54038.4439518;43814.31804081;6388.95589873;36906.26793073;519.09421135;149656.30885551;64149.42616942;39351.88451197;124870.47333028;119899.29356382;4971.17976639;124534.84159403;39178.24992048;1571.08808164;3606.08224757;4362.74997525;75816.67136909;59582.92567852;68937.88614995;38919.06309011;30018.82305984;38980.30949395;29957.57665597;1304.08;982.24;2461.44;645.87;1644.74;5592.98;13.41;8.58;3.84;1.19;13.29;7.19;50.87;38.72;41.56;15.85;50.94;79.44;7.5;4.71;21.83;11.47;9.57;5.71;4.37;1.47;47.895822784810115;11.34907187073756;48.015;501.3350486350805;70.69230350770309;496.52000000000015
ciclo_4;10362-Ceres-GO.pdf;24656;0.016249593760156;0.025755606109847257;0.9596197595060124;ceres;go;ceres_go;6832.0;6312.0;775.0;5366.0;171.0;22095.0;9321.0;6012.0;20700.0;19549.0;1151.0;18487.0;8881.0;420.0;183.0;980.0;8023.0;9558.0;6326.0;82.0;854.0;2704.0;449.0;2236.0;226.0;300.0;500.0;151.0;1500.0;300.0;6202.00689307;6833.51492674;2441.5676119;4372.531024;19.41629084;20660.46264409;9366.42761905;6179.01819508;18036.322894999998;17465.86888516;570.45400988;18199.09782512;8098.04956014;298.82293772;702.34067527;1123.15215215;7976.73249984;9478.42286085;10749.3879464;5911.60541147;4837.78253493;5921.47731405;4827.91063235;1301.07;1190.2;1764.48;723.2;1283.6;5264.41;11.91;7.59;1.58;1.02;9.86;4.56;41.94;29.52;12.1;37.55;72.31;56.74;15.59;5.7;12.48;5.46;14.08;3.67;2.35;0.29;53.725;13.761561263935594;52.6175;519.8221270310187;77.81735551364926;514.1800000000002
ciclo_4;10365-Caruaru-PE.pdf;79216;0.013071564921684386;0.024777821321568083;0.9635791310064094;caruaru;pe;caruaru_pe;74862.0;68171.0;35937.0;29582.0;2651.0;253061.0;108828.0;66537.0;273417.0;255723.0;17693.0;204112.0;70089.0;2643.0;2970.0;10143.0;118267.0;100554.0;55607.0;907.0;4172.0;22277.0;3196.0;25056.0;222.0;250.0;360.0;180.0;1000.0;250.0;93954.11666861;96310.32428245;63296.72356249;32444.76137756;568.8393424;313937.79194695;141396.19327037;87250.95940416;283318.88539109;266624.55268057;16694.33271063;265208.02017347;85777.52830337;3288.31174608;7415.16943878;14501.93170425;154225.07898099;131326.21847036;146264.97823983;65525.83097333;80739.14726649999;65698.82479926;80566.15344057;901.38;875.63;1776.1;553.27;943.65;3191.55;22.59;15.58;12.15;4.99;21.72;14.89;49.03;38.98;66.76;77.15;22.44;20.44;10.8;2.41;37.13;22.74;14.47;3.02;9.84;1.86;55.8788947368421;10.972514044506251;54.485;531.1386224003063;71.0528737519266;527.18
ciclo_4;10345-Alexandria-RN.pdf;33907;0.01515733490914463;0.030285123356478063;0.9563894223666716;alexandria;rn;alexandria_rn;4621.0;3382.0;914.0;2033.0;435.0;13754.0;5664.0;3386.0;16311.0;15457.0;854.0;11267.0;5077.0;194.0;42.0;499.0;5456.0;5432.0;1834.0;7.0;257.0;887.0;140.0;542.0;151.0;184.0;151.0;100.0;600.0;150.0;4331.18370686;3935.47842351;1718.17470284;1976.23504542;241.06867525;13474.1340498;5910.59717485;3956.01644237;15374.39112313;15060.20149394;314.18962921;11476.24145624;3881.1604803000005;99.40426421;173.92339002;583.62122061;6738.132101100001;5848.48452658;4317.19552356;1119.208101;3197.98742256;1130.03955549;3187.15596807;565.69;802.36;995.64;335.93;529.99;4394.06;37.49;33.42;15.76;8.03;40.38;33.69;67.24;60.63;38.04;52.51;26.44;29.1;35.51;18.39;58.31;40.59;40.88;18.49;31.01;10.84;50.06;16.525085476329618;50.06;496.3009954751132;64.78496650040866;492.56
ciclo_4;10405-Bom Jesus-PI.pdf;28389;0.015994068424954985;0.03664866009956573;0.9496875331003072;bom jesus;pi;bom jesus_pi;6228.0;3467.0;880.0;2098.0;489.0;15862.0;6324.0;3629.0;17238.0;16395.0;843.0;12381.0;2726.0;83.0;53.0;413.0;9106.0;5598.0;3046.0;0.0;365.0;657.0;246.0;1777.0;150.0;245.0;270.0;120.0;1300.0;150.0;8914.28376739;5711.47826736;376.28837234;5157.67806591;177.51182911;22476.56085112;9202.55585813;5462.20779894;21179.46735883;19989.27634839;1190.19101039;18308.16322103;4402.53004088;152.92528574;333.720692;528.33514141;12890.652061;8813.66611831;9197.27552257;3195.25309108;6002.02243149;3213.28438106;5983.9911415;1068.76;1135.57;2254.44;477.16;1075.67;5188.36;29.36;18.42;12.67;3.99;32.74;18.89;68.17;55.7;33.08;8.01;42.02;83.48;24.89;8.51;49.31;28.1;31.81;9.6;22.53;5.18;0.0;0.0;0.0;490.14429090909067;72.03303655493809;485.21
ciclo_4;10238-Umuarama-PR.pdf;23834;0.01617918977979493;0.02391158177845016;0.9615061354849556;umuarama;pr;umuarama_pr;27563.0;26229.0;10397.0;15514.0;318.0;90283.0;38954.0;25320.0;83681.0;79961.0;3721.0;75565.0;34987.0;1680.0;1618.0;3952.0;33328.0;40886.0;29277.0;757.0;3061.0;14919.0;1210.0;9330.0;300.0;300.0;700.0;200.0;1400.0;300.0;28162.855642299997;33576.91758208;24496.41248926;8970.98101335;109.52407947;100244.68919101;45686.44741103;29692.9808354;86293.92995918;82867.45571386;3426.47424523;88145.74093341;38647.98713446;1886.45716317;3740.11093894;4991.05589476;38880.12980208;48094.00683713;52659.41210249;34794.30865032;17865.10345217;34823.09473473;17836.31736775;1337.23;1121.96;3634.57;777.18;1607.73;4369.94;9.84;6.23;1.29;0.68;7.7;3.75;37.67;23.98;42.12;76.71;51.33;19.8;6.54;3.49;10.11;4.3;6.84;3.39;1.09;0.16;58.71752808988766;11.287953155194304;57.895;542.6706444605356;78.35862531773905;537.5
ciclo_4;10434-Pinheiro-MA.pdf;67563;0.02293258176963583;0.026344285396425127;0.9529184899503076;pinheiro;ma;pinheiro_ma;27123.0;14507.0;255.0;10545.0;3707.0;67984.0;27073.0;15707.0;71859.0;67151.0;4708.0;52753.0;11918.0;222.0;187.0;1691.0;38735.0;22038.0;8489.0;75.0;1202.0;2109.0;1408.0;3697.0;150.0;240.0;250.0;139.0;800.0;100.0;27127.30995066;19495.82396301;3916.91220124;13754.69142294;1824.22033883;77922.02698946;32888.34129647;21081.25295181;82524.80322989;77286.0586375;5238.74459242;63494.99416895;12575.83778652;370.36238438;545.10807963;2369.23288666;47634.45303176;27807.35631641;30974.99823889;9810.5073898;21164.49084909;9886.63934178;21088.35889713;582.22;894.71;879.58;454.02;468.32;1582.77;23.95;17.82;11.55;4.96;24.1;17.22;59.74;48.13;2.51;25.01;33.7;43.98;63.79;31.01;42.07;31.59;70.98;38.0;36.18;18.14;49.23102272727272;8.194109453971036;49.1675;507.10813167259766;68.93957450497182;504.84
ciclo_4;9824-Cornélio Procópio-PR.pdf;50329;0.016267771096332283;0.027239058579905218;0.958623710724384;cornelio procopio;pr;cornelio procopio_pr;14659.0;13450.0;9191.0;4136.0;123.0;46602.0;20356.0;13207.0;43551.0;42014.0;1537.0;39339.0;18131.0;910.0;903.0;2452.0;16943.0;20455.0;14646.0;658.0;1152.0;8947.0;643.0;3246.0;300.0;300.0;800.0;151.0;1500.0;400.0;13616.32243989;15145.98298982;12697.92909649;2427.32300154;20.73089179;46649.98298979;21368.35109014;13630.47692613;38240.30981459;36401.24774135;1839.06207324;41166.92830312;18769.36288114;757.98454298;1639.17499519;2746.83335969;17253.57252412;21516.15618555;23154.10832982;15854.9510199;7299.15730992;15864.146921700001;7289.96140812;1196.35;1059.21;2636.63;760.74;1437.85;3071.36;10.61;6.72;1.64;0.85;9.05;4.65;33.16;20.48;78.02;89.72;14.34;6.58;7.64;3.7;13.43;6.12;9.19;3.61;2.56;0.55;50.187097560975616;11.269845904275778;48.255;540.0692009132418;73.55570442705805;532.96
ciclo_4;10639-Paulo Afonso-BA.pdf;57365;0.01239395314736585;0.026847746395279832;0.9621373459483992;paulo afonso;ba;paulo afonso_ba;32368.0;23694.0;12295.0;10422.0;977.0;96276.0;40474.0;24315.0;105282.0;99501.0;5780.0;77426.0;28237.0;1233.0;1109.0;2990.0;43857.0;37224.0;19476.0;233.0;2004.0;9564.0;1640.0;6035.0;200.0;270.0;450.0;151.0;1000.0;200.0;36320.61321663;31182.67320536;20673.50788444;9787.39312409;721.77219683;107867.73332938;47801.30905493;29885.20709023;105344.58584727;100057.89757376;5286.68827345;90929.79921605;32347.46357333;1525.19241794;2527.07899207;4292.34287872;50237.72135399;45259.21859096;42470.76224582;22230.46523983;20240.29700599;22279.19347359;20191.56877223;972.63;1107.52;1663.37;527.81;900.75;2930.07;22.68;16.7;10.68;4.75;23.78;15.88;51.28;41.25;70.92;79.32;18.73;12.2;10.35;8.47;42.78;24.63;13.98;9.5;9.8;4.53;51.36352941176471;11.378600630890011;53.3025;515.6461682242989;70.03574460122081;513.03
ciclo_4;10388-Sertãozinho-SP.pdf;12101;0.008440215142738934;0.027306578402978902;0.9655771617707902;sertaozinho;sp;sertaozinho_sp;30871.0;25722.0;18664.0;6939.0;119.0;94483.0;39292.0;24531.0;80455.0;77100.0;3355.0;78451.0;33957.0;2132.0;1205.0;3475.0;37682.0;41257.0;30797.0;940.0;2338.0;19507.0;1601.0;6412.0;432.0;450.0;800.0;240.0;1800.0;500.0;32919.27946521;33063.02661824;27101.814835;5961.21178324;-;109613.17503382;48118.53769786;29698.16235815;82703.54560009;79789.55165675;2913.9939433000004;95291.32169305;37968.54101922;2281.62769782;3377.05940662;4701.78309227;46962.31047712;50621.00698053;55706.69857845;42141.96977285;13564.7288056;42178.76174782;13527.93683063;1452.35;1335.76;2111.05;727.95;1894.13;4430.23;8.38;5.37;2.21;1.08;7.36;4.02;29.73;19.62;93.64;98.15;5.04;1.7;1.32;0.15;13.07;6.3;1.89;0.07;0.43;0.01;58.591972920696314;13.068748875310595;59.265;556.4282651072134;76.86012567918377;553.3
ciclo_4;10442-Viçosa-MG.pdf;11033;0.01733212341197822;0.03003629764065335;0.9538112522686026;vicosa;mg;vicosa_mg;22825.0;17182.0;10822.0;6139.0;221.0;64131.0;27797.0;15965.0;56485.0;53281.0;3203.0;53898.0;23461.0;1089.0;702.0;2309.0;26336.0;25302.0;21125.0;1428.0;2287.0;9920.0;2308.0;5181.0;230.0;250.0;604.0;151.0;1500.0;300.0;23430.52955463;22743.46271351;17586.92574912;5147.01831108;9.51865331;72063.46271351;32911.98764445;19649.07707738;59313.64539476;57022.458597000004;2291.18679782;63397.48594616;26744.79269394;1120.92728105;2340.59687855;3141.89883502;30049.270257599997;30262.3534449;35645.77925134;24223.47419788;11422.30505346;24272.99913899;11372.78011233;1293.08;1022.91;3258.71;560.87;1350.1;3933.35;8.36;5.61;2.05;0.86;7.34;4.18;30.42;20.05;75.19;84.23;17.95;12.74;6.86;3.02;13.9;6.94;7.05;2.86;1.95;0.51;60.24434944237921;11.138805975017078;60.595;569.0814817545155;81.93033167511034;568.46
ciclo_4;10286-Cascavel-PR.pdf;49388;0.011384621628751748;0.025549444974328792;0.9653185055908436;cascavel;pr;cascavel_pr;84096.0;67060.0;24925.0;41370.0;765.0;244473.0;101548.0;64645.0;212824.0;203984.0;8839.0;196683.0;87398.0;4540.0;3986.0;8025.0;92734.0;107801.0;74307.0;2065.0;6888.0;44565.0;3875.0;16914.0;320.0;350.0;700.0;200.0;2000.0;400.0;86831.98358114;91031.71230859;47616.30859331;43136.1579381;279.24577718;282402.16368661;126656.46529772;79758.54224066;230748.63051277;222646.88356747;8101.74694528;245796.27180775;100681.38562284;5245.04787879;9352.40492036;10844.3336839;119673.09970186;132939.9366331;153513.31441257;111521.60336332;41991.71104925;111740.23980138;41773.07461117;1468.81;1203.7;2656.46;815.03;1762.67;4558.77;6.99;4.46;1.28;0.7;6.39;3.4;29.06;18.29;41.31;56.3;52.97;40.15;5.72;3.55;10.06;4.77;6.04;3.71;1.1;0.24;50.69282394366202;12.18697945403069;49.615;547.3079154078546;75.94972357279599;544.48
ciclo_4;10438-Icó-CE.pdf;15786;0.01554765833227567;0.021766721665185937;0.9644624952405128;ico;ce;ico_ce;21583.0;14736.0;771.0;11081.0;2884.0;62508.0;25368.0;14471.0;77317.0;73933.0;3383.0;49008.0;18061.0;363.0;188.0;1735.0;28661.0;23757.0;8718.0;19.0;780.0;1661.0;1390.0;4867.0;150.0;290.0;151.0;100.0;1000.0;120.0;20577.98273435;18235.61990416;4427.57971804;12513.42654874;1294.61363738;65404.50546434;28245.13306555;17266.34190144;74575.91993828;70551.17318448;4024.74675373;54790.89337915;22281.64342803;793.82893971;426.30477483;2667.91131162;28621.20492496;27619.81799798;21897.74585788;6463.07781398;15434.668043900001;6471.68920366;15426.05665423;564.56;793.38;1149.81;376.75;477.31;985.67;40.37;32.83;21.78;11.83;43.65;34.24;66.55;61.14;6.06;30.56;46.84;47.25;47.1;22.19;64.91;48.28;53.57;24.98;40.1;16.2;41.3875;1.2056170619230648;41.3875;497.9673342354535;71.40038469991597;491.07999999999987
ciclo_4;10287-Londrina-PR.pdf;21393;0.010018726591760304;0.02743445692883895;0.9640917602996256;londrina;pr;londrina_pr;136538.0;127701.0;82013.0;44682.0;1006.0;445363.0;194057.0;122114.0;390710.0;374109.0;16601.0;371058.0;165808.0;9875.0;11221.0;18942.0;165212.0;191817.0;142105.0;5621.0;11096.0;85442.0;8568.0;31378.0;400.0;400.0;840.0;220.0;2000.0;500.0;148480.19706918;164898.07569874;124574.44437296;39910.95124596;412.68007982;503989.86189546;231634.81136648;145675.10851952;403739.72485092;388496.90387916;15242.82097173;440897.49003179;192820.35340377;9679.03151725;21888.45300648;24519.82581648;191989.82628781;228760.259248;261930.20049488;189093.84562359;72836.35487129;189313.91962489998;72616.28086997;1565.74;1304.92;3060.62;828.72;1804.9;5237.42;7.07;4.51;1.17;0.67;5.63;2.8;26.11;16.33;75.34;84.6;21.61;13.86;3.05;1.54;9.57;3.9;3.92;1.63;0.88;0.23;56.73691470844211;13.807111612744926;57.105;554.5006846673089;77.8093766105637;550.52
ciclo_4;10312-Juiz de Fora-MG.pdf;39386;0.016970282922857724;0.026943822511703644;0.9581721962141256;juiz de fora;mg;juiz de fora_mg;137876.0;132316.0;102298.0;29695.0;323.0;454499.0;203936.0;122240.0;370697.0;352313.0;18384.0;384741.0;153163.0;13244.0;10095.0;22659.0;185580.0;184048.0;134038.0;10419.0;6573.0;85892.0;11511.0;19643.0;320.0;300.0;800.0;200.0;1500.0;400.0;144544.29091805;170487.03731984;138579.58521705;31720.73151159;186.7205912;513627.71592079;242343.34486573;145549.24526444;392875.15197286;377180.48346284;15694.66850985;455555.32899928;161372.52961957;11921.73415742;21318.19436383;28599.34747172;232343.52338674;212157.99652904;246706.26168637;185489.91131692;61216.35036945;185903.34099215;60802.92069422;1370.02;1100.22;3107.12;649.3;1476.99;4065.8;4.71;3.27;1.31;0.72;3.72;2.25;14.97;10.21;91.53;92.16;7.57;7.33;0.9;0.52;7.45;3.97;1.29;0.73;0.32;0.17;64.10816067653279;11.268422521402476;64.465;576.8970204188953;79.83238346147874;576.38
ciclo_4;10324-Santa Rosa-RS.pdf;19809;0.01370140047525153;0.028767885130694164;0.9590474745942664;santa rosa;rs;santa rosa_rs;20028.0;19223.0;5613.0;13395.0;216.0;64687.0;27716.0;17779.0;55997.0;54385.0;1612.0;53613.0;24825.0;1185.0;1014.0;2636.0;23953.0;30578.0;18412.0;1213.0;1422.0;10269.0;2232.0;3276.0;302.0;325.0;600.0;151.0;1000.0;302.0;18504.30878162;23333.35733649;8713.45946199;14592.44904627;27.44882823;68106.42934596;31097.42179493;19843.57290745;54670.46774481;53244.40327264;1426.06447225;60392.51262560001;24096.48832256;1507.62413841;2160.63750144;3307.02933242;29320.73333077;35147.28619704;36643.62651540001;26995.67022468;9647.95629072;27040.11368319;9603.51283221;1191.25;1042.78;2116.21;644.48;1432.17;2626.11;5.71;3.76;1.39;0.65;4.46;2.59;20.82;12.63;32.53;37.85;56.67;60.88;10.8;1.27;7.25;3.34;10.22;0.93;0.74;0.06;0.0;0.0;0.0;548.1692368214009;69.47029978184422;547.8
ciclo_4;10361-Rio Verde-GO.pdf;22092;0.014372506347479146;0.020266594124047885;0.9669931084512152;rio verde;go;rio verde_go;35594.0;32783.0;14678.0;17260.0;845.0;116217.0;47197.0;31096.0;99899.0;94957.0;4942.0;94781.0;36728.0;2523.0;1844.0;3450.0;50236.0;50390.0;37105.0;553.0;3880.0;16121.0;2878.0;13674.0;300.0;302.0;380.0;200.0;1600.0;440.0;50413.26390806;55462.72688727;27339.35792688;27823.88454542;299.48441497;175725.67030049;73237.82582086;46983.91274367;127725.19952145;122699.50017179;5025.69934959;149235.10763468;50632.51622348;3186.8847374;5890.28594117;5589.19156299;83936.22916964;79727.38658784;91014.28604264;58326.37192426;32687.91411838;58367.80335727;32646.48268537;1472.9;1087.04;1891.36;797.75;2220.86;7532.23;11.59;6.45;3.14;0.99;10.79;5.43;41.24;26.65;53.28;54.62;36.22;39.58;10.5;5.8;14.85;7.2;12.04;5.63;2.6;0.54;53.29286666666666;11.341884014670448;51.995;550.3521388367735;79.44352105418554;546.6700000000002
ciclo_4;10371-Aquidauana-MS.pdf;75975;0.015993776535428914;0.026304686057857126;0.9594551831439044;aquidauana;ms;aquidauana_ms;13138.0;11440.0;2067.0;8747.0;626.0;43270.0;17195.0;11528.0;42103.0;40312.0;1791.0;34442.0;12062.0;962.0;601.0;1679.0;19137.0;17142.0;10879.0;390.0;1062.0;4382.0;2070.0;2976.0;240.0;250.0;500.0;151.0;3000.0;300.0;15610.74927172;13676.38427582;2907.52247617;10261.42259404;507.43920561;45224.65704464;19010.1841434;12691.25581832;39994.9189768;37967.29773365;2027.62124318;37819.15944281;11989.677286;737.94451977;1214.72300395;2101.41387144;21775.40076165;19427.77280777;18620.96766363;9875.98774299;8744.97992064;9875.98774299;8744.97992064;1080.78;847.48;1843.87;631.28;1197.24;7160.97;13.22;8.53;3.73;1.55;12.56;7.2;35.66;23.98;20.31;25.04;61.84;62.61;17.84;12.35;22.28;12.4;21.62;17.24;8.11;3.42;51.441238532110084;11.503953993284775;49.84;499.693657379964;69.27293318436566;494.72
