city,quantity
alta floresta d'oeste,7266
alto alegre dos parecis,3291
alto paraiso,3399
alvorada d'oeste,5466
ariquemes,22481
buritis,4795
cabixi,2292
cacaulandia,1353
cacoal,22095
campo novo de rondonia,2700
candeias do jamari,3889
castanheiras,1213
cerejeiras,5638
chupinguaia,1458
colorado do oeste,6723
corumbiara,2790
costa marques,3262
cujubim,1710
espigao d'oeste,6570
governador jorge teixeira,3720
guajara-mirim,13796
itapua do oeste,2168
jaru,16109
ji-parana,32439
machadinho d'oeste,6085
ministro andreazza,2660
mirante da serra,3495
monte negro,2815
nova brasilandia d'oeste,4542
nova mamore,3953
nova uniao,2336
novo horizonte do oeste,3310
ouro preto do oeste,12006
parecis,925
pimenta bueno,10579
pimenteiras do oeste,858
porto velho,120985
presidente medici,7939
primavera de rondonia,1174
rio crespo,823
rolim de moura,14653
santa luzia d'oeste,3587
sao felipe d'oeste,1973
sao francisco do guapore,2069
sao miguel do guapore,5250
seringueiras,2919
teixeiropolis,1570
theobroma,2945
urupa,3843
vale do anari,1803
vale do paraiso,2664
vilhena,18603
