city,total
alvaraes,4425.63983569
amatura,3268.93498625
anama,3674.33697145
anori,5844.10697561
apui,7453.81619232
atalaia do norte,5494.46695746
autazes,11253.46131824
barcelos,8693.90341458
barreirinha,8928.5334158
benjamin constant,11626.68280062
beruri,5333.79253406
boa vista do ramos,4828.26108581
boca do acre,11399.53753389
borba,11762.60221473
caapiranga,3887.16591993
canutama,5092.86591666
carauari,9027.61398413
careiro,12654.48990501
careiro da varzea,10345.43322631
coari,25161.06348642
codajas,8070.58599406
eirunepe,10572.48241684
envira,5528.82618885
fonte boa,7540.97767865
guajara,4820.00982151
humaita,15672.80233292
ipixuna,7171.2399338
iranduba,15107.17033358
itacoatiara,31595.53786961
itamarati,2842.68115807
itapiranga,2956.28055111
japura,2427.7421445
jurua,3392.55687904
jutai,5945.33713129
labrea,13729.35871815
manacapuru,30766.94521715
manaquiri,8777.59001227
manaus,692663.32002211
manicore,15929.62094058
maraa,5557.37464035
maues,16933.63222864
nhamunda,6568.91994119
nova olinda do norte,9694.14013478
novo airao,5321.33432883
novo aripuana,7255.47333488
parintins,33625.78941438
pauini,5670.96615222
presidente figueiredo,10974.53895754
rio preto da eva,10162.01561336
santa isabel do rio negro,5356.94090249
santo antonio do ica,8353.20490598
sao gabriel da cachoeira,13214.49913621
sao paulo de olivenca,10478.68429638
sao sebastiao do uatuma,3820.8636459
silves,3207.89732332
tabatinga,17931.78593689
tapaua,7296.17141998
tefe,21290.11938515
tonantins,5920.74265892
uarini,4219.36727189
urucara,6095.70400751
urucurituba,5950.74251229
