city,total
abadia de goias,2893.04759523
abadiania,6783.39629135
acreuna,9294.94200812
adelandia,1303.92896648
agua fria de goias,2232.66334765
agua limpa,1062.43497955
aguas lindas de goias,67149.15980021
alexania,9866.15103627
aloandia,1010.10492358
alto horizonte,2163.48473049
alto paraiso de goias,2568.13408719
alvorada do norte,3204.05517893
amaralina,1622.62485502
americano do brasil,2628.65158794
amorinopolis,1811.06388406
anapolis,144236.5881226
anhanguera,441.99519975
anicuns,9267.60590711
aparecida de goiania,197403.82110279
aparecida do rio doce,1207.99300627
apore,1928.77903886
aracu,1771.51185031
aragarcas,7753.88867942
aragoiania,3950.56281944
araguapaz,3505.91579933
arenopolis,1713.05173857
aruana,3404.00118569
aurilandia,1717.27572589
avelinopolis,1165.47109447
baliza,1794.57031018
barro alto,3784.68771966
bela vista de goias,11323.85051468
bom jardim de goias,3973.70573372
bom jesus de goias,9745.91855661
bonfinopolis,3195.48280447
bonopolis,1628.67712187
brazabrantes,1468.49839121
britania,2561.45141801
buriti alegre,4068.16982123
buriti de goias,1296.50665205
buritinopolis,1424.53105653
cabeceiras,3060.09908753
cachoeira alta,4927.48313826
cachoeira de goias,685.20114215
cachoeira dourada,3844.7647238
cacu,6597.04450901
caiaponia,7957.36510444
caldas novas,32691.09311744
caldazinha,1634.27139215
campestre de goias,1627.98497159
campinacu,1805.23505553
campinorte,5184.14137578
campo alegre de goias,2953.99558744
campo limpo de goias,2810.56867868
campos belos,7349.12569361
campos verdes,2220.36833519
carmo do rio verde,4492.83008344
castelandia,1660.13140919
catalao,39310.70635804
caturai,2202.45303614
cavalcante,3515.44586051
ceres,9478.42286085
cezarina,3803.37776417
chapadao do ceu,3344.37814678
cidade ocidental,22813.45335198
cocalzinho de goias,7234.54784404
colinas do sul,1483.52215724
corrego do ouro,1386.11850951
corumba de goias,4418.347439
corumbaiba,3829.48193715
cristalina,19759.44388609
cristianopolis,1433.31128488
crixas,7181.26992878
crominia,1662.8092487
cumari,1434.00585978
damianopolis,1614.21715113
damolandia,1328.28304389
davinopolis,1006.36882233
diorama,1271.92039741
divinopolis de goias,2129.94297961
doverlandia,3906.52132825
edealina,1890.30361897
edeia,5227.7043932
estrela do norte,1545.80884725
faina,3608.44688558
fazenda nova,3225.07554128
firminopolis,5613.97799834
flores de goias,4725.33933106
formosa,38813.11921509
formoso,2269.87140562
gameleira de goias,1546.52654825
goianapolis,4790.30462005
goiandira,2353.09611677
goianesia,26581.09144813
goiania,544620.59454338
goianira,15879.10295983
goias,11338.65143548
goiatuba,14846.98690209
gouvelandia,2365.59675632
guapo,6217.90333711
guaraita,1264.10172019
guarani de goias,1893.5093216
guarinos,1158.32962667
heitorai,1683.82003661
hidrolandia,8217.42244414
hidrolina,1888.58661615
iaciara,4693.52154856
inaciolandia,2762.59593189
indiara,6642.66263528
inhumas,21525.84746498
ipameri,10789.46060039
ipiranga de goias,1506.419753
ipora,14601.98517477
israelandia,1458.04259619
itaberai,16789.11399123
itaguari,2116.83438283
itaguaru,2787.38399456
itaja,2381.57165528
itapaci,8387.39112149
itapirapua,3811.38388218
itapuranga,12522.59955938
itaruma,3024.55157741
itaucu,3985.64786583
itumbiara,41914.73557783
ivolandia,1411.65991512
jandaia,3081.73382655
jaragua,18604.86385183
jatai,38353.71376606
jaupaci,1489.63532407
jesupolis,1026.9171959
joviania,3503.33098399
jussara,8778.25294774
lagoa santa,622.5554066
leopoldo de bulhoes,3531.82304
luziania,71251.24808896
mairipotaba,1278.80705396
mambai,2836.35878227
mara rosa,4714.44761203
marzagao,973.24579252
matrincha,2120.58867733
maurilandia,5333.84154117
mimoso de goias,1141.38288937
minacu,14284.38417174
mineiros,23471.80076028
moipora,906.16521825
monte alegre de goias,3033.67813132
montes claros de goias,4111.28741624
montividiu,5113.78820149
montividiu do norte,1834.9496618
morrinhos,19099.00940012
morro agudo de goias,1233.96956504
mossamedes,2455.07538309
mozarlandia,6087.11027828
mundo novo,3138.62589851
mutunopolis,1834.89253953
nazario,3811.40942359
neropolis,10371.63815997
niquelandia,18835.11332627
nova america,1111.63622909
nova aurora,937.90098827
nova crixas,5744.15847655
nova gloria,4031.74405899
nova iguacu de goias,1332.9373883
nova roma,1578.60937811
nova veneza,3388.82262095
novo brasil,1699.31902322
novo gama,39235.73153625
novo planalto,1810.11618315
orizona,6999.32366083
ouro verde de goias,1812.95214693
ouvidor,2681.53118689
padre bernardo,11556.18569947
palestina de goias,1826.93270865
palmeiras de goias,11500.68480833
palmelo,928.45193651
palminopolis,1881.60387223
panama,1357.83520579
paranaiguara,4185.58646778
parauna,5402.22568659
perolandia,1372.16894218
petrolina de goias,4896.2341443
pilar de goias,1269.98900326
piracanjuba,11044.89293574
