city,total,married,separated,divorced,widow,single
abadia de goias,5804.73801842,2007.78835437,93.68438916,226.43844863,276.27236054,3200.55446572
abadiania,13491.29458983,5142.30191067,175.55959391,405.88007913,585.67943229,7181.87357383
acreuna,17128.92484241,6013.98203839,282.50109974,551.42002968,799.13689251,9481.88478209
adelandia,2148.18594416,1011.65278548,47.80355344,69.22583597,131.92198333,887.58178594
agua fria de goias,4238.6688461,1236.07497879,47.05981856,48.7766135,167.78912865,2738.9683066
agua limpa,1784.59910278,703.59003393,49.62134017,71.22758863,88.47792623,871.68221382
aguas lindas de goias,126526.03128842,37082.73105731,1270.83055064,2988.73144976,2890.80775966,82292.93047105
alexania,19759.94333011,7043.40718449,379.37098818,614.69367536,952.04809408,10770.423388
aloandia,1833.36165081,746.1574891,33.23017095,73.98457341,132.59927756,847.39013979
alto horizonte,3819.49776223,1406.39674688,26.64095391,94.83446915,194.80233543,2096.82325686
alto paraiso de goias,5652.68905687,1104.05527575,73.7563452,223.12092126,199.49848563,4052.25802903
alvorada do norte,6630.93098916,2036.39636073,91.59746161,130.91623494,345.1003702,4026.92056168
amaralina,2929.51414261,1314.68090146,19.01305989,31.87015774,147.94756297,1416.00246055
americano do brasil,4771.26863733,1808.49465056,77.06940714,137.33104976,324.22574314,2424.14778673
amorinopolis,3193.75205127,1349.98726798,45.90341288,106.44145444,229.49623464,1461.92368133
anapolis,285577.00950732,117704.16271031,4738.63239498,11611.12038285,15087.81744354,136435.27657564
anhanguera,885.11942011,281.36927083,34.90559245,84.97037306,57.94283217,425.9313516
anicuns,17562.00201061,7155.5071691,211.91074978,391.37645592,972.26068859,8830.94694722
aparecida de goiania,379649.12803569,138081.95415806,4787.36154288,15708.0449459,13610.3685862,207461.39880265
aparecida do rio doce,2075.2948416,938.99852629,23.02280904,63.30936191,90.49436026,959.4697841
apore,3187.32207787,1121.71060035,58.01720848,123.36291598,62.05417599,1822.17717707
aracu,3380.50151397,1252.03040451,104.71474779,94.49883959,263.40886073,1665.84866135
aragarcas,15655.70273612,4530.44911567,200.34630447,579.55423493,757.63053237,9587.72254868
aragoiania,7082.80506181,2492.83926433,157.18517184,351.38127354,366.48016794,3714.91918416
araguapaz,6413.30329111,2338.93874539,96.83154031,220.07879048,392.36259324,3365.09162169
arenopolis,2869.33478286,1249.85252868,54.78866583,91.61796365,143.33640946,1329.73921524
aruana,6177.22126995,1946.07995791,71.2879224,171.39655396,257.14721891,3731.30961677
aurilandia,3272.03276315,1162.50933903,57.48461565,118.20186091,259.2278428,1674.60910476
avelinopolis,2124.64557154,891.55748923,43.3764521,27.1499766,115.88852564,1046.67312797
baliza,3234.24898013,1166.10977793,70.60425034,106.10334892,142.68569308,1748.74590986
barro alto,7346.55943889,2762.2693196,153.17965402,217.61318166,367.50453673,3845.99274688
bela vista de goias,21058.50849726,7277.51734701,446.83918681,740.67263926,1006.29605174,11587.18327244
