city,total,main_regular,main_irregular,other_regular,other_irregular
agua branca,8413.10910211,1429.52165226,6983.58744985,1429.52165226,6983.58744985
anadia,4484.00992933,1975.94125714,2508.06867219,1975.94125714,2508.06867219
arapiraca,85139.70719739,33776.21304743,51363.49414996,33880.03440027,51259.67279717
atalaia,11242.28871802,5716.65005521,5525.63866281,5728.93048853,5513.35822948
barra de santo antonio,4055.21808999,2013.35050516,2041.86758483,2018.09060533,2037.12748466
barra de sao miguel,3158.27067182,1537.76919893,1620.50147289,1540.42487147,1617.84580035
batalha,6130.62382878,1376.22259384,4754.40123494,1381.45926072,4749.16456806
belem,2054.02681768,534.64448889,1519.38232879,541.77521044,1512.25160724
belo monte,2192.94476848,387.56152314,1805.38324534,387.56152314,1805.38324534
boca da mata,7647.66307963,3955.13502515,3692.52805448,3965.10487609,3682.55820354
branquinha,3155.34806662,1526.66544995,1628.68261667,1526.66544995,1628.68261667
cacimbinhas,3249.60341135,662.34036937,2587.26304198,666.22446305,2583.37894831
cajueiro,4848.5124862,2859.529901,1988.9825852,2859.529901,1988.9825852
campestre,1772.6778302,1087.63493348,685.04289672,1090.04706685,682.63076335
campo alegre,10056.24223055,6342.14376591,3714.09846464,6342.14376591,3714.09846464
campo grande,3250.82218628,629.7763183,2621.04586798,629.7763183,2621.04586798
canapi,6445.14377488,611.83609301,5833.30768187,617.74733728,5827.39643759
capela,4883.85856272,2417.63998329,2466.21857943,2417.63998329,2466.21857943
carneiros,3481.29705599,662.61412357,2818.68293242,662.61412357,2818.68293242
cha preta,2223.23197479,578.27444883,1644.95752596,578.27444883,1644.95752596
coite do noia,4348.32222234,746.03559454,3602.2866278,746.03559454,3602.2866278
colonia leopoldina,5644.53409296,2545.0478326,3099.48626036,2560.33763166,3084.1964613
coqueiro seco,1674.57309369,1050.40837108,624.16472261,1050.40837108,624.16472261
coruripe,18279.23620608,8647.96626387,9631.26994221,8687.06511501,9592.17109107
craibas,9497.30816721,1176.38594692,8320.92222029,1176.38594692,8320.92222029
delmiro gouveia,16340.25520762,7099.88298875,9240.37221887,7099.88298875,9240.37221887
dois riachos,4307.28925807,692.79269458,3614.49656349,692.79269458,3614.49656349
estrela de alagoas,7934.888596,701.08608538,7233.80251062,705.51135904,7229.37723696
feira grande,8976.70712326,1420.79696755,7555.91015571,1420.79696755,7555.91015571
feliz deserto,1465.4538227,713.90812272,751.54569998,717.65139651,747.8024262
flexeiras,3554.22981214,1520.07032773,2034.15948441,1520.07032773,2034.15948441
girau do ponciano,14259.16708516,2166.72439675,12092.44268841,2166.72439675,12092.44268841
ibateguara,3132.77659439,1587.25278386,1545.52381053,1587.25278386,1545.52381053
igaci,9911.94155483,1681.82171653,8230.1198383,1692.01175011,8219.92980472
igreja nova,7132.53333635,1967.0545605,5165.47877585,1967.0545605,5165.47877585
inhapi,5887.71268516,788.87007602,5098.84260914,792.82785151,5094.88483365
jacare dos homens,1910.47126983,324.95307449,1585.51819534,324.95307449,1585.51819534
jacuipe,2172.93819223,1028.1746648,1144.76352743,1028.1746648,1144.76352743
japaratinga,2412.38739815,1143.17319586,1269.21420229,1143.17319586,1269.21420229
jaramataia,2037.62692078,497.13146715,1540.49545363,497.13146715,1540.49545363
jequia da praia,3266.48958188,1786.72886241,1479.76071947,1786.72886241,1479.76071947
joaquim gomes,6397.96339597,2161.86164932,4236.10174665,2161.86164932,4236.10174665
jundia,1265.79968098,600.28023973,665.51944125,600.28023973,665.51944125
junqueiro,8872.23987944,2594.42218867,6277.81769077,2594.42218867,6277.81769077
lagoa da canoa,7030.40033119,1181.97145407,5848.42887712,1181.97145407,5848.42887712
limoeiro de anadia,9192.54452973,2072.26329343,7120.2812363,2072.26329343,7120.2812363
maceio,389568.10087842,245066.71677233,144501.38410609,245466.50353105,144101.59734738
major isidoro,6994.66325149,1180.21740288,5814.44584861,1180.21740288,5814.44584861
mar vermelho,1321.81786532,345.39186936,976.42599596,345.39186936,976.42599596
maragogi,9630.18758131,4193.78576616,5436.40181515,4193.78576616,5436.40181515
maravilha,4265.10712648,706.88242021,3558.22470627,706.88242021,3558.22470627
marechal deodoro,16097.40220627,7915.92885147,8181.4733548,7942.56582109,8154.83638518
maribondo,4374.43731345,1178.43976961,3195.99754384,1178.43976961,3195.99754384
mata grande,9957.7037765,1086.87898205,8870.82479445,1086.87898205,8870.82479445
matriz de camaragibe,6060.74818796,3458.23424186,2602.5139461,3458.23424186,2602.5139461
messias,3927.0440715,2389.52699278,1537.51707872,2389.52699278,1537.51707872
minador do negrao,2013.88172218,387.02027633,1626.86144585,387.02027633,1626.86144585
monteiropolis,2278.06892787,447.83172473,1830.23720314,447.83172473,1830.23720314
murici,6570.00559791,3609.37089514,2960.63470277,3609.37089514,2960.63470277
novo lino,3385.12036913,1529.90258681,1855.21778232,1529.90258681,1855.21778232
olho d'agua das flores,8166.87846971,1574.97110247,6591.90736724,1574.97110247,6591.90736724
olho d'agua do casado,3306.46488935,722.14532697,2584.31956238,724.12952209,2582.33536726
olho d'agua grande,1959.92929211,325.14795893,1634.78133318,325.14795893,1634.78133318
