city,total,married,separated,divorced,widow,single
acrelandia,9843.45693933,3035.15058038,71.20540047,185.05872019,255.17891558,6296.86332271
assis brasil,4598.5814847,1260.62974674,26.07418684,38.85790955,127.07900183,3145.94063974
brasileia,17040.65617189,4556.91437666,116.71674814,319.43711118,484.39571778,11563.19221813
bujari,6639.20939983,1688.81976207,15.29444284,97.56652875,202.75447067,4634.7741955
capixaba,6821.3539054,1938.48982061,39.3321971,126.44048979,213.53022006,4503.56117784
cruzeiro do sul,60277.89324238,13806.01530603,368.55714788,905.41120864,1704.71489042,43493.19468941
epitaciolandia,11987.47067555,2839.33597263,116.38466569,183.22323291,390.89160858,8457.63519574
feijo,23542.08661046,5297.65201391,117.69247412,357.83529191,656.20581524,17112.70101528
jordao,4328.93328482,1029.57260171,8.84472666,17.93723898,54.1248442,3218.45387327
mancio lima,11383.28631698,2524.07354444,9.23351103,38.00256799,278.13917224,8533.83752128
manoel urbano,5878.70191592,1015.1999867,12.73886661,84.23599667,150.83964549,4615.68742045
marechal thaumaturgo,9680.13951275,1992.27817613,37.3019571,28.11441272,132.30040837,7490.14455843
placido de castro,13350.98311593,3767.71464553,91.67832091,306.30927561,422.10531968,8763.1755542
porto acre,11617.82426474,3163.14501026,107.31760513,215.77041392,317.45996707,7814.13126836
porto walter,6163.05186631,680.88953316,26.75253418,-,47.77190443,5407.63789454
rio branco,273668.82761102,77869.29951032,2391.06152996,7278.48849814,9348.18842014,176781.78965246
rodrigues alves,10276.68183147,2272.1499918,54.6873631,27.04549326,180.26957631,7742.529407
santa rosa do purus,3091.94431163,615.0010541,6.1934289,24.71938603,64.88535797,2381.14508463
sena madureira,29485.40527561,7392.19682081,135.56972226,482.93991101,787.96771751,20686.73110402
senador guiomard,15964.80657985,3944.46552215,89.59185899,479.32584268,636.54196931,10814.88138672
tarauaca,25579.86299449,5851.49359082,149.64554138,198.78679261,641.3087691,18738.62830058
xapuri,12688.06141049,2557.83845612,47.21148489,234.02088745,462.57740301,9386.41317902
