city,total,adequada,semi_adequada,inadequada
acegua,1397.99999998,270.86170899,1084.59792953,42.54036146
agua santa,1166.66174122,320.74844091,837.93230128,7.98099903
agudo,5426.63157468,2167.01035477,3156.16762982,103.45359009
ajuricaba,2459.36719566,350.83222168,2101.04397335,7.49100063
alecrim,2469.81517048,266.04819285,2203.76697763,-
alegrete,25886.44312546,16405.85164864,9294.58648961,186.00498721
alegria,1485.45169141,70.48901053,1404.62484916,10.33783172
almirante tamandare do sul,724.99625734,70.82153935,652.12649674,2.04822125
alpestre,2681.56264974,366.42900223,2190.9088694,124.22477811
alto alegre,623.99999999,70.80457214,551.2160733,1.97935455
alto feliz,1000.99999999,497.03245082,503.96754917,-
alvorada,60175.72567378,43111.41183683,17040.24925712,24.06457983
amaral ferrador,2093.61709916,287.04223556,1727.0391985,79.5356651
ametista do sul,2386.40738197,352.11084076,1925.61127984,108.68526137
andre da rocha,424.99999999,128.63960439,296.3603956,-
anta gorda,1932.84272373,878.59397282,1050.83514063,3.41361028
antonio prado,4236.02687021,3072.91965766,1145.97021731,17.13699524
arambare,1333.09577461,704.8420003,624.03170167,4.22207264
ararica,1689.00000001,15.21813353,1673.78186648,-
aratiba,2160.57546853,982.8089387,1173.03134769,4.73518214
arroio do meio,6230.97028805,2907.53752781,3323.43276024,-
arroio do padre,709.00000001,31.80385648,645.57448656,31.62165697
arroio do sal,2756.81445655,662.31627944,2090.75378897,3.74438814
arroio do tigre,3949,1327.64452204,2530.5608946,90.79458336
arroio dos ratos,4610.00000002,2792.07981716,1816.1775685,1.74261436
arroio grande,6461.00549334,3768.81295178,2609.44425338,82.74828818
arvorezinha,3203.04598676,1274.011978,1867.4558139,61.57819486
augusto pestana,2537.97059575,383.58340303,2154.38719272,-
aurea,1215.82996804,227.38988315,976.09068411,12.34940078
bage,38516.00000001,27585.72680612,10827.68239683,102.59079706
balneario pinhal,3785.99999999,1154.92380473,2631.07619526,-
barao,1850.99999998,468.83128719,1382.16871279,-
barao de cotegipe,2097.00000003,1045.14132271,1041.6335999,10.22507742
barao do triunfo,2354.37879807,195.42822734,1996.61194172,162.33862901
barra do guarita,1006.49322845,22.56932486,968.02869928,15.89520431
barra do quarai,1206.08345285,426.98473684,767.57691154,11.52180447
barra do ribeiro,4250.88358659,2475.16248636,1723.04642763,52.6746726
barra do rio azul,619.11855187,103.98927075,515.12928112,-
barra funda,717.14095763,219.65225878,497.48869885,-
barracao,1809.24543658,549.30966391,1250.53297127,9.4028014
barros cassal,3579.5997341,744.36734741,2596.91731759,238.3150691
benjamin constant do sul,622.00000001,131.08902244,477.81237788,13.09859969
bento goncalves,36487.05037174,29418.13663732,7061.97508823,6.93864619
boa vista das missoes,703.00000002,35.74842113,667.25157889,-
boa vista do burica,2225.95490755,171.00388418,2054.95102337,-
boa vista do cadeado,808.5541991,17.61067055,783.22932301,7.71420554
boa vista do incra,774.16066404,-,774.16066404,-
boa vista do sul,915.99999999,28.11726426,887.88273573,-
bom jesus,3827.99999997,2252.37172505,1554.61189149,21.01638343
bom principio,3841.47210763,1854.77921578,1986.69289185,-
bom progresso,782,152.6733405,615.70791107,13.61874843
bom retiro do sul,4037,2747.53622521,1283.77839584,5.68537895
boqueirao do leao,2457.3233425,512.70793473,1842.38241973,102.23298804
bossoroca,2382.00000003,292.41603358,2051.21682555,38.3671409
bozano,703,149.05814351,544.58978942,9.35206707
braga,1214.32185365,78.67494029,1097.1260651,38.52084826
brochier,1668.48481729,451.92146421,1201.54649301,15.01686007
butia,6751.99999999,3976.06439148,2775.93560851,-
cacapava do sul,12061.98731858,5681.34301645,6180.89101797,199.75328416
cacequi,4494.14050943,1917.94645571,2539.13867414,37.05537958
cachoeira do sul,29384.00000003,10208.95940017,18932.8531551,242.18744476
cachoeirinha,38866.87342185,28554.80864926,10274.00957849,38.0551941
cacique doble,1453,425.10525437,961.9291645,65.96558113
caibate,1714.67644422,261.08761303,1453.58883119,-
caicara,1618.7794648,245.37292488,1341.94362031,31.46291961
camaqua,20763.1028751,13829.78470969,6601.42573839,331.89242702
camargo,835,346.76522229,488.23477771,-
cambara do sul,2179.55183471,982.7832107,1190.55272913,6.21589488
campestre da serra,1100.99999998,310.13160779,784.3716012,6.49679099
campina das missoes,2074.98603514,746.52617387,1328.45986127,-
campinas do sul,1881.99999998,1397.68358268,484.3164173,-
campo bom,20007.99999999,13342.85425909,6665.1457409,-
campo novo,1847,155.2274027,1672.45412485,19.31847245
campos borges,1241.66690351,100.66444763,1127.50422706,13.49822882
candelaria,10411.64232621,4443.1107612,5828.56276058,139.96880443
candido godoi,2163.00000002,232.44509929,1930.55490073,-
candiota,2823.8989332,1786.05288811,957.48688158,80.35916351
canela,12923.10444561,9856.41982573,3057.57890977,9.10571011
cangucu,17553.61308381,5772.90349324,10747.7147887,1032.99480187
canoas,103929.82946752,83970.2643599,19763.33720748,196.22790014
canudos do vale,598.99510628,97.7447284,495.35425965,5.89611823
capao bonito do sul,612.99999999,10.52621454,594.02342153,8.45036392
capao da canoa,13596.84519487,7204.57530487,6374.64805108,17.62183892
capao do cipo,1028.99999999,61.54674323,946.87751967,20.57573709
capao do leao,7835.99999998,4355.59609905,3471.94773305,8.45616788
capela de santana,3908.00000001,876.9803908599999,3031.01960915,-
capitao,855.99999998,63.26458655,788.42958338,4.30583005
capivari do sul,1271.71930423,740.40236318,529.69346002,1.62348103
caraa,2564.05731893,1044.35055549,1505.78773037,13.91903307
carazinho,20166.32073086,8796.44260975,11349.09545382,20.78266729
carlos barbosa,8437.10668888,6189.01749723,2248.08919165,-
carlos gomes,497.32772681,82.08320742,412.14262244,3.10189695
casca,2809.78979505,773.27761402,2036.51218103,-
caseiros,997.39090744,207.1236192,787.55086902,2.71641922
catuipe,3181.04814404,591.32364497,2580.20136374,9.52313533
caxias do sul,146787.9845348,123406.87093522,23363.52367325,17.58992633
centenario,954,258.1791183,680.93277917,14.88810253
cerrito,2272.85745231,554.02375449,1677.67280883,41.16088899
cerro branco,1586.2687932,733.49297767,841.42823662,11.34757891
cerro grande,790,119.06983324,667.22282444,3.70734232
cerro grande do sul,3317.6195583,442.80416451,2712.14503768,162.67035611
cerro largo,4409.53871222,1784.9397146,2613.02823053,11.57076709
chapada,3327.87370017,450.17768941,2877.69601076,-
charqueadas,10089.96591625,8084.83752814,2005.12838811,-
charrua,929.00000005,231.47206484,574.81996415,122.70797106
chiapetta,1354.6400964,114.89705362,1232.2123207,7.53072208
chui,1951.01522645,1273.58148965,677.4337368,-
chuvisca,1499.20021949,52.89083362,1306.37600689,139.93337898
cidreira,4400.00000002,1666.2025399,2727.58227597,6.21518415
ciriaco,1668.99999998,668.58931534,996.25841318,4.15227146
colinas,848.00000001,477.0729879,370.92701211,-
colorado,1246,46.27216445,1199.72783555,-
condor,2136.05681357,358.25283046,1775.54777139,2.25621172
constantina,3062.99999999,1046.56672184,1993.20523165,23.2280465
coqueiro baixo,534,24.98588001,499.41321606,9.60090393
coqueiros do sul,854.22247404,105.52468837,748.69778567,-
coronel barros,868.55987269,326.11455866,533.13228597,9.31302806
coronel bicaco,2621,34.981989,2509.35869621,76.65931479
coronel pilar,521,20.56391294,498.96365994,1.47242712
cotipora,1245.01721271,671.59623239,573.42098032,-
coxilha,934.12400173,95.9233191,838.20068263,-
crissiumal,4905.39117465,628.75288544,4179.13063759,97.50765162
cristal,2343.71374934,1305.34576376,996.89080877,41.47717681
cristal do sul,955,105.68931441,825.5634242,23.74726139
cruz alta,21259.13402286,7494.91888068,13720.95318788,43.2619543
cruzaltense,678.99634758,128.62026751,550.37608007,-
cruzeiro do sul,4186.55754699,1116.68490417,3065.42319633,4.44944649
david canabarro,1507.99999998,809.10010352,693.03160254,5.86829392
derrubadas,1056.00000001,179.70945727,864.94708591,11.34345683
dezesseis de novembro,991.99999999,81.76065511,910.23934488,-
dilermando de aguiar,1090.99999996,271.35134468,808.04368109,11.60497419
dois irmaos,9386.74666543,8309.33438713,1077.4122783,-
dois irmaos das missoes,713.99999998,14.48988452,679.88612022,19.62399524
dois lajeados,1055.99999999,612.96905728,435.45321823,7.57772448
dom feliciano,4626.67265164,544.52484734,3735.26193963,346.88586467
dom pedrito,13140.99999998,9131.87833066,3904.13782199,104.98384733
dom pedro de alcantara,952.68461524,188.56017095,764.12444429,-
dona francisca,1117.00000001,488.3174926,616.56626625,12.11624116
doutor mauricio cardoso,1883.76202505,43.60528687,1834.78909916,5.36763902
doutor ricardo,640.49531581,178.80007645,451.33724442,10.35799494
eldorado do sul,10976.59048584,6801.13651097,4158.26681033,17.18716454
encantado,7077.99999999,5467.61283953,1610.38716046,-
encruzilhada do sul,8458.43059813,4611.44239064,3692.69425278,154.29395471
engenho velho,433.99999999,77.01374683,351.67051136,5.3157418
entre rios do sul,1051,644.26249814,402.72506252,4.01243934
entre-ijuis,3050,300.54381031,2710.24434527,39.21184442
erebango,935,152.93963065,760.78828439,21.27208496
erechim,33106.72544948,27654.43825897,5411.79531913,40.49187138
ernestina,1082.89444977,179.26412426,892.00935906,11.62096645
erval grande,1652.17833475,516.81759076,1114.81790054,20.54284345
erval seco,2608.99999999,348.55951099,2212.9556036,47.4848854
