city,quantity
acari,11155
acu,47875
afonso bezerra,10843
agua nova,2678
alexandria,13754
almino afonso,5193
alto do rodrigues,9480
angicos,11601
antonio martins,6757
apodi,34174
areia branca,22499
ares,11319
augusto severo,9024
baia formosa,7821
barauna,18909
barcelona,3987
bento fernandes,4709
bodo,2775
bom jesus,8598
brejinho,10317
caicara do norte,5842
caicara do rio do vento,2867
caico,56771
campo redondo,9201
canguaretama,26999
caraubas,18786
carnauba dos dantas,6535
carnaubais,8192
ceara-mirim,62349
cerro cora,10839
coronel ezequiel,5409
coronel joao pessoa,4703
cruzeta,8131
currais novos,40695
doutor severiano,6552
encanto,4798
equador,5664
espirito santo,10715
extremoz,19530
felipe guerra,5511
fernando pedroza,2644
florania,8978
francisco dantas,3021
frutuoso gomes,4578
galinhos,1767
goianinha,17661
governador dix-sept rosado,11759
grossos,8243
guamare,8123
ielmo marinho,10249
ipanguacu,11924
ipueira,1902
itaja,6214
itau,5271
jacana,7672
jandaira,6124
janduis,5597
januario cicco,7657
japi,6328
jardim de angicos,2670
jardim de piranhas,11994
jardim do serido,12012
joao camara,29248
joao dias,2596
jose da penha,5908
jucurutu,17259
lagoa d'anta,5629
lagoa de pedras,6395
lagoa de velhos,2651
lagoa nova,12058
lagoa salgada,6804
lajes,9399
lajes pintadas,4530
lucrecia,3218
luis gomes,9088
macaiba,54776
macau,25689
major sales,2948
marcelino vieira,8373
martins,7719
maxaranguape,8001
messias targino,3716
montanhas,11948
monte alegre,19228
monte das gameleiras,2541
mossoro,213469
natal,710400
nisia floresta,18745
nova cruz,33818
olho-d'agua do borges,4461
ouro branco,4667
parana,3633
parau,4092
parazinho,4325
parelhas,19319
parnamirim,124364
passa e fica,8329
passagem,2691
patu,11171
pau dos ferros,24640
pedra grande,4017
pedra preta,2847
pedro avelino,8006
pedro velho,13499
pendencias,11383
piloes,3002
poco branco,12499
portalegre,6737
porto do mangue,4061
presidente juscelino,6993
pureza,6963
rafael fernandes,4247
rafael godeiro,2953
riacho da cruz,2667
riacho de santana,4200
riachuelo,5760
rio do fogo,9217
rodolfo fernandes,4467
ruy barbosa,3686
santa cruz,31276
santa maria,3778
santana do matos,15983
santana do serido,2377
santo antonio,20107
sao bento do norte,3443
sao bento do trairi,3244
sao fernando,3234
sao francisco do oeste,3480
sao goncalo do amarante,69318
sao joao do sabugi,5698
sao jose de mipibu,34867
sao jose do campestre,11978
sao jose do serido,3749
sao miguel,20124
sao miguel de touros,7575
sao paulo do potengi,13818
sao pedro,6776
sao rafael,8192
sao tome,10771
sao vicente,5633
senador eloi de souza,5028
senador georgino avelino,3302
serra de sao bento,5870
serra do mel,8237
serra negra do norte,7539
serrinha,7253
serrinha dos pintos,4295
severiano melo,10579
sitio novo,4448
taboleiro grande,2029
taipu,11522
tangara,12113
tenente ananias,8875
tenente laurentino cruz,4399
tibau,3190
tibau do sul,7631
timbauba dos batistas,2189
touros,27851
triunfo potiguar,3663
umarizal,11092
upanema,10983
varzea,8238
venha-ver,3422
vera cruz,8513
vicosa,1521
vila flor,2528
