city,total,has_children,children_born,children_borned_live,children_borned_dead
angra dos reis,47446,30352,96882,91939,4943
aperibe,3462,2264,7592,7127,466
araruama,34436,22523,72486,69043,3443
areal,4126,2583,8691,8394,298
armacao dos buzios,7176,4604,13714,12774,940
arraial do cabo,9822,6498,19477,18509,968
barra do pirai,38814,24894,75591,71556,4035
barra mansa,73478,46569,147361,140661,6700
belford roxo,179542,117382,379330,358511,20819
bom jardim,9184,5999,20022,19022,1000
bom jesus do itabapoana,14423,9059,32231,30628,1603
cabo frio,51198,33573,107637,101671,5965
cachoeiras de macacu,19720,12956,42849,40856,1993
cambuci,6193,4132,14809,14022,787
campos dos goytacazes,174536,109320,375441,356565,18876
cantagalo,8247,5162,17852,16819,1033
carapebus,3484,2244,8025,7689,335
cardoso moreira,5327,3458,13693,12850,843
carmo,6383,3983,13413,12674,739
casimiro de abreu,9158,5966,20374,19356,1018
comendador levy gasparian,3279,2032,6695,6420,275
conceicao de macabu,7618,4966,17727,16678,1050
cordeiro,8007,5171,15622,14908,714
duas barras,4113,2619,9608,9126,482
duque de caxias,324928,210577,665385,626050,39335
engenheiro paulo de frontin,5207,3420,11239,10793,445
guapimirim,15244,10043,34824,32359,2465
iguaba grande,6329,4249,12532,12115,418
itaborai,77182,50964,160663,151757,8906
itaguai,33405,21801,69645,66253,3392
italva,5520,3675,12519,11828,691
itaocara,10020,6672,20626,19868,759
itaperuna,37667,24227,79590,76200,3390
itatiaia,10110,6703,21792,20468,1324
japeri,32962,21704,76346,72376,3970
laje do muriae,3278,2175,7850,7465,385
macae,54810,35749,107450,101668,5782
macuco,2161,1348,4574,4275,300
mage,84106,55610,187481,177101,10381
mangaratiba,10068,6873,21588,20437,1151
marica,32157,21010,63367,60354,3012
mendes,7581,4987,15606,14997,609
miguel pereira,10346,6770,20621,19326,1295
miracema,11514,7264,25745,25014,732
natividade,6412,4087,14344,13672,673
nilopolis,68966,44851,127121,120845,6276
niteroi,215161,131762,339450,324678,14772
nova friburgo,76098,48605,140431,133908,6523
nova iguacu,387120,251550,784138,739432,44706
paracambi,17340,11210,35105,33436,1669
paraiba do sul,16142,10185,34521,32652,1870
parati,11372,7405,26393,25389,1005
paty do alferes,10116,6447,23168,21886,1282
petropolis,125365,80404,235742,222688,13054
pinheiral,8171,5150,16372,15631,741
pirai,9156,5934,18923,17942,981
porciuncula,6638,4272,15796,15010,787
porto real,4783,3081,10716,10067,649
quatis,4374,2730,9172,8794,378
queimados,49937,32466,109704,103600,6104
quissama,5454,3592,12957,12385,572
resende,44234,27547,89998,84900,5098
rio bonito,20674,13166,42400,40321,2079
rio claro,6455,4016,14986,14168,818
rio das flores,3135,1982,7114,6668,446
rio das ostras,15000,9705,31381,29716,1664
rio de janeiro,2677150,1672668,4424728,4215466,209261
santa maria madalena,4247,2729,10334,9869,465
santo antonio de padua,16370,10778,36837,34856,1981
sao fidelis,15871,10562,36922,34816,2106
sao francisco de itabapoana,16357,10791,45264,42624,2640
sao goncalo,389667,254152,715079,680535,34545
sao joao da barra,11430,7832,27131,25395,1735
sao joao de meriti,192988,126855,386169,363458,22711
sao jose de uba,2572,1735,5830,5617,213
sao jose do vale do rio preto,7714,5153,17196,15935,1261
sao pedro da aldeia,25395,16922,53435,50934,2501
sao sebastiao do alto,3442,2312,8515,7949,566
sapucaia,7164,4621,16239,15041,1198
saquarema,21422,14006,45097,42932,2165
seropedica,26575,17389,56991,54342,2649
silva jardim,8197,5385,20174,19230,945
sumidouro,5582,3674,12168,11540,628
tangua,10528,6807,24707,23224,1483
teresopolis,58942,38485,114126,108234,5892
trajano de morais,4068,2623,9678,9304,374
tres rios,31121,19876,63149,59751,3398
valenca,28888,17880,60088,56820,3269
varre-sai,3098,1933,7652,7250,402
vassouras,13461,8476,26866,25347,1519
volta redonda,106309,67643,205993,195190,10803
