city,total,married,separated,divorced,widow,single
angra dos reis,95692,36489,2106,2016,3540,51542
aperibe,6816,2884,168,183,403,3178
araruama,67399,24004,1219,1517,3284,37376
areal,8052,3345,229,94,440,3945
armacao dos buzios,14605,5421,195,484,393,8112
arraial do cabo,19658,7382,457,382,935,10503
barra do pirai,73899,27817,1998,2004,4967,37112
barra mansa,141891,58876,3975,3012,8073,67954
belford roxo,345848,120280,5805,5923,18069,195771
bom jardim,18727,7538,525,240,940,9483
bom jesus do itabapoana,28041,12184,778,552,1680,12847
cabo frio,101512,34367,2100,2916,4193,57936
cachoeiras de macacu,39616,13188,886,830,2203,22509
cambuci,12437,5475,306,272,696,5688
campos dos goytacazes,334171,127663,6438,6751,19330,173988
cantagalo,16353,7149,403,279,976,7546
carapebus,7115,2748,76,111,331,3848
cardoso moreira,10570,4563,167,216,719,4905
carmo,12749,5032,323,415,677,6301
casimiro de abreu,18181,6620,385,490,929,9758
comendador levy gasparian,6552,2702,157,116,454,3122
conceicao de macabu,15213,5462,473,423,975,7879
cordeiro,15430,5772,523,301,1019,7815
duas barras,8439,3002,254,150,476,4557
duque de caxias,622862,218555,11687,13756,33815,345049
engenheiro paulo de frontin,10262,3716,222,404,849,5072
guapimirim,30292,10234,342,644,1590,17482
iguaba grande,12410,4572,307,440,711,6380
itaborai,151582,53502,3001,3696,6524,84859
itaguai,65876,23127,1365,1849,3187,36348
italva,10824,4971,178,229,728,4718
itaocara,19670,8980,576,385,1063,8666
itaperuna,72782,33004,1677,1286,4380,32435
itatiaia,20055,7234,406,717,1000,10698
japeri,65011,20444,771,916,3320,39558
laje do muriae,6518,2837,190,130,410,2951
macae,107951,38644,2609,2776,4720,59203
macuco,4079,1788,48,97,228,1919
mage,164369,56563,3105,3814,9043,91844
mangaratiba,20357,7325,398,573,1090,10971
marica,63697,22209,1677,2231,3126,34455
mendes,14619,5400,467,327,1118,7308
miguel pereira,19850,6717,599,794,1324,10417
miracema,22196,8483,557,510,1335,11312
natividade,12639,5080,203,261,746,6349
nilopolis,128952,46702,2717,3992,8759,66782
niteroi,397760,147428,11801,14648,26374,197509
nova friburgo,146420,57841,4757,5054,8730,70037
nova iguacu,742669,265545,13301,14750,40180,408893
paracambi,33802,13011,563,1066,2167,16995
paraiba do sul,31033,11066,810,1057,2218,15883
parati,23423,7916,557,597,880,13474
paty do alferes,20065,7599,445,200,1092,10729
petropolis,239430,95248,7478,6815,15951,113938
pinheiral,16079,5855,547,385,714,8577
pirai,18213,6742,477,390,1096,9508
porciuncula,13232,5132,319,274,964,6543
porto real,9662,3820,204,156,559,4923
quatis,8791,3212,416,163,467,4532
queimados,96631,33266,1464,1728,5002,55172
quissama,11041,3561,162,174,624,6521
resende,86034,32003,2334,2615,4585,44496
rio bonito,41155,15028,549,815,2207,22557
rio claro,13143,5077,247,267,854,6698
rio das flores,6200,2254,220,76,395,3256
rio das ostras,29623,9639,726,846,1382,17029
rio de janeiro,4976601,1774534,133722,150272,334431,2583643
santa maria madalena,8666,3149,219,190,502,4606
santo antonio de padua,32345,14106,755,843,2148,14492
sao fidelis,30948,13471,855,887,2157,13578
sao francisco de itabapoana,33365,10360,331,261,1351,21063
sao goncalo,743950,284568,16448,19272,42792,380871
sao joao da barra,22814,8494,552,444,1249,12075
sao joao de meriti,367073,134946,6764,8044,21042,196278
sao jose de uba,5368,2819,94,44,241,2171
sao jose do vale do rio preto,15417,7268,176,225,773,6975
sao pedro da aldeia,50604,20259,806,990,2272,26277
sao sebastiao do alto,7001,3119,187,96,455,3144
sapucaia,14217,6213,375,176,874,6581
saquarema,42625,14149,858,919,2032,24668
seropedica,52330,18467,980,1349,2819,28714
silva jardim,16762,5566,296,319,741,9840
sumidouro,11601,4713,256,190,464,5977
tangua,21090,8545,299,426,1107,10714
teresopolis,113573,44564,3087,4002,6530,55390
trajano de morais,8555,3222,230,122,494,4488
tres rios,59608,23120,2059,1822,3573,29034
valenca,55119,20828,1612,1513,3826,27340
varre-sai,6390,2842,158,63,335,2992
vassouras,25794,8939,819,672,1627,13737
volta redonda,203350,83524,6351,6012,11732,95731
