city,quantity
angra dos reis,36028
aperibe,2326
araruama,24547
areal,2898
armacao dos buzios,5150
arraial do cabo,7346
barra do pirai,26246
barra mansa,51043
belford roxo,127825
bom jardim,5977
bom jesus do itabapoana,10399
cabo frio,38498
cachoeiras de macacu,14300
cambuci,3765
campos dos goytacazes,126725
cantagalo,6315
carapebus,2796
cardoso moreira,3881
carmo,4084
casimiro de abreu,7286
comendador levy gasparian,2369
conceicao de macabu,5841
cordeiro,5440
duas barras,3094
duque de caxias,222674
engenheiro paulo de frontin,3443
guapimirim,10899
iguaba grande,4308
itaborai,52982
itaguai,25744
italva,3354
itaocara,6290
itaperuna,25971
itatiaia,8187
japeri,26204
laje do muriae,2329
macae,43105
macuco,1380
mage,58466
mangaratiba,7694
marica,21425
mendes,5142
miguel pereira,6827
miracema,8262
natividade,4570
nilopolis,44606
niteroi,138074
nova friburgo,47529
nova iguacu,268496
paracambi,12289
paraiba do sul,9933
parati,8035
paty do alferes,7270
petropolis,77093
pinheiral,6446
pirai,7003
porciuncula,4818
porto real,3910
quatis,3158
queimados,36588
quissama,4651
resende,33535
rio bonito,14085
rio claro,4617
rio das flores,2368
rio das ostras,11258
rio de janeiro,1658731
santa maria madalena,2974
santo antonio de padua,10425
sao fidelis,10317
sao francisco de itabapoana,12277
sao goncalo,251977
sao joao da barra,7307
sao joao de meriti,127058
sao jose de uba,1599
sao jose do vale do rio preto,4723
sao pedro da aldeia,19581
sao sebastiao do alto,2393
sapucaia,4509
saquarema,15101
seropedica,20191
silva jardim,6461
sumidouro,3081
tangua,7797
teresopolis,37807
trajano de morais,2773
tres rios,21871
valenca,19973
varre-sai,2268
vassouras,9678
volta redonda,75207
