city,quantity
abreu e lima,88788
afogados da ingazeira,32893
afranio,15269
agrestina,20036
agua preta,28690
aguas belas,36624
alagoinha,12535
alianca,37112
altinho,22115
amaraji,21290
angelim,9082
aracoiaba,15108
araripina,70863
arcoverde,61246
barra de guabiraba,10939
barreiros,38961
belem de maria,10341
belem de sao francisco,20180
belo jardim,68620
betania,11292
bezerros,57290
bodoco,31731
bom conselho,42591
bom jardim,37535
bonito,38895
brejao,8916
brejinho,7278
brejo da madre de deus,38072
buenos aires,12007
buique,45031
cabo de santo agostinho,152800
cabrobo,26741
cachoeirinha,17027
caetes,24028
calcado,11709
calumbi,7192
camaragibe,127329
camocim de sao felix,15097
camutanga,7838
canhotinho,24479
capoeiras,19556
carnaiba,17679
carnaubeira da penha,10231
carpina,63652
caruaru,253061
casinhas,13345
catende,31231
cedro,9551
cha de alegria,11102
cha grande,18729
condado,21764
correntes,16994
cortes,12595
cumaru,28607
cupira,22369
custodia,30192
dormentes,14411
escada,57263
exu,32423
feira nova,18852
fernando de noronha,1966
ferreiros,10710
flores,20823
floresta,24667
frei miguelinho,12974
gameleira,23968
garanhuns,117570
gloria do goita,27517
goiana,71105
granito,6109
gravata,67138
iati,17691
ibimirim,24340
ibirajuba,7414
igarassu,82080
iguaraci,11570
ilha de itamaraca,14218
inaja,13257
ingazeira,4567
ipojuca,59085
ipubi,23013
itacuruba,3669
itaiba,26799
itambe,34972
itapetim,14757
itapissuma,20116
itaquitinga,14950
jaboatao dos guararapes,580732
jaqueira,11651
jatauba,14653
jatoba,13148
joao alfredo,27312
joaquim nabuco,15925
jucati,9695
jupi,12314
jurema,13716
lagoa do carro,13110
lagoa do itaenga,20172
lagoa do ouro,11324
lagoa dos gatos,16092
lagoa grande,19137
lajedo,32182
limoeiro,56322
macaparana,22449
machados,9795
manari,13007
maraial,14588
mirandiba,13075
moreilandia,11080
moreno,49114
nazare da mata,29156
olinda,367234
orobo,22424
oroco,10815
ouricuri,56690
palmares,55618
palmeirina,9536
panelas,25851
paranatama,10763
parnamirim,19276
passira,29132
paudalho,45028
paulista,261968
pedra,20237
pesqueira,57517
petrolandia,27320
petrolina,217998
pocao,11178
pombos,23708
primavera,11463
quipapa,23519
quixaba,6855
recife,1416165
riacho das almas,18133
ribeirao,41832
rio formoso,20699
saire,13649
salgadinho,7104
salgueiro,51501
saloa,14999
sanharo,15879
santa cruz,11264
santa cruz da baixa verde,10859
santa cruz do capibaribe,58941
santa filomena,12115
santa maria da boa vista,36781
santa maria do cambuca,11724
santa terezinha,10251
sao benedito do sul,10477
sao bento do una,45534
sao caitano,33426
sao joao,19967
sao joaquim do monte,20124
sao jose da coroa grande,13947
sao jose do belmonte,31638
sao jose do egito,29468
sao lourenco da mata,90376
sao vicente ferrer,16004
serra talhada,70863
serrita,17833
sertania,31628
sirinhaem,33018
solidao,5532
surubim,50293
tabira,24065
tacaimbo,13207
tacaratu,17055
tamandare,17258
taquaritinga do norte,19757
terezinha,6463
terra nova,7518
timbauba,56747
toritama,21800
tracunhaem,12394
trindade,21906
triunfo,15340
tupanatinga,20801
tuparetama,7752
venturosa,13462
verdejante,8846
vertente do lerio,8536
vertentes,14957
vicencia,28795
vitoria de santo antao,117227
xexeu,13597
