city,quantity
alta floresta d'oeste,7029.48038486
alto alegre dos parecis,3658.43915346
alto paraiso,5184.64415417
alvorada d'oeste,4999.09719558
ariquemes,29044.53527145
buritis,9697.99396751
cabixi,1859.49465657
cacaulandia,1745.54273916
cacoal,25864.59725837
campo novo de rondonia,3487.89006066
candeias do jamari,6417.80160219
castanheiras,1112.64464395
cerejeiras,5152.17088288
chupinguaia,2941.14465744
colorado do oeste,5858.37265044
corumbiara,2487.26503244
costa marques,4961.19798637
cujubim,4677.73861899
espigao d'oeste,8203.86543856
governador jorge teixeira,3325.7387241
guajara-mirim,14903.73538741
itapua do oeste,2739.69196042
jaru,17172.69939954
ji-parana,35656.31371888
machadinho d'oeste,9473.09488607
ministro andreazza,3312.21441632
mirante da serra,3786.07319934
monte negro,4126.67232756
nova brasilandia d'oeste,6112.67114491
nova mamore,7687.56939907
nova uniao,2246.24562434
novo horizonte do oeste,3147.21558907
ouro preto do oeste,11956.50777797
parecis,1309.93970684
pimenta bueno,10829.26191761
pimenteiras do oeste,701.97101286
porto velho,142117.82078817
presidente medici,6824.22434027
primavera de rondonia,1212.40706574
rio crespo,973.53953828
rolim de moura,15704.37333566
santa luzia d'oeste,2535.93295182
sao felipe d'oeste,1752.77774339
sao francisco do guapore,4870.12925983
sao miguel do guapore,6723.22838504
seringueiras,3618.52551503
teixeiropolis,1455.73327967
theobroma,3322.16424246
urupa,3788.76551618
vale do anari,2712.12058131
vale do paraiso,2495.37295104
vilhena,25669.48307881
