city,total
abaetetuba,41198
abel figueiredo,2191
acara,18083
afua,9716
agua azul do norte,8949
alenquer,13076
almeirim,11791
altamira,28505
anajas,6154
ananindeua,144611
anapu,3375
augusto correa,10594
aurora do para,6930
aveiro,5255
bagre,4413
baiao,7283
bannach,1582
barcarena,23554
belem,450819
belterra,5044
benevides,13111
bom jesus do tocantins,4982
bonito,3554
braganca,32141
brasil novo,6946
brejo grande do araguaia,2558
breu branco,11901
breves,25647
bujaru,7071
cachoeira do arari,5324
cachoeira do piria,5421
cameta,31712
canaa dos carajas,4507
capanema,20968
capitao poco,17179
castanhal,48895
chaves,5674
colares,3357
conceicao do araguaia,16515
concordia do para,7302
cumaru do norte,2454
curionopolis,6660
curralinho,6435
curua,2998
curuca,8328
dom eliseu,14698
eldorado dos carajas,10997
faro,3145
floresta do araguaia,5572
garrafao do norte,8315
goianesia do para,8832
gurupa,7427
igarape-acu,11115
igarape-miri,17893
inhangapi,2612
ipixuna do para,8534
irituia,10674
itaituba,32492
itupiranga,18204
jacareacanga,7203
jacunda,15348
juruti,9337
limoeiro do ajuru,6522
mae do rio,8814
magalhaes barata,2490
maraba,60422
maracana,8982
marapanim,8477
marituba,28049
medicilandia,8260
melgaco,6364
mocajuba,6572
moju,17523
monte alegre,22360
muana,9145
nova esperanca do piria,6570
nova ipixuna,4534
nova timboteua,4198
novo progresso,9107
novo repartimento,15163
obidos,16057
oeiras do para,7740
oriximina,17096
ourem,4878
ourilandia do norte,7854
pacaja,10447
palestina do para,2558
paragominas,28259
parauapebas,27316
pau d'arco,2685
peixe-boi,2877
picarra,4865
placas,5017
ponta de pedras,6708
portel,12421
porto de moz,7806
prainha,9444
primavera,3275
quatipuru,3763
redencao,24373
rio maria,7157
rondon do para,15538
ruropolis,8888
salinopolis,11433
salvaterra,5197
santa barbara do para,4192
santa cruz do arari,1946
santa isabel do para,15077
santa luzia do para,6603
santa maria das barreiras,4291
santa maria do para,8082
santana do araguaia,12348
santarem,86951
santarem novo,1712
santo antonio do taua,6941
sao caetano de odivelas,5013
sao domingos do araguaia,7308
sao domingos do capim,8805
sao felix do xingu,13423
sao francisco do para,5130
sao geraldo do araguaia,10021
sao joao da ponta,1255
sao joao de pirabas,5640
sao joao do araguaia,4287
sao miguel do guama,14678
sao sebastiao da boa vista,5968
sapucaia,1521
senador jose porfirio,5617
soure,6378
tailandia,14536
terra alta,2618
terra santa,4619
tome-acu,16121
tracuateua,7753
trairao,4583
tucuma,10301
tucurui,27060
ulianopolis,7660
uruara,16986
vigia,13936
viseu,16510
vitoria do xingu,4150
xinguara,14170
