city,total,married,separated,divorced,widow,single
abaetetuba,87311,21751,310,177,1948,63125
abel figueiredo,4484,1416,62,27,117,2862
acara,36947,10144,111,57,1062,25572
afua,19563,5242,127,34,434,13726
agua azul do norte,16952,7248,274,98,540,8791
alenquer,29720,6570,129,53,918,22051
almeirim,24506,5860,136,170,564,17776
altamira,59013,16777,587,501,1599,39550
anajas,12009,1831,32,28,322,9797
ananindeua,308211,78296,3402,3645,8610,214259
anapu,6745,2160,50,18,118,4400
augusto correa,23084,4070,34,22,559,18399
aurora do para,13844,4244,19,38,387,9156
aveiro,10626,2172,19,8,208,8219
bagre,8792,1623,34,0,120,7015
baiao,15054,2945,33,28,292,11755
bannach,2844,1073,8,6,46,1711
barcarena,46571,11762,344,244,988,33232
belem,1039895,277887,13843,12862,38009,697294
belterra,10573,3414,64,54,265,6776
benevides,26755,6889,123,266,623,18853
bom jesus do tocantins,9743,2731,83,51,268,6610
bonito,7301,2343,91,11,205,4652
braganca,69376,16501,375,168,2457,49874
brasil novo,12939,5207,57,35,205,7435
brejo grande do araguaia,5473,1318,27,12,163,3953
breu branco,22857,6573,186,49,700,15348
breves,54099,8671,165,69,1139,44056
bujaru,15830,4329,132,53,459,10857
cachoeira do arari,11676,2378,69,26,354,8849
cachoeira do piria,10698,1948,23,0,201,8526
cameta,69479,12611,154,83,1590,55041
canaa dos carajas,8286,3627,70,30,137,4422
capanema,44532,13121,365,326,1702,29019
capitao poco,36635,11682,132,83,1137,23601
castanhal,104041,31190,1751,905,3547,66647
chaves,11810,2535,26,48,262,8939
colares,7861,1619,51,37,158,5996
conceicao do araguaia,32961,10296,325,252,1103,20985
concordia do para,15037,4498,83,28,468,9960
cumaru do norte,4409,1389,40,48,105,2826
curionopolis,14328,3880,183,55,353,9857
curralinho,13202,3461,62,16,401,9261
curua,6396,1746,26,3,146,4474
curuca,19492,4649,94,107,1005,13637
dom eliseu,28861,7371,208,77,743,20462
eldorado dos carajas,21190,6367,170,73,426,14153
faro,6957,2200,54,7,200,4496
floresta do araguaia,10573,3823,121,46,288,6296
garrafao do norte,16566,3268,14,0,299,12985
goianesia do para,16558,4261,66,43,271,11917
gurupa,15351,1315,16,0,143,13877
igarape-acu,24264,6940,173,25,782,16344
igarape-miri,38070,7275,77,63,979,29676
inhangapi,5709,1653,43,24,173,3816
ipixuna do para,17634,3730,65,31,341,13466
irituia,23466,7202,64,41,672,15487
itaituba,69870,16019,393,302,1986,51170
itupiranga,35556,8416,94,60,667,26319
jacareacanga,16513,2311,90,74,439,13597
jacunda,30361,7531,235,185,675,21735
juruti,21175,6937,94,53,809,13282
limoeiro do ajuru,13301,3739,11,11,308,9232
mae do rio,18973,4300,102,61,528,13983
magalhaes barata,5719,1214,30,0,153,4322
maraba,126095,32640,1037,872,2742,88805
