city,total
agua clara,4781
alcinopolis,1733
amambai,12867
anastacio,9757
anaurilandia,3305
angelica,3329
antonio joao,2825
aparecida do taboado,8298
aquidauana,17142
aral moreira,3237
bandeirantes,2819
bataguassu,6924
bataypora,4714
bela vista,8606
bodoquena,3489
bonito,7036
brasilandia,5363
caarapo,9165
camapua,7120
campo grande,269571
caracol,1955
cassilandia,8828
chapadao do sul,5357
corguinho,1599
coronel sapucaia,5112
corumba,35413
costa rica,6803
coxim,12692
deodapolis,4879
dois irmaos do buriti,3731
douradina,2040
dourados,69011
eldorado,4792
fatima do sul,8629
gloria de dourados,4527
guia lopes da laguna,4428
iguatemi,5797
inocencia,3648
itapora,7515
itaquirai,6957
ivinhema,10001
japora,2458
jaraguari,2539
jardim,9353
jatei,1803
juti,2008
ladario,5616
laguna carapa,2456
maracaju,11055
miranda,9349
mundo novo,6672
navirai,15833
nioaque,6681
nova alvorada do sul,4586
nova andradina,15530
novo horizonte do sul,2863
paranaiba,16498
paranhos,3910
pedro gomes,3626
ponta pora,22899
porto murtinho,5061
ribas do rio pardo,7394
rio brilhante,9905
rio negro,2399
rio verde de mato grosso,7732
rochedo,1926
santa rita do pardo,2882
sao gabriel do oeste,7608
selviria,2689
sete quedas,4607
sidrolandia,10096
sonora,4053
tacuru,3355
taquarussu,1702
terenos,5018
tres lagoas,33031
vicentina,2586
