city,total,main_regular,main_irregular,other_regular,other_irregular
martins,2674.65747135,828.88993697,1845.76753438,828.88993697,1845.76753438
maxaranguape,3431.1830312,1610.32528795,1820.85774325,1619.05208845,1812.13094275
messias targino,1649.93802829,427.4005485,1222.53747979,445.38162571,1204.55640257
montanhas,3765.0452398,1159.64868031,2605.39655949,1159.64868031,2605.39655949
monte alegre,6249.08809006,2300.55267315,3948.53541691,2300.55267315,3948.53541691
monte das gameleiras,1041.00510753,316.97411031,724.03099722,316.97411031,724.03099722
mossoro,108849.18519364,68401.4851091,40447.70008454,68477.18763717,40371.99755646
natal,362108.43292052,246940.76608803,115167.66683249,247335.21529414,114773.21762639
nisia floresta,8348.2636609,4034.07698259,4314.18667831,4056.41813717,4291.84552373
nova cruz,11959.82910407,4085.30680669,7874.52229738,4101.78334629,7858.04575779
olho-d'agua do borges,1221.88695722,421.02241024,800.86454698,423.63889122,798.24806601
ouro branco,1664.90608896,644.87005517,1020.03603379,644.87005517,1020.03603379
parana,1128.12631854,283.38106218,844.74525636,283.38106218,844.74525636
parau,1239.49652333,484.20878498,755.28773835,502.23219017,737.26433316
parazinho,1281.27816645,361.07047642,920.20769003,361.07047642,920.20769003
parelhas,8402.01496865,3953.20709781,4448.80787084,3970.55378037,4431.46118829
parnamirim,90987.92266852,60136.29138332,30851.6312852,60241.54265429,30746.38001425
passa e fica,4153.13234092,1038.6184174,3114.51392352,1043.92626213,3109.20607879
passagem,801.64659507,261.67762913,539.96896594,261.67762913,539.96896594
patu,3890.26888868,1069.36321932,2820.90566936,1073.10815693,2817.16073174
pau dos ferros,10826.20532908,4850.75646491,5975.44886417,4888.77212039,5937.43320869
pedra grande,999.39727538,308.87944558,690.5178298,308.87944558,690.5178298
pedra preta,790.88772804,219.56892161,571.31880643,219.56892161,571.31880643
pedro avelino,2100.68674817,804.92754491,1295.75920326,820.4502077,1280.23654048
pedro velho,4371.15515896,1549.64988579,2821.50527317,1565.27241845,2805.88274051
pendencias,4109.45377435,2253.84546526,1855.60830909,2276.79661167,1832.65716268
piloes,890.16465044,346.71167708,543.45297336,349.93885379,540.22579664
poco branco,3839.75138932,1611.80654702,2227.9448423,1611.80654702,2227.9448423
portalegre,2798.83955506,729.59967163,2069.23988343,740.50908868,2058.33046638
porto do mangue,1911.25194416,796.62402956,1114.6279146,800.1172846,1111.13465956
presidente juscelino,3206.9923802,983.35861089,2223.63376931,983.35861089,2223.63376931
pureza,2190.3006029,619.28680314,1571.01379976,624.4344044,1565.8661985
rafael fernandes,1495.78158163,502.70397746,993.07760417,502.70397746,993.07760417
rafael godeiro,1157.05981998,291.80882739,865.25099259,293.4981718,863.56164818
riacho da cruz,1072.98535101,290.79535583,782.18999518,300.62430925,772.36104174
riacho de santana,1235.16947451,322.83438865,912.33508586,322.83438865,912.33508586
