city,total,has_children,children_born,children_borned_live,children_borned_dead
amapa,2959.72369574,1870.76657422,8616.94407653,8228.42027436,388.52380216
calcoene,3088.07986421,2077.4739537,8518.8777672,8219.21561915,299.66214803
cutias,1654.52250089,1026.92646225,4473.96488431,4327.62570267,146.33918164
ferreira gomes,2057.1440058,1362.97229838,6358.30962936,6077.99664224,280.3129871
itaubal,1427.10001808,691.25750958,3478.87809465,3311.84774086,167.03035379
laranjal do jari,14971.43115371,9361.05932336,34545.52203418,32335.86784136,2209.65419285
macapa,163696.44130407,96870.39068977,326786.96194633,314476.08676748,12310.87517887
mazagao,5836.91327539,3519.73941475,16873.05186126,16210.48156668,662.57029453
oiapoque,7302.41919441,4592.89767685,16787.99036979,16057.9326823,730.05768753
pedra branca do amapari,3606.23056464,2288.76569212,9108.27466113,8723.40324893,384.87141219
porto grande,5945.40231077,3682.17066179,15666.20926959,15052.36355422,613.84571538
pracuuba,1229.45006517,805.356857,3520.60284078,3412.76540732,107.83743342
santana,40282.65176763,23523.56931628,89067.58773737,85642.54051257,3425.04722488
serra do navio,1546.35839179,1032.73669196,3955.28986202,3787.68513564,167.6047264
tartarugalzinho,4186.78337263,2673.58669166,12552.61952161,11910.35372442,642.26579717
vitoria do jari,4533.01848157,2721.79121784,11826.46873676,11264.98461612,561.48412065
