city,quantity
alto alegre,7411
amajari,1539
boa vista,80275
bonfim,3307
canta,3254
caracarai,5316
caroebe,2177
iracema,2191
mucajai,4669
normandia,1751
pacaraima,3021
rorainopolis,6407
sao joao da baliza,2154
sao luiz,2313
uiramuta,1754
