city,total,married,separated,divorced,widow,single
alta floresta d'oeste,20408,8778,288,194,564,10585
alto alegre dos parecis,9762,4421,69,61,164,5047
alto paraiso,10000,4279,72,42,225,5381
alvorada d'oeste,15204,7086,116,209,393,7400
ariquemes,57254,20377,934,931,1730,33282
buritis,19313,7902,265,223,287,10636
cabixi,5945,2763,113,50,141,2879
cacaulandia,4111,1634,38,13,87,2339
cacoal,57918,25581,1167,918,2019,28233
campo novo de rondonia,8513,3252,115,90,217,4839
candeias do jamari,9632,2408,155,111,248,6709
castanheiras,3233,1538,25,0,80,1590
cerejeiras,14379,6223,263,260,467,7165
chupinguaia,4154,1392,33,32,98,2598
colorado do oeste,17435,7809,321,147,671,8488
corumbiara,8033,3478,100,68,223,4164
costa marques,7362,1984,110,40,175,5052
cujubim,4817,1615,59,30,76,3037
espigao d'oeste,20081,8764,275,161,576,10305
governador jorge teixeira,10253,4499,73,108,242,5331
guajara-mirim,28692,6121,396,314,968,20893
itapua do oeste,5047,1411,65,31,149,3391
jaru,41794,17884,670,363,1172,21706
ji-parana,84222,31263,1578,1616,2859,46907
machadinho d'oeste,17338,6529,273,194,422,9919
ministro andreazza,8867,4421,100,53,271,4021
mirante da serra,9994,4525,110,78,235,5046
monte negro,9516,3821,86,75,282,5252
nova brasilandia d'oeste,13019,5724,244,82,385,6585
nova mamore,11178,3223,71,67,255,7562
nova uniao,6183,2855,42,32,85,3169
novo horizonte do oeste,9506,4553,106,69,208,4570
ouro preto do oeste,32129,12785,719,491,1103,17031
parecis,2749,1253,21,55,45,1374
pimenta bueno,25021,10647,474,412,757,12732
pimenteiras do oeste,1854,632,35,31,23,1132
porto velho,258174,66879,3136,3890,6749,177520
presidente medici,20913,9019,265,303,797,10529
primavera de rondonia,3340,1552,49,25,146,1568
rio crespo,2294,1065,44,18,47,1120
rolim de moura,37217,15824,702,646,1358,18687
santa luzia d'oeste,9101,4123,88,112,290,4488
sao felipe d'oeste,5547,2958,47,20,101,2422
sao francisco do guapore,8177,3309,86,102,173,4506
sao miguel do guapore,17861,8255,84,96,426,9000
seringueiras,8550,3658,72,85,170,4564
teixeiropolis,4382,1962,46,18,145,2210
theobroma,8789,4183,110,68,193,4233
urupa,11444,5545,122,32,290,5455
vale do anari,5783,2452,19,12,129,3171
vale do paraiso,7608,3379,95,79,251,3805
vilhena,41920,15692,806,733,1252,23437
