city,total,married,separated,divorced,widow,single
alvaraes,7892,1040,59,18,79,6695
amatura,4952,1072,57,16,122,3685
anama,4539,1364,36,0,71,3067
anori,7989,2385,18,12,159,5415
apui,9770,3111,84,42,186,6348
atalaia do norte,6657,931,13,0,90,5624
autazes,16958,4552,64,49,383,11911
barcelos,16531,1209,27,9,293,14993
barreirinha,15200,4333,64,34,582,10186
benjamin constant,16175,2779,43,30,359,12964
beruri,7315,2509,44,23,106,4633
boa vista do ramos,7186,2110,29,7,201,4839
boca do acre,19396,3404,43,45,502,15401
borba,19165,3316,162,32,474,15180
caapiranga,6106,1877,19,25,107,4078
canutama,7635,3176,28,55,101,4275
carauari,15701,3855,76,27,415,11328
careiro,20192,7229,82,68,455,12357
careiro da varzea,12847,4245,67,19,317,8199
coari,46029,11372,211,82,1234,33129
codajas,12118,2945,47,32,371,8724
eirunepe,17773,1467,18,0,284,16004
envira,12625,764,36,0,77,11747
fonte boa,21296,4366,29,20,312,16569
guajara,8443,700,11,16,129,7586
humaita,22978,4601,92,56,466,17762
ipixuna,9320,612,0,4,218,8486
iranduba,23543,5517,201,64,622,17140
itacoatiara,52227,13692,269,429,1710,36128
itamarati,5332,467,33,0,41,4791
itapiranga,5208,1376,40,21,132,3639
japura,6879,1529,37,6,75,5232
jurua,4321,821,23,4,93,3380
jutai,14246,1809,22,42,173,12201
labrea,20218,2504,115,28,371,17200
manacapuru,52739,14100,311,258,1479,36591
manaquiri,9232,3377,99,31,324,5401
manaus,1082901,294604,14112,12992,32747,728446
manicore,26711,3401,48,77,541,22644
maraa,11628,2838,17,27,162,8584
maues,27801,7308,155,63,964,19311
nhamunda,10746,2562,18,31,341,7794
nova olinda do norte,16212,4140,53,62,493,11464
novo airao,6894,1973,31,23,179,4688
novo aripuana,11666,1784,86,7,357,9432
parintins,64317,19860,457,133,1649,42219
pauini,11731,1722,28,30,238,9713
presidente figueiredo,12688,3611,180,100,250,8547
rio preto da eva,12677,3488,65,95,327,8701
santa isabel do rio negro,7303,745,11,5,128,6415
santo antonio do ica,17660,2467,44,21,231,14897
sao gabriel da cachoeira,21381,7586,174,46,602,12973
sao paulo de olivenca,15280,2315,0,0,269,12696
sao sebastiao do uatuma,4917,914,10,22,77,3894
silves,5324,1349,28,29,92,3826
tabatinga,26491,6137,131,119,769,19335
tapaua,12986,2858,17,7,181,9923
tefe,45253,9022,181,94,813,35143
tonantins,10099,737,0,0,71,9292
uarini,6681,1051,23,12,75,5521
urucara,12792,3918,95,31,322,8426
urucurituba,8469,2041,66,9,306,6048
