city,total,adequada,semi_adequada,inadequada
agua clara,4450.43411855,139.78332899,4130.52164136,180.1291482
alcinopolis,1587.00000001,6.38343161,1515.5171976,65.0993708
amambai,10678.01855295,2226.01154381,7883.34762927,568.65937987
anastacio,7349.61708316,2551.68741664,4670.99925897,126.93040755
anaurilandia,2752.99999998,47.36172276,2511.46515445,194.17312277
angelica,2989.69765681,35.20639804,2903.40942618,51.08183259
antonio joao,2469.99999997,41.57934263,2210.70008656,217.72057078
aparecida do taboado,7503.61149148,818.96102202,6643.69731379,40.95315567
aquidauana,13676.38427582,2907.52247617,10261.42259404,507.43920561
aral moreira,2707.41695223,63.38079927,2493.03952978,150.99662318
bandeirantes,2336.33182232,80.41498634,2150.33964693,105.57718905
bataguassu,6268.69739852,2506.77011285,3659.56252382,102.36476185
bataypora,3470.94700596,36.11576579,3344.64198446,90.18925571
bela vista,6751.06252918,1434.32900777,5094.91448188,221.81903953
bodoquena,2440.63359002,1174.39909876,1205.24920461,60.98528665
bonito,6174.63913679,3783.3332119,2269.84638198,121.45954291
brasilandia,3889.46889786,1678.68988326,2137.96952009,72.80949451
caarapo,7537.64349934,1252.85254058,6043.9391696,240.85178916
camapua,4796.18935116,2069.55865481,2650.65470977,75.97598658
campo grande,249513.5862476,127738.70306124,121486.84116907,288.04201729
caracol,1571.36351437,25.0056821,1452.07229701,94.28553526
cassilandia,7203.08339264,1974.92216442,5192.62849138,35.53273684
chapadao do sul,6096.19237354,1920.37261693,4142.79195909,33.02779752
corguinho,1639.41932665,591.66859128,974.86872865,72.88200672
coronel sapucaia,3666.3289555,759.02616316,2749.06248819,158.24030415
corumba,27693.6296618,3871.82090789,23002.1007959,819.70795801
costa rica,6490.0044007,2405.28386551,4050.90142975,33.81910544
coxim,10521.98802379,1099.9898114,9325.63347504,96.36473735
deodapolis,3928.76103084,32.04522276,3858.88505526,37.83075282
dois irmaos do buriti,2897.42227053,23.04448096,2795.78064829,78.59714128
douradina,1641.01913632,20.18391192,1558.21968103,62.61554337
dourados,60845.63876914,24087.78433298,36227.72907324,530.12536292
eldorado,3714.23316652,192.74275849,3410.75455151,110.73585652
fatima do sul,6470.21289954,622.20874642,5796.90730934,51.09684378
figueirao,1036.99999999,59.43712003,921.26904561,56.29383435
gloria de dourados,3291.68665967,17.98476502,3196.0259789,77.67591575
guia lopes da laguna,3262.55620796,186.82662584,3023.17710318,52.55247894
iguatemi,4597.27077379,425.43731408,4000.455745,171.37771471
inocencia,2635.00000001,233.97638234,2336.45380365,64.56981402
itapora,6210.30178981,1070.9254684,4978.58211428,160.79420713
itaquirai,4638.38857867,53.79475898,4281.8256435,302.76817619
ivinhema,7215.25649072,408.37583125,6733.70789513,73.17276434
japora,1996.58506773,44.99560374,1802.55747639,149.0319876
jaraguari,2133.24629525,40.03161207,1938.9566329,154.25805028
jardim,7442.86097882,1898.3463892,5465.25254148,79.26204814
jatei,1299.99999999,263.03964968,992.83697483,44.12337548
juti,1825.00000001,210.32143051,1515.03486087,99.64370863
ladario,5163.40872864,515.20422464,4541.5414755,106.6630285
laguna carapa,1901.40728499,111.48427287,1689.32290373,100.60010839
maracaju,10490.41549677,2800.08298742,7436.68772682,253.64478253
miranda,7091.43112335,1515.16120094,5235.09944619,341.17047622
mundo novo,5372.0961576,37.67989215,5263.52084629,70.89541916
navirai,14689.23386508,2986.91247958,11572.28995454,130.03143096
nioaque,4438.58414043,902.76032268,3287.59087613,248.23294162
nova alvorada do sul,4976.01112965,204.40298741,4661.47861964,110.1295226
nova andradina,14457.55078751,1446.9008184,12719.6996496,290.95031951
novo horizonte do sul,1597,61.07929829,1462.41752129,73.50318042
paranaiba,13701.39010952,3416.78731371,10171.19915047,113.40364534
paranhos,3126.56521626,55.40117371,2336.16423507,734.99980748
pedro gomes,2663,208.64194819,2349.33913699,105.01891482
ponta pora,22367.2402718,3535.29322397,18113.75821919,718.18882864
porto murtinho,4095.99999998,1800.99812829,2157.24297649,137.7588952
ribas do rio pardo,6424.94667642,1101.11726851,5025.82893203,298.00047588
rio brilhante,9276.64759045,1567.42597101,7535.10129554,174.1203239
rio negro,1721.42033624,45.64540041,1631.84723893,43.9276969
rio verde de mato grosso,6191.5816395,181.5946138,5909.52879311,100.45823259
rochedo,1704.62117714,72.28766112,1585.59771305,46.73580297
santa rita do pardo,2396.32368072,56.76597838,2233.92115194,105.6365504
sao gabriel do oeste,7074.40107637,2864.22419452,4092.17563925,118.0012426
selviria,1991.03427392,70.17138594,1820.5025388,100.36034918
sete quedas,3223.02790823,40.62675154,3078.76803143,103.63312526
sidrolandia,13131.28785095,1455.0385312,11114.23361943,562.01570032
sonora,4795.00725313,130.61676074,4603.194164,61.19632839
tacuru,2727.70196496,166.38752368,2252.26457023,309.04987105
taquarussu,1172.87851889,21.65896881,1134.55646206,16.66308802
terenos,5416.36805441,283.68027134,4782.33700619,350.35077688
tres lagoas,31923.9087533,13612.36652057,18180.86911946,130.67311327
vicentina,2015.087754,25.73152885,1946.9903805,42.36584465
