city,total
acari,4855.99320675
acu,22535.62455122
afonso bezerra,4678.19018184
agua nova,1267.45634418
alexandria,5848.48452658
almino afonso,2170.55813492
alto do rodrigues,5758.87922972
angicos,4842.83523998
antonio martins,3239.9746577
apodi,15611.57353681
areia branca,10972.94740228
ares,5470.10794245
augusto severo,3631.1080684
baia formosa,3786.57959303
barauna,10348.72322776
barcelona,1724.85390806
bento fernandes,1919.82472145
bodo,1112.31855478
bom jesus,3835.32337342
brejinho,4877.7064991
caicara do norte,2659.769729
caicara do rio do vento,1334.36269913
caico,25904.79874408
campo redondo,4578.49527268
canguaretama,12353.47593137
caraubas,7760.43529336
carnauba dos dantas,3560.49558723
carnaubais,4412.55889535
ceara-mirim,26438.53587655
cerro cora,4685.49703359
coronel ezequiel,2402.38173091
coronel joao pessoa,2053.8170218
cruzeta,3644.34521196
currais novos,18130.30993671
doutor severiano,2699.36323454
encanto,2283.47225806
equador,2415.36665187
espirito santo,4325.3015423
extremoz,10326.98687981
felipe guerra,2598.15834285
fernando pedroza,1259.32897521
florania,3937.90337875
francisco dantas,1302.19705429
frutuoso gomes,1841.33699191
galinhos,906.53678147
goianinha,9585.41953507
governador dix-sept rosado,5303.02319844
grossos,4295.31582536
guamare,5453.43447488
ielmo marinho,5204.08250223
ipanguacu,6229.95871117
ipueira,914.11146744
itaja,3085.6864551
itau,2474.58964147
jacana,3501.98320271
jandaira,2946.28682552
janduis,2095.87630296
januario cicco,3702.66478648
japi,2393.01442052
jardim de angicos,1197.51931312
jardim de piranhas,5539.60346519
jardim do serido,5545.91225965
joao camara,12955.49415847
joao dias,1097.72689026
jose da penha,2764.14942284
jucurutu,8002.16304006
jundia,1566.47235716
lagoa d'anta,2629.30309827
lagoa de pedras,2941.48031851
lagoa de velhos,1055.22829116
lagoa nova,5748.83167216
lagoa salgada,3307.79747822
lajes,4413.47019456
lajes pintadas,2026.061611
lucrecia,1574.6385974
luis gomes,3981.84982985
macaiba,30520.70117449
macau,12516.02660027
major sales,1637.8007257
marcelino vieira,3742.09882532
martins,3623.55043881
maxaranguape,4038.06000045
messias targino,1723.10331324
montanhas,4684.53477435
monte alegre,8704.53517894
monte das gameleiras,1056.16402197
mossoro,111077.49331008
natal,328029.40488819
nisia floresta,10157.08324486
nova cruz,14770.65243858
olho-d'agua do borges,1887.1904825
ouro branco,2164.80535734
parana,1762.83537499
parau,1628.13664996
parazinho,1924.90542475
parelhas,9126.41613868
parnamirim,90309.81155169
passa e fica,4641.7436742
passagem,1251.24237542
patu,4971.3706339
pau dos ferros,12053.60319105
pedra grande,1377.51895517
pedra preta,1117.75148801
pedro avelino,2994.55827393
pedro velho,5921.47417673
pendencias,6008.74836737
piloes,1674.71511585
poco branco,5112.29123604
portalegre,3127.27460622
porto do mangue,2408.22555655
presidente juscelino,3509.560575
pureza,3583.22923899
rafael fernandes,2202.81948879
rafael godeiro,1407.48815656
riacho da cruz,1301.54673447
riacho de santana,1952.03069671
riachuelo,2941.0020592
rio do fogo,4278.26070562
rodolfo fernandes,1905.79527392
ruy barbosa,1450.34687937
santa cruz,14513.26473073
santa maria,2040.71385016
santana do matos,6184.82673819
santana do serido,1157.52712816
santo antonio,9822.04163977
sao bento do norte,1220.04644968
sao bento do trairi,1644.73268387
sao fernando,1446.25536888
sao francisco do oeste,1780.98237679
sao goncalo do amarante,37205.6523892
sao joao do sabugi,2436.20915706
sao jose de mipibu,16424.4660094
sao jose do campestre,5122.16291582
sao jose do serido,1830.15507544
sao miguel,9020.70357547
sao miguel do gostoso,3641.93851191
sao paulo do potengi,6617.1133036
sao pedro,2775.97813124
sao rafael,3692.80095476
sao tome,4733.21851852
sao vicente,2669.74677486
senador eloi de souza,2335.06942228
senador georgino avelino,1594.04138532
serra de sao bento,2501.32455211
serra do mel,4876.88782247
serra negra do norte,3261.62244374
serrinha,2759.48375701
serrinha dos pintos,2244.43386243
severiano melo,2658.38631355
sitio novo,2263.12876506
taboleiro grande,1016.460333
taipu,4753.41236357
tangara,5771.93279628
tenente ananias,4639.28817055
tenente laurentino cruz,2497.43183579
tibau,1731.33080003
tibau do sul,4815.79109996
timbauba dos batistas,961.0835998
touros,13248.82086377
triunfo potiguar,1445.01229772
umarizal,4452.1422313
upanema,5662.23363218
varzea,2303.09239456
venha-ver,1511.38181963
vera cruz,4501.95244097
vicosa,731.30373398
vila flor,1204.92578519
