city,total,main_regular,main_irregular,other_regular,other_irregular
natividade,3163.6235178,1369.4132629,1794.2102549,1369.4132629,1794.2102549
nazare,1417.21103203,424.61572284,992.59530919,424.61572284,992.59530919
nova olinda,4079.81395743,1721.85255293,2357.9614045,1721.85255293,2357.9614045
nova rosalandia,1212.01163405,391.2315151,820.78011895,391.2315151,820.78011895
novo acordo,1416.74460634,487.3192527,929.42535364,487.3192527,929.42535364
novo alegre,921.62421778,334.26680955,587.35740823,336.3219957,585.30222208
novo jardim,977.61441878,307.34036306,670.27405572,307.34036306,670.27405572
oliveira de fatima,338.90628205,163.05714692,175.84913513,165.55777474,173.34850731
palmas,119075.17674829,78980.76250263,40094.41424566,79156.81729652,39918.35945179
palmeirante,1882.20348848,489.0585071,1393.14498138,489.0585071,1393.14498138
palmeiras do tocantins,2079.38541785,895.74264146,1183.64277639,895.74264146,1183.64277639
palmeiropolis,3258.38182869,1035.61990711,2222.76192158,1035.61990711,2222.76192158
paraiso do tocantins,22326.9900089,12391.34175634,9935.64825256,12413.59864938,9913.39135952
parana,3005.77167445,1094.74795391,1911.02372054,1094.74795391,1911.02372054
pau d'arco,1960.17744337,753.74613799,1206.43130538,753.74613799,1206.43130538
pedro afonso,5225.28415688,3017.33450672,2207.94965016,3017.33450672,2207.94965016
peixe,4356.86040278,1926.48418208,2430.3762207,1926.48418208,2430.3762207
pequizeiro,2036.03745184,558.88125934,1477.1561925,558.88125934,1477.1561925
pindorama do tocantins,1596.19622522,404.0438229,1192.15240232,404.0438229,1192.15240232
piraque,1111.76736415,575.2110792,536.55628495,575.2110792,536.55628495
pium,2963.96264633,1130.06237538,1833.90027095,1130.06237538,1833.90027095
ponte alta do bom jesus,1095.29667087,387.2564828,708.04018807,390.55409897,704.7425719
ponte alta do tocantins,2464.29744125,642.70565226,1821.59178899,642.70565226,1821.59178899
porto alegre do tocantins,1026.10863873,401.84974243,624.2588963,401.84974243,624.2588963
porto nacional,22763.66205984,11564.34677461,11199.31528523,11574.7206472,11188.94141263
praia norte,2230.75311269,664.65582274,1566.09728995,664.65582274,1566.09728995
presidente kennedy,1365.9628377,631.05713637,734.90570133,631.05713637,734.90570133
pugmil,942.28880878,533.59118001,408.69762877,533.59118001,408.69762877
recursolandia,816.10413901,270.83048853,545.27365048,270.83048853,545.27365048
riachinho,769.0281378,188.83140302,580.19673478,188.83140302,580.19673478
rio da conceicao,508.66110783,227.91888129,280.74222654,227.91888129,280.74222654
rio dos bois,1029.2050754,361.425895,667.7791804,361.425895,667.7791804
rio sono,2085.67508078,495.09798793,1590.57709285,504.90573724,1580.76934353
sampaio,1273.45763145,410.21252133,863.24511012,410.21252133,863.24511012
sandolandia,1492.77361276,585.6391154,907.13449736,585.6391154,907.13449736
santa fe do araguaia,2292.03520427,1069.27323009,1222.76197418,1073.12014162,1218.91506264
santa maria do tocantins,1149.36715321,363.31832318,786.04883003,363.31832318,786.04883003
santa rita do tocantins,767.89020557,323.61453586,444.27566971,323.61453586,444.27566971
santa rosa do tocantins,1651.9085588,476.14388011,1175.76467869,476.14388011,1175.76467869
santa tereza do tocantins,1073.25582049,466.19113541,607.06468508,466.19113541,607.06468508
santa terezinha do tocantins,868.94239461,331.57101139,537.37138322,331.57101139,537.37138322
sao bento do tocantins,1653.1187082,569.34613479,1083.77257341,569.34613479,1083.77257341
sao felix do tocantins,304.7444709,121.08331149,183.66115941,121.08331149,183.66115941
sao miguel do tocantins,3575.14107395,1109.62040285,2465.5206711,1109.62040285,2465.5206711
sao salvador do tocantins,784.89082819,399.19763996,385.69318823,399.19763996,385.69318823
sao sebastiao do tocantins,871.97620034,348.5108125,523.46538784,348.5108125,523.46538784
sao valerio,1531.72589455,540.44417081,991.28172374,540.44417081,991.28172374
silvanopolis,2001.96854977,733.20484805,1268.76370172,735.81651172,1266.15203806
sitio novo do tocantins,2893.31371691,632.36674778,2260.94696913,632.36674778,2260.94696913
sucupira,730.39118943,401.78981105,328.60137838,402.8790458,327.51214362
taguatinga,5372.60329796,1831.41454112,3541.18875684,1835.37729689,3537.22600107
taipas do tocantins,605.09145723,270.50208026,334.58937697,270.50208026,334.58937697
talisma,1395.86367345,593.84839203,802.01528142,593.84839203,802.01528142
tocantinia,1789.06219938,859.57065774,929.49154164,859.57065774,929.49154164
tocantinopolis,8461.02479422,3933.73814494,4527.28664928,3965.1673705,4495.85742372
tupirama,586.11180039,340.28040271,245.83139768,340.28040271,245.83139768
tupiratins,975.04330762,236.23344764,738.80985998,236.23344764,738.80985998
wanderlandia,4085.76531719,1509.55253661,2576.21278058,1509.55253661,2576.21278058
xambioa,4281.31618843,1960.45336494,2320.86282349,1960.45336494,2320.86282349
