city,total,regular,military_and_gov,irregular,entrepreneur,employers
couto magalhaes,735.1,835.19,1187.62,578.63,636.08,2837.02
cristalandia,1009.41,907.98,1635.62,540.77,1145.89,7311.55
crixas do tocantins,718.73,771.07,1735.65,589.31,971.91,-
darcinopolis,727.66,743.31,1098.88,491.23,936.48,-
dianopolis,1012.56,910.5,1712.09,488.09,1057.33,4302.11
divinopolis do tocantins,1099.63,817.4,1216.54,518.34,1105.51,20594.92
dois irmaos do tocantins,711.02,730.44,1172.28,468.7,825.95,421.4
duere,921.07,1008.98,1227.54,600.64,1083.65,5832.47
esperantina,539.87,898.41,1098.66,525.7,334.99,601.05
fatima,931.6,846.81,1132.27,459.89,1565.24,5000
figueiropolis,975.14,834.18,1522.53,550.05,952.87,4135.47
filadelfia,745.54,742.26,1303.36,412.71,668.04,2082.22
formoso do araguaia,883.91,928.45,1169.08,546.11,1098.71,4679.94
fortaleza do tabocao,842.64,840.94,1037.41,597.27,1007.12,1500
goianorte,707.65,855.37,984.46,472.3,740.6,3401.26
goiatins,633.72,818.43,958.99,372.23,559.05,1500
guarai,1270.3,956.85,2292.32,577.18,1281.87,6272.9
gurupi,1268.89,968.67,2042.44,634.66,1758.12,4060.95
ipueiras,660.76,750.4,783.08,421.63,717.53,510
itacaja,738.31,836.92,1359.81,609.41,694.35,1172.35
itaguatins,643.01,732.22,1090.31,558.42,462.65,1706.24
itapiratins,649.48,829.14,1366.88,472.94,575.99,985.37
itapora do tocantins,690.97,748.03,1013.09,453.86,891.89,1092
jau do tocantins,926.36,728.71,1068.17,855.35,836.63,3999.09
juarina,674.95,593.44,938.02,686.15,624.43,2000
lagoa da confusao,880.76,898.87,922.86,642.99,1203.39,4521.91
lagoa do tocantins,739.83,765.53,905.77,399.68,929.61,1200
lajeado,1063.97,886.93,1309.63,602.33,1437.81,-
lavandeira,707.22,669.69,1056.22,514.12,1002.67,-
lizarda,1135.47,665.43,1057.54,666.82,1526.84,2942.67
luzinopolis,687.67,718.41,1012.22,545.97,655.69,2754.75
marianopolis do tocantins,806.38,831.36,920.21,542.61,955.16,2731.28
mateiros,666.75,905.57,715.11,545.04,496.22,5808.5
maurilandia do tocantins,664.05,634.25,804.73,627.14,637.72,510
miracema do tocantins,1045.72,978.21,1577.48,677.56,1225.27,2015.36
miranorte,780.56,832.68,1282.15,504.16,969.56,5211.73
monte do carmo,767.9,893.95,992.45,534.13,912.89,594.02
monte santo do tocantins,623.44,722.88,709.32,450.5,611.22,2116.71
muricilandia,660.34,739.95,889.86,339.32,615.25,-
natividade,1041.29,950.37,1695.98,532.17,1137.48,2925.53
nazare,693.53,731.45,1631.49,431.81,405.19,-
nova olinda,793.6,748.27,1008.84,414.56,760.82,17349.05
nova rosalandia,780.65,958.23,978.21,626.56,699.98,-
novo acordo,727.48,653.86,982.49,506.04,833.1,600
novo alegre,792.89,1131.1,1307.03,620.36,499.86,3327.85
novo jardim,609.39,677.41,895.48,384.59,634.79,-
oliveira de fatima,872.36,832.29,1761.46,687.81,442.29,3000
palmas,1674,1250.28,2900.53,924.16,1964.15,4633.2
palmeirante,612.84,636.67,663.23,634.64,495.05,-
palmeiras do tocantins,766.06,883.97,806.83,522.75,852.96,369.01
palmeiropolis,868.37,908.41,1439.21,469.64,1146.66,2744.86
paraiso do tocantins,1315.51,942.73,1844.57,899.89,1719.06,4953.91
parana,811.24,862.66,1177.25,460.46,955.03,1000
pau d'arco,792.47,814.86,1145.15,502.96,1069.48,1153.43
pedro afonso,1120.12,1023.04,1318.1,591.94,1520.2,3217.3
peixe,1208.03,1847.09,1192.35,555.95,1248.49,5478.17
pequizeiro,665.61,767.08,1248.35,439.91,627.93,777.11
pindorama do tocantins,751.24,839,1224.22,493.81,904.93,3000
piraque,825.65,738.85,558,695.07,1332.57,-
pium,734.51,942.94,1034.55,515.12,530.46,6275.66
ponte alta do bom jesus,853.96,1152.08,1920.43,677.81,655.93,1155.95
ponte alta do tocantins,742.76,984.47,1236.33,616.39,626.8,2000
porto alegre do tocantins,715.16,857.41,1118.49,427.72,688.54,-
porto nacional,1107.88,1026.83,1706.62,682.66,1059.13,5530.51
praia norte,553.96,714.13,827.93,445.01,368.53,1211.52
presidente kennedy,870.6,804.83,1759.8,496.78,892.15,1487.47
pugmil,759.77,881.86,827.36,535.61,730.16,2254.93
recursolandia,726.7,686.81,807.81,601.1,962.91,-
riachinho,751.59,863.49,730.54,748.29,451.91,-
rio da conceicao,673.45,784.22,1015.43,525.7,562.56,-
rio dos bois,691.12,821.79,1001.45,413.04,688.19,-
rio sono,796.78,788.09,1120.88,443.73,900.77,1293.4
sampaio,614.85,883.74,895.63,420.92,443.22,1756.14
sandolandia,751.79,944.29,937.75,552.4,780.57,-
santa fe do araguaia,771.82,732.63,1064.47,437.2,1013.96,2484.4
santa maria do tocantins,733.79,768.47,938.77,624.57,579.52,7990.06
santa rita do tocantins,844.37,744.72,1106.18,706.61,819.29,700
santa rosa do tocantins,705.88,768.51,1063.83,484.6,870.06,1000
santa tereza do tocantins,740.44,847.85,1110.96,403.54,742.59,-
santa terezinha do tocantins,767.73,825.32,936.9,399,595.38,11077.52
sao bento do tocantins,858.92,752.57,915.46,523,644.68,17998.76
sao felix do tocantins,938,956.69,1066.5,768.2,1430.98,-
sao miguel do tocantins,669.85,737.76,897.51,466.41,596.16,30000
sao salvador do tocantins,881.84,832.47,985.55,499.64,1224.9,-
sao sebastiao do tocantins,685.44,919.63,851.26,352.2,700.78,-
sao valerio,858.01,728.68,955.36,735.05,1070.8,4534.83
silvanopolis,974.32,819.07,1607.74,478.81,802.33,8687.29
sitio novo do tocantins,660.06,879.9,1326.75,463.13,571.67,3000
sucupira,797.16,751.45,982.69,456.93,1100.15,500
taguatinga,870.65,829.95,1400.91,423.12,980.8,4703.79
taipas do tocantins,731.58,901.59,857.71,493.54,603.28,2623.44
talisma,863.95,834.34,950.71,624.73,1252.18,1379.84
tocantinia,864.44,869.9,1340.24,562.42,672.51,2097.62
tocantinopolis,852.88,893.69,1848.21,488.32,682.13,2612.2
tupirama,875.24,886.39,844.51,674.33,1072.54,2094.77
tupiratins,825.39,663.22,917.96,634.61,894.54,-
wanderlandia,789.44,886.24,1285.57,545.47,788.23,2506.17
xambioa,992.79,1269.15,1194.49,508.72,1097.12,3276.83
