city,total
alta floresta d'oeste,11116.48419786
alto alegre dos parecis,6006.00768196
alto paraiso,8062.78157799
alvorada d'oeste,7942.29779359
ariquemes,39590.97900473
buritis,15089.8045056
cabixi,3234.20211814
cacaulandia,2768.17125239
cacoal,36675.70912597
campo novo de rondonia,6092.21432692
candeias do jamari,8255.4932914
castanheiras,1795.39745454
cerejeiras,7754.86740418
chupinguaia,3965.83227376
colorado do oeste,8836.05942963
corumbiara,4351.3113429
costa marques,5673.90414032
cujubim,7651.48758164
espigao d'oeste,13364.52587944
governador jorge teixeira,4945.01225209
guajara-mirim,15900.92911312
itapua do oeste,3690.35477164
jaru,23548.85084297
ji-parana,51311.34144041
machadinho d'oeste,14088.03082634
ministro andreazza,5021.19431904
mirante da serra,5363.55662025
monte negro,6834.29958695
nova brasilandia d'oeste,9452.56603498
nova mamore,10193.7541745
nova uniao,3450.58040902
novo horizonte do oeste,5144.01703534
ouro preto do oeste,16834.65907939
parecis,2309.18112531
pimenta bueno,15268.44124143
pimenteiras do oeste,1028.46516179
porto velho,173804.18009303
presidente medici,10675.22506981
primavera de rondonia,1640.27531378
rio crespo,1650.78682973
rolim de moura,23448.68761396
santa luzia d'oeste,4323.88512139
sao felipe d'oeste,3072.47755246
sao francisco do guapore,7432.94743468
sao miguel do guapore,10583.16251967
seringueiras,5654.31103777
teixeiropolis,2331.47771433
theobroma,5143.01231082
urupa,6326.47540423
vale do anari,4625.29486852
vale do paraiso,3882.2222922
vilhena,34263.76736584
