city,total,has_children,children_born,children_borned_live,children_borned_dead
alta floresta d'oeste,9778.94860281,6563.08318,23879.17853031,22613.4613127,1265.7172176
alto alegre dos parecis,4870.39481822,3320.14802711,11551.20698696,11211.48827262,339.71871433
alto paraiso,6557.9666066,4437.22843957,16161.72670394,15515.50360108,646.22310292
alvorada d'oeste,6792.17718036,4220.58944972,15358.84388206,14705.22428005,653.61960209
ariquemes,37083.50786287,23941.44235629,76077.8750026,72597.43163759,3480.44336511
buritis,12531.67572167,8415.82166868,29673.43428592,28264.25464783,1409.17963813
cabixi,2524.31146407,1823.23697313,6755.15714043,6443.2701027,311.88703775
cacaulandia,2235.01276689,1460.79228465,5411.27301827,5212.7074489,198.56556935
cacoal,33494.38250681,21412.08918121,69741.82904217,66483.97583804,3257.85320421
campo novo de rondonia,4616.59910973,3118.61259141,10745.67691804,10392.52212695,353.15479112
candeias do jamari,7522.81884535,5134.35425553,18090.27058444,16959.32375,1130.94683439
castanheiras,1461.04656297,992.35325372,3590.51430887,3472.34745961,118.1668493
cerejeiras,7246.32028177,4792.08065558,16935.99113385,16391.47803521,544.51309862
chupinguaia,3102.73610964,2081.3285251,6762.05415839,6407.35655728,354.69760111
colorado do oeste,7858.44874752,5195.2654494,18256.36659848,17462.91381004,793.45278844
corumbiara,3427.1884052,2304.09377625,8390.07122034,7989.1911287,400.88009166
costa marques,5038.2645352,3085.568747,11321.13522294,10954.7114245,366.42379838
cujubim,5782.4364107,3928.09969334,13294.87683966,12508.51728192,786.3595578
espigao d'oeste,11767.83444199,7867.13457041,25766.81443161,24655.54683878,1111.26759283
governador jorge teixeira,4084.16652511,2643.1882397,10696.85516079,10081.22924909,615.62591168
guajara-mirim,16485.88450245,10668.56721463,37147.09373229,35537.04972221,1610.04401006
itapua do oeste,3225.79921626,2156.50794805,8496.03690348,8124.8393357,371.19756775
jaru,21546.17774542,14225.977153,47465.33128032,44902.24848812,2563.08279217
ji-parana,49524.50055238,32179.65708698,101981.57234509,97080.54393956,4901.0284055
machadinho d'oeste,11733.3676459,7745.53292741,28040.99522152,26642.67663254,1398.31858895
ministro andreazza,4169.4228325,2688.42645618,9396.39476252,9147.12523588,249.26952666
mirante da serra,4808.30987298,3182.81752136,11623.39669145,11181.3169073,442.07978415
monte negro,5405.65630548,3687.08474511,13494.64449557,13006.83975871,487.80473684
nova brasilandia d'oeste,7921.10353441,5299.6486907,18984.01246263,18267.05155827,716.96090442
nova mamore,8461.03052301,5619.76931995,19608.50998685,18654.86076011,953.64922672
nova uniao,2898.61607484,1899.01689314,7359.90132067,7098.64908382,261.25223681
novo horizonte do oeste,4134.68075914,2778.31264882,9968.42916818,9499.63563455,468.79353366
ouro preto do oeste,16217.87875005,10531.16056801,36403.04579261,34252.31275895,2150.73303367
parecis,1770.36145585,1230.61157762,4132.53361874,4036.50075756,96.03286117
pimenta bueno,14086.43772744,9393.67473403,29581.46135354,28100.13835607,1481.32299755
pimenteiras do oeste,873.56373188,579.54918067,1938.5336083,1843.42378331,95.109825
porto velho,176126.32553624,105753.10342234,325575.67386898,313451.8689708,12123.80489816
presidente medici,9252.57940119,6216.70664929,22849.26495413,21718.49771734,1130.76723679
primavera de rondonia,1408.99167546,980.69893812,3596.46709356,3484.23359653,112.23349697
rio crespo,1281.04140952,908.12448936,3238.17487958,3116.08175924,122.09312034
rolim de moura,21596.58515698,14073.27876864,46339.51628737,43883.01037447,2456.50591293
santa luzia d'oeste,3655.34334314,2443.53855888,8632.32962908,8318.35362273,313.97600639
sao felipe d'oeste,2485.31310011,1684.55369849,6350.72779273,6149.17208065,201.55571211
sao francisco do guapore,6137.97243437,4190.42068067,13732.00928222,13100.02586433,631.98341792
sao miguel do guapore,8591.06548875,5627.49671359,18735.63585218,18164.02561242,571.61023974
seringueiras,4508.10978105,2976.97191464,10104.78812386,9797.92031383,306.86781007
teixeiropolis,1972.47229511,1357.93054452,4953.68896702,4781.8840292,171.80493784
theobroma,4062.14615855,2790.33123699,10531.0144323,10014.46227808,516.55215419
urupa,5207.56981244,3485.22101453,13508.52458113,12655.24299697,853.28158418
vale do anari,3577.99405372,2403.83009748,9016.16224096,8666.65312931,349.50911165
vale do paraiso,3310.47976296,2211.5552292,8003.95272132,7724.01444671,279.93827458
vilhena,32187.48821241,21040.9919104,64347.22918172,61593.6588154,2753.57036632
