city,total,adequada,semi_adequada,inadequada
abatia,2515.3889281,697.76053293,1771.17498957,46.4534056
adrianopolis,1973.04196218,383.1255479,1448.11268115,141.80373313
agudos do sul,2573.4501583,270.10731334,2267.68119817,35.66164679
almirante tamandare,30403.8708895,16672.41818652,13707.45010172,24.00260126
altamira do parana,1385.13040676,20.17949145,1264.25318413,100.69773118
alto paraiso,1062.34634279,65.6749284,987.64932004,9.02209435
alto parana,4310.99999999,2195.82427671,2054.48124593,60.69447735
alto piquiri,3227.87680805,868.08006192,2323.56358437,36.23316176
altonia,6668.09149407,1146.09129232,5434.28790408,87.71229767
alvorada do sul,3124.73077349,112.56948397,2792.18707858,219.97421094
amapora,1645.99999998,273.85568737,1317.30428355,54.84002906
ampere,5494.92671239,2694.18067031,2788.51744755,12.22859453
anahy,938.00000002,233.66522759,698.11440235,6.22037008
andira,6663.99999997,3426.57707817,3237.4229218,-
angulo,925.99252912,5.03789784,915.78602416,5.16860712
antonina,5805.64417051,3213.13285161,2561.78397571,30.72734319
antonio olinto,2414.49674866,129.08787939,2155.53313775,129.87573152
apucarana,38495.13297863,15219.05344788,23159.25864395,116.8208868
arapongas,33168.52804079,17829.4679753,15246.81358568,92.24647981
arapoti,7948.3800493,2489.66614608,5344.58802098,114.12588224
arapua,1156.99999999,26.4992301,1094.14411392,36.35665597
araruna,4358.00000001,727.79281856,3580.54463478,49.66254667
araucaria,35508.00000002,24131.64918734,11365.09363311,11.25717957
ariranha do ivai,803.99999998,17.24623533,727.49382569,59.25993896
assai,5309.00000001,2438.27755064,2834.6810107,36.04143867
assis chateaubriand,11159.2236419,4712.75542899,6375.27696351,71.1912494
astorga,8106.27080394,4771.33102879,3279.76393311,55.17584204
atalaia,1301,17.48569402,1272.73305753,10.78124845
balsa nova,3525.00000001,2152.71199561,1365.95075478,6.33724962
bandeirantes,10054.11465319,7544.8787841,2416.21813241,93.01773668
barbosa ferraz,4210.13229658,1232.20295639,2938.29525156,39.63408863
barra do jacare,865.37919439,122.87929513,737.48275567,5.01714359
barracao,2910.93286745,1085.1872066,1762.59846336,63.14719749
bela vista da caroba,1251.42168021,16.90735852,1124.36067426,110.15364743
