city,total,has_children,children_born,children_borned_live,children_borned_dead
agua branca,7206,3810,22981,21442,1539
anadia,6844,4022,22417,20964,1453
arapiraca,76565,45140,219444,205917,13527
atalaia,14858,8911,47268,43704,3564
barra de santo antonio,4131,2589,12144,11574,570
barra de sao miguel,2459,1547,6892,6384,508
batalha,5773,3324,17949,17130,819
belem,2481,1342,8155,7887,268
belo monte,2467,1399,8736,8214,522
boca da mata,9057,5725,27934,26094,1841
branquinha,3953,2395,13562,12874,688
cacimbinhas,3686,2266,12833,11963,870
cajueiro,7153,4404,22926,20800,2126
campestre,2280,1416,8044,7260,784
campo alegre,15420,8636,41378,38908,2470
campo grande,3410,1996,12072,11328,744
canapi,6272,3760,25253,23873,1380
capela,7100,4182,21101,19870,1230
carneiros,2387,1419,9947,9078,869
cha preta,2874,1621,9351,9040,311
coite do noia,4485,2449,13712,12698,1014
colonia leopoldina,6420,3977,23059,21105,1954
coqueiro seco,1985,1304,5869,5499,370
coruripe,18393,11126,53196,49750,3446
craibas,7829,4342,25599,24571,1028
delmiro gouveia,17581,10577,52499,49696,2803
dois riachos,4211,2489,14735,13954,781
estrela de alagoas,6603,3586,21674,20623,1051
feira grande,8108,4684,28678,26890,1789
feliz deserto,1392,914,4865,4482,383
flexeiras,4180,2625,14316,13035,1281
girau do ponciano,11227,6261,38863,36659,2204
ibateguara,5614,3188,18423,17352,1071
igaci,10175,5646,33177,30942,2235
igreja nova,8070,4537,25419,23615,1804
inhapi,6852,3915,24783,23731,1052
jacare dos homens,2139,1224,7153,6827,326
jacuipe,2495,1521,8209,7744,465
japaratinga,2499,1516,7660,6900,761
jaramataia,2138,1281,5908,5439,469
joaquim gomes,7583,4678,24261,23214,1047
jundia,1568,947,5455,5016,439
junqueiro,9121,5280,29644,27947,1697
lagoa da canoa,7805,4357,25376,23645,1730
limoeiro de anadia,9136,5219,28784,27294,1489
maceio,342401,208757,751075,707194,43881
major isidoro,6838,4066,23586,22101,1486
mar vermelho,1612,897,4770,4434,336
maragogi,7730,4693,23101,21202,1899
maravilha,5006,2639,13351,12978,373
marechal deodoro,13759,8555,39892,37035,2857
maribondo,6137,3510,16663,16060,603
mata grande,9167,5106,29956,28185,1772
matriz de camaragibe,8929,5326,26388,24032,2356
messias,4479,2745,14239,13228,1011
minador do negrao,2122,1177,7280,6699,582
monteiropolis,2703,1541,9570,9268,302
murici,9186,5622,30224,28582,1643
novo lino,3708,2199,12204,11823,381
olho d'agua das flores,7636,4387,23650,22301,1349
olho d'agua do casado,2545,1529,9339,8774,565
olho d'agua grande,1768,986,6517,6056,461
olivenca,3776,2163,14448,13659,790
ouro branco,3895,2244,13977,13462,515
palestina,1718,950,6219,5737,482
palmeira dos indios,28560,16800,81387,76692,4695
pao de acucar,9113,5306,31260,29605,1655
pariconha,3841,2060,13187,12400,787
paripueira,3061,1982,9168,8663,505
passo de camaragibe,4888,3050,16661,14778,1883
paulo jacinto,3092,1746,9610,8746,864
penedo,22660,13265,63201,59092,4109
piacabucu,6423,3955,20603,19628,976
pilar,12191,7527,37529,34964,2565
pindoba,1076,664,3614,3389,225
piranhas,7340,4276,23212,21248,1964
poco das trincheiras,4694,2613,16256,15740,516
porto calvo,8744,5382,28152,25400,2751
porto de pedras,3627,2206,11646,10639,1007
porto real do colegio,7028,4191,23647,22476,1170
quebrangulo,4579,2705,14300,13403,897
rio largo,24946,15603,65987,60518,5469
roteiro,2501,1574,9412,8635,776
santa luzia do norte,2436,1475,7020,6666,354
santana do ipanema,16154,9555,51457,48886,2571
santana do mundau,4255,2451,13819,12999,820
sao bras,2470,1452,8941,8278,663
sao jose da laje,8002,4683,22580,21191,1390
sao jose da tapera,10048,5554,38742,36571,2171
sao luis do quitunde,10314,6538,34085,32331,1754
sao miguel dos campos,19978,12089,55374,51920,3454
sao miguel dos milagres,2283,1477,7065,6660,405
sao sebastiao,10891,6476,37690,35159,2532
satuba,5048,3200,12482,11759,724
senador rui palmeira,4221,2417,16873,15918,954
tanque d'arca,2561,1443,8691,8006,685
taquarana,6731,3782,22168,20429,1740
teotonio vilela,13525,8041,44269,41855,2414
traipu,9120,4730,28166,26348,1819
uniao dos palmares,22706,13504,69828,65783,4044
vicosa,10190,6119,32242,30183,2059
