city,total,married,separated,divorced,widow,single
agua branca,14588,4629,69,14,542,9334
anadia,13648,3939,83,93,590,8942
arapiraca,144823,56009,2322,1797,6327,78368
atalaia,30196,8784,376,259,1285,19492
barra de santo antonio,8304,1513,15,61,185,6529
barra de sao miguel,4943,921,58,33,230,3700
batalha,11176,4479,86,82,483,6046
belem,4678,1546,32,39,249,2812
belo monte,5089,2192,45,14,161,2678
boca da mata,18389,5366,136,186,875,11826
branquinha,8257,1669,40,35,231,6282
cacimbinhas,7201,2537,10,25,211,4419
cajueiro,14202,3195,152,26,609,10220
campestre,4644,927,4,29,238,3446
campo alegre,30583,8817,206,75,873,20611
campo grande,6775,2376,37,22,268,4072
canapi,12499,3260,32,8,410,8789
capela,14308,3348,40,92,619,10210
carneiros,4715,1521,40,17,159,2979
cha preta,6036,1205,36,14,211,4570
coite do noia,8975,3697,61,24,250,4943
colonia leopoldina,13019,2866,60,44,377,9672
coqueiro seco,4001,789,4,27,129,3052
coruripe,36874,12138,239,261,1235,23002
craibas,15455,6084,114,44,651,8562
delmiro gouveia,33527,11551,456,402,1591,19527
dois riachos,8198,2438,109,52,233,5365
estrela de alagoas,12796,5562,93,73,714,6354
feira grande,15993,6270,104,51,451,9118
feliz deserto,2813,948,17,32,87,1729
flexeiras,8763,1507,33,18,254,6951
girau do ponciano,22250,6934,123,110,713,14370
ibateguara,11206,2981,64,55,440,7666
igaci,19925,7792,152,114,882,10985
igreja nova,16388,5940,148,94,736,9469
inhapi,12969,4703,139,30,549,7548
jacare dos homens,4228,1662,48,27,153,2338
jacuipe,5368,1351,36,26,260,3695
japaratinga,5132,997,63,34,189,3849
jaramataia,4318,1858,10,11,118,2322
joaquim gomes,15655,3600,37,78,558,11382
jundia,3512,558,11,13,129,2800
junqueiro,18133,5782,136,146,744,11325
lagoa da canoa,15156,5955,224,71,699,8208
limoeiro de anadia,18105,6640,131,64,794,10476
maceio,637532,203420,10733,12869,27809,382701
major isidoro,13419,5026,124,109,728,7432
mar vermelho,3222,1073,20,11,120,1998
maragogi,15819,3570,54,94,280,11822
maravilha,9985,2661,92,0,283,6949
marechal deodoro,27076,6984,348,189,1041,18513
maribondo,11750,3473,99,37,396,7746
mata grande,18272,7232,183,35,619,10203
matriz de camaragibe,17848,4128,165,125,728,12702
messias,9007,1914,50,15,312,6717
minador do negrao,4201,1986,21,18,150,2026
monteiropolis,5264,1265,38,0,176,3786
murici,18391,4111,117,137,835,13191
novo lino,7744,1185,10,4,176,6369
olho d'agua das flores,14558,4182,112,94,487,9683
olho d'agua do casado,5078,1711,47,43,145,3132
olho d'agua grande,3627,1414,17,9,114,2073
olivenca,7598,2027,63,36,301,5170
ouro branco,7836,2060,29,32,218,5496
palestina,3267,609,0,13,73,2572
palmeira dos indios,54185,21331,741,697,2801,28617
pao de acucar,17808,4071,114,76,742,12804
pariconha,7589,3061,42,0,379,4106
paripueira,6003,1511,89,51,212,4140
passo de camaragibe,10135,2537,51,34,375,7139
paulo jacinto,5892,1441,36,47,398,3970
penedo,43908,13489,507,285,2036,27591
piacabucu,12754,3462,90,124,354,8724
pilar,24002,6536,267,143,950,16106
pindoba,2217,404,18,0,81,1714
piranhas,14391,4314,74,118,349,9535
poco das trincheiras,9499,2563,90,10,188,6647
porto calvo,17734,4288,158,126,711,12451
porto de pedras,7668,1751,55,45,207,5611
porto real do colegio,13888,4878,108,81,659,8163
quebrangulo,9082,3123,89,70,334,5467
rio largo,48101,15246,729,627,2353,29145
roteiro,5128,1184,45,18,169,3712
santa luzia do norte,4814,1664,86,42,193,2828
santana do ipanema,30912,9468,271,327,1247,19598
santana do mundau,8561,2437,45,44,509,5527
sao bras,5036,1763,50,32,217,2974
sao jose da laje,15649,4516,157,131,848,9997
sao jose da tapera,19572,3563,49,0,301,15658
sao luis do quitunde,21249,3846,92,71,648,16591
sao miguel dos campos,39335,10938,273,396,1669,26059
sao miguel dos milagres,4549,1002,8,41,162,3336
sao sebastiao,21671,7818,205,98,1044,12506
satuba,9740,3041,135,139,399,6027
senador rui palmeira,8390,2059,36,26,265,6005
tanque d'arca,5084,1716,38,10,221,3098
taquarana,13094,5113,102,117,672,7090
teotonio vilela,27014,7107,265,115,826,18701
traipu,18279,3660,82,77,525,13934
uniao dos palmares,44230,12160,306,194,2118,29452
vicosa,20071,6632,94,125,1303,11917
