city,total
afonso claudio,14476
agua doce do norte,5439
aguia branca,4238
alegre,12986
alfredo chaves,6247
alto rio novo,2964
anchieta,8074
apiaca,3325
aracruz,25544
atilio vivacqua,3589
baixo guandu,11941
barra de sao francisco,15803
boa esperanca,5722
bom jesus do norte,3816
brejetuba,5020
cachoeiro de itapemirim,74613
cariacica,131254
castelo,14720
colatina,49195
conceicao da barra,10144
conceicao do castelo,4832
divino de sao lourenco,2137
domingos martins,13907
dores do rio preto,2866
ecoporanga,10223
fundao,5642
guacui,10322
guarapari,36987
ibatiba,8327
ibiracu,4189
ibitirama,3915
iconha,5440
irupi,4586
itaguacu,6622
itapemirim,12191
itarana,5269
iuna,11025
jaguare,8053
jeronimo monteiro,4399
joao neiva,6629
laranja da terra,5200
linhares,45839
mantenopolis,5299
marataizes,13533
marechal floriano,5386
marilandia,4743
mimoso do sul,11441
montanha,6686
mucurici,2264
muniz freire,8164
muqui,5538
nova venecia,17969
pancas,8528
pedro canario,8476
pinheiros,8410
piuma,6269
ponto belo,2245
presidente kennedy,3849
rio bananal,7563
rio novo do sul,4935
santa leopoldina,5432
santa maria de jetiba,13184
santa teresa,9196
sao domingos do norte,3396
sao gabriel da palha,11438
sao jose do calcado,4631
sao mateus,35231
sao roque do canaa,5032
serra,130621
sooretama,7502
vargem alta,7649
venda nova do imigrante,7244
viana,21924
vila pavao,3729
vila valerio,6275
vila velha,141856
vitoria,114330
