city,total,married,separated,divorced,widow,single
afonso claudio,26384,13258,500,366,1395,10865
agua doce do norte,10383,4811,161,149,479,4783
aguia branca,7816,3699,80,69,347,3621
alegre,25906,11252,507,421,1599,12128
alfredo chaves,11352,5577,183,117,440,5035
alto rio novo,5704,2669,41,52,275,2667
anchieta,15808,6560,232,162,653,8202
apiaca,6269,2814,141,156,396,2762
aracruz,51442,21132,843,894,1839,26734
atilio vivacqua,6823,3400,91,58,305,2969
baixo guandu,22604,9311,513,413,1271,11096
barra de sao francisco,30677,13204,443,433,1579,15018
boa esperanca,10943,4639,146,109,512,5536
bom jesus do norte,7707,3218,143,231,539,3576
brejetuba,8967,4514,78,51,229,4096
cachoeiro de itapemirim,143130,63716,3608,2883,7269,65654
cariacica,261717,101583,5417,5313,12605,136799
castelo,27278,13417,436,343,1264,11818
colatina,93813,41643,2239,1712,5040,43180
conceicao da barra,20551,6203,298,236,870,12944
conceicao do castelo,8945,4291,136,149,363,4006
divino de sao lourenco,3782,1797,122,28,231,1603
domingos martins,24989,12986,427,207,984,10385
dores do rio preto,5000,2419,107,101,202,2171
ecoporanga,19432,7975,400,216,896,9945
fundao,10646,4419,317,142,578,5189
guacui,20602,8365,556,377,1198,10106
guarapari,71725,27887,1700,1831,2824,37483
ibatiba,15342,7009,287,176,589,7280
ibiracu,8262,3354,238,111,386,4173
ibitirama,7182,3127,125,114,241,3575
iconha,9614,5132,103,70,481,3828
irupi,8187,4279,147,95,372,3294
itaguacu,12092,5360,163,93,719,5757
itapemirim,22560,9714,558,410,994,10884
itarana,9434,4611,113,96,340,4275
iuna,20938,9588,504,275,1076,9494
jaguare,15381,6291,188,91,537,8273
jeronimo monteiro,8337,3756,221,119,444,3798
joao neiva,12793,5602,271,146,603,6171
laranja da terra,9196,4725,87,58,544,3782
linhares,89733,35172,1659,1298,3946,47658
mantenopolis,9868,4416,202,104,539,4606
marataizes,24721,10686,505,607,1003,11919
marechal floriano,9943,4559,227,152,440,4565
marilandia,8387,4457,61,75,367,3428
mimoso do sul,21653,10259,337,313,1239,9505
montanha,14076,5759,199,147,831,7141
mucurici,4728,1658,74,58,145,2794
muniz freire,15665,7114,198,160,781,7412
muqui,11302,4641,152,216,659,5634
nova venecia,34619,15020,846,373,1542,16837
pancas,16423,7223,278,157,921,7843
pedro canario,17161,5723,309,270,555,10305
pinheiros,17365,5970,246,159,806,10184
piuma,11976,4540,289,366,585,6195
ponto belo,5123,1600,152,72,212,3088
presidente kennedy,7699,2645,160,66,298,4529
rio bananal,13360,6960,120,99,450,5731
rio novo do sul,9339,4415,163,134,453,4174
santa leopoldina,10124,4722,152,127,427,4696
santa maria de jetiba,22831,12064,222,188,983,9373
santa teresa,17299,7976,170,192,802,8159
sao domingos do norte,6351,3126,54,64,266,2840
sao gabriel da palha,21939,9254,394,289,1181,10821
sao jose do calcado,8716,3985,211,175,513,3833
sao mateus,71490,24877,1088,1166,2328,42031
sao roque do canaa,8636,4560,59,64,313,3640
serra,256326,94902,5518,6074,9522,140309
sooretama,14080,5722,219,124,494,7521
vargem alta,13918,6597,144,133,497,6546
venda nova do imigrante,13294,6778,300,125,403,5688
viana,43169,17590,1100,737,1851,21892
vila pavao,6748,3208,97,60,244,3139
vila valerio,11226,5342,107,81,480,5216
vila velha,288079,112324,7935,9095,13804,144921
vitoria,247404,92280,6819,7294,12049,128962
