city,total,regular,military_and_gov,irregular,entrepreneur,employers
agua clara,1139.83,960.06,1429.11,624.13,1451.35,9661.66
alcinopolis,1218.89,894.76,1496.23,629.78,1372.89,5674.38
amambai,1110.44,944.18,1709.9,562.24,1565.29,3714.2
anastacio,887.21,903.4,1402.8,513.66,1042.8,2077.73
anaurilandia,949,803.83,1232.58,508.66,964.44,3952.81
angelica,976.91,1063.78,1173.41,492.06,1076.83,5498.76
antonio joao,823.1,792.59,886.18,597.22,908.45,6407.4
aparecida do taboado,1082.01,911.26,1908.86,590.01,1279.23,5468.74
aquidauana,1080.78,847.48,1843.87,631.28,1197.24,7160.97
aral moreira,830.2,744.53,1540.05,573.75,1555.14,2654.14
bandeirantes,1014.11,764.73,1362.17,657.27,1553.33,2693.24
bataguassu,994.93,874.15,2190.58,594.56,1048.49,3141.64
bataypora,1104.98,844.29,1667.53,578.82,1024.74,16223.05
bela vista,1045.86,842.3,1705.54,620.06,849.93,6197.89
bodoquena,947.11,947.24,1251.05,512.94,788.29,6427.38
bonito,1089.93,854.2,1888.82,562.85,1358.94,4622.31
brasilandia,1172.08,1055.86,1164.12,559.94,1167.1,9630.37
caarapo,1034.45,950.85,1531.6,512.85,1494.45,1907.59
camapua,1156.56,904.14,1559.99,668.89,1566.56,4649.82
campo grande,1592.58,1192.3,3100.7,811.35,1738.47,6025.37
caracol,727.68,780.43,1123.4,482.64,572.32,2294.01
cassilandia,1440.23,976.47,4335.29,634.23,1570.26,4171.42
chapadao do sul,1528.13,1224.15,1580.02,822.67,2290.45,5285.78
corguinho,877.8,864.93,1080.13,548.55,1028.68,4861.78
coronel sapucaia,815.85,849.96,1200.87,499,1072.37,3037.67
corumba,1170.43,1080.15,2490.8,595.05,919.66,4570.08
costa rica,1120.84,1022,1520.31,674.34,1489.21,4035.35
coxim,1198.13,910.74,1954.48,681.34,1553.72,3882.04
deodapolis,978.85,934.24,1539.61,568.68,1075.95,2459.14
dois irmaos do buriti,985.37,802.51,1288.15,587.9,1418.53,4202.48
douradina,1260.11,911.03,998.09,495.72,1704.12,15929.23
dourados,1399.02,1103.59,2628.96,663.45,1666.71,5182.19
eldorado,942.06,850.1,1258.66,562.93,876.21,5011.65
fatima do sul,1116.3,811.3,1819.96,539.29,1355.86,5829.95
figueirao,995.87,942.74,1254.43,557.93,1259.69,6871.09
gloria de dourados,1073.4,1014.19,1599.27,541.04,1212.85,4038.55
guia lopes da laguna,1114.5,794.54,1420.29,546.01,1401.81,14553.54
iguatemi,957.3,955.37,1560.72,493.1,1026.21,3758.61
inocencia,1111.07,912.63,1367.66,704.11,1893.06,5472.86
itapora,967.84,847.29,1106.4,536.85,1418.96,2442.77
itaquirai,803.07,838.18,1303.46,525.86,767.49,5948.07
ivinhema,1149.13,995.62,1671.47,591.04,1191.24,4006.72
japora,675.28,957.54,1040.03,548.6,573.55,-
jaraguari,778.25,769.67,1221.7,578.64,809.37,3000
jardim,1240.84,1008.06,1713.3,645.36,1473.86,6137.23
jatei,1372.81,1852.29,1359.09,551.74,1089.4,3253.94
juti,877.72,965.9,1229.12,472.66,983.29,4384.97
ladario,1117.52,917.6,2149.43,563.27,786.11,2957.59
laguna carapa,1064.47,927.1,1392.27,472.75,1492.45,4964.32
maracaju,1365.46,1110.56,1712.04,748.64,2039.29,5362.34
miranda,852.93,828.93,1021.86,526.45,1149.98,2120.55
mundo novo,1100.28,873.01,1782.69,644.18,1299.96,2482.48
navirai,1104.71,1019.54,1805.59,683.1,1280.7,4179.42
nioaque,1048.53,838.13,1730.38,637.38,907.97,18745.47
nova alvorada do sul,1250.93,1102.7,1314.27,642.66,1532.52,11189.55
nova andradina,1125.97,937.99,1785.97,633.87,1350.59,4861.25
novo horizonte do sul,760.88,814.5,1100.5,494.7,790.05,1500
paranaiba,1180.23,986,1997.03,635.25,1796.9,3000.04
paranhos,822.32,830.21,1582.04,489.02,1102.32,4033.18
pedro gomes,987.12,960.22,2164.06,637.08,1025.25,3940.66
ponta pora,1166.95,904.03,2047.01,590.28,1069.82,5813.36
porto murtinho,1145.79,822.35,1391.94,569.91,1174.38,16099.02
ribas do rio pardo,1033.7,865.28,1334.97,667.57,1712.4,3288.79
rio brilhante,1246.59,1058.31,1975.22,722.96,1355.08,6640.16
rio negro,1107.09,915.93,1349.55,619.12,1854.86,3724.08
rio verde de mato grosso,911.04,780.25,1432.35,605.06,1167.88,3008.71
rochedo,933.61,751.91,1774.44,596.09,825.75,3439.3
santa rita do pardo,871.05,892.45,1137.93,499.19,1012.09,2240.52
sao gabriel do oeste,1364.58,1017.08,1741.78,731.26,2216.76,5275.64
selviria,878.54,789.14,1219.04,586.73,1208.83,2455.69
sete quedas,862.34,835.89,1997.37,478.09,1173.75,2852.16
sidrolandia,1062.76,808.61,1395.01,569.97,1278.21,7552.38
sonora,1182.49,1110.54,1589.55,724.63,1614.22,4194.74
tacuru,896.77,1002.83,1879.59,514.66,869.44,749.57
taquarussu,747.54,824.21,1058.31,444.19,780.13,-
terenos,851.7,818.5,1449.47,529.44,868.97,3046.53
tres lagoas,1318.95,1083.91,2453.08,774.94,1517.62,6041.33
vicentina,899.59,775.75,1258.88,458.85,947.64,4303.06
