city,total,has_children,children_born,children_borned_live,children_borned_dead
acaua,2714.52346897,1678.55689991,7005.89892368,6811.83122547,194.06769821
agricolandia,2250.84511011,1482.52969411,6574.31619277,6156.14526924,418.17092354
agua branca,7175.08928299,4646.81419688,18589.12583522,17421.98504097,1167.14079425
alagoinha do piaui,3123.56996907,2078.67873477,7136.63307755,6766.12851958,370.50455796
alegrete do piaui,2165.57403235,1404.82007059,5354.84132679,5193.31164485,161.52968195
alto longa,5758.31459465,3813.52950931,16231.65909241,15446.10829078,785.55080167
altos,16519.6081154,10463.80754116,41636.48705723,39381.12629226,2255.36076493
alvorada do gurgueia,1881.43968311,1239.20064954,5509.1174429,5271.38243187,237.73501105
amarante,7390.13923407,4768.3270877,20171.00158757,18810.91479461,1360.08679291
angical do piaui,2962.8337295,1951.18768858,7746.12134599,7209.12124453,537.00010151
anisio de abreu,3669.40362698,2423.47051416,10267.35293086,9910.59723101,356.75569987
antonio almeida,1245.09441181,816.47193214,3085.39759611,2925.11537995,160.28221612
aroazes,2405.96270358,1697.31313303,7070.23707667,6702.02222333,368.21485331
aroeiras do itaim,1036.00041698,630.41700074,2627.74401574,2455.56360958,172.18040618
arraial,2004.1408913,1294.32985293,5959.42038191,5574.03639654,385.38398537
assuncao do piaui,2908.50223727,1872.05845931,8784.66916757,8350.74224637,433.92692118
avelino lopes,4486.27959331,3047.22878098,12705.80809043,12087.75764036,618.05045005
baixa grande do ribeiro,3886.45907924,2438.02603496,9828.84232835,9265.47070766,563.37162072
barra d'alcantara,1680.94855821,1083.40034612,4452.10152978,4091.00421034,361.09731948
barras,18036.73079049,11252.13971466,47882.0751877,45331.0792894,2550.99589835
barreiras do piaui,1227.54366915,764.47660655,3398.07348091,3296.77878637,101.29469458
barro duro,2826.36377158,1849.59385054,7928.54981367,7295.16861459,633.38119908
batalha,10560.75360084,6726.11934643,30290.43368714,28208.26096885,2082.17271827
bela vista do piaui,1489.58273595,937.98900452,3777.8046842,3612.46101686,165.34366736
belem do piaui,1341.62791847,916.37624978,3428.78265425,3288.46624016,140.31641411
beneditinos,4127.18999918,2704.97178942,11814.57098985,10826.24979717,988.32119267
bertolinia,2197.750173,1449.30255842,6155.26518564,5813.80536216,341.45982344
betania do piaui,2305.53162938,1474.55927081,6783.90491775,6440.65552135,343.2493964
boa hora,2463.11117257,1598.92313385,7195.30238962,6639.77967372,555.52271588
bocaina,1960.56857381,1224.27761998,4246.82960181,4082.12452106,164.70508072
bom jesus,9202.55585813,5462.20779894,21179.46735883,19989.27634839,1190.19101039
bom principio do piaui,2084.42298703,1306.18814978,5716.73698341,5521.75263603,194.98434742
bonfim do piaui,2257.76407227,1475.66199499,6353.86305539,6211.41665426,142.44640113
boqueirao do piaui,2522.81148988,1667.17325708,7557.97423039,7239.76773488,318.20649554
brasileira,3263.18537956,2103.55514108,8574.66591741,8245.12547519,329.54044221
brejo do piaui,1520.4235952,1037.87219539,4024.33856402,3926.30846526,98.03009876
buriti dos lopes,7739.87444385,4888.2221072,22420.76704227,20749.07393453,1671.69310772
buriti dos montes,3144.95100977,1880.78289764,7831.00017321,7514.62713068,316.3730426
cabeceiras do piaui,4073.349404,2316.06614033,10740.35473425,9871.37160787,868.98312639
cajazeiras do piaui,1349.00885665,852.98418209,3683.80066936,3339.32655272,344.47411664
cajueiro da praia,2801.73332561,1735.05584639,7938.79312396,7511.70395984,427.08916411
caldeirao grande do piaui,2321.90443174,1454.37705215,6213.05353556,5955.45007574,257.60345987
campinas do piaui,2266.46217071,1572.09414667,6225.96026086,5954.69719426,271.26306661
campo alegre do fidalgo,1852.355797,1123.45644573,4669.86675653,4482.1306371,187.73611948
campo grande do piaui,2292.36818047,1499.17857382,5708.05431862,5417.51550639,290.53881224
campo largo do piaui,2561.87413069,1577.80061122,7318.18143127,6828.86888025,489.31255106
campo maior,20285.21947391,12622.33188387,45752.58903522,43362.12647013,2390.46256515
canavieira,1539.15252439,796.7735832,3690.92866346,3503.11875439,187.80990911
canto do buriti,8329.41744321,5641.17607767,21773.61267125,20518.14221308,1255.47045815
capitao de campos,4564.55830231,2911.55267913,12495.1022838,12010.07069683,485.03158693
capitao gervasio oliveira,1510.93313686,1000.47183609,4145.62904137,4012.47522179,133.15381959
caracol,4036.33208015,2600.68218486,11208.74607688,10691.37862617,517.36745074
caraubas do piaui,2144.22130518,1390.01113497,5826.55748496,5535.33201636,291.22546856
caridade do piaui,1866.55816036,1135.25933152,5310.61189778,5191.80773801,118.80415978
castelo do piaui,7827.31016068,4611.60799333,20480.16753648,19753.39325924,726.77427722
