city,total
acaua,3267.08424224
agricolandia,2092.70062432
agua branca,6577.59315811
alagoinha do piaui,3398.80337604
alegrete do piaui,2364.62973667
alto longa,5991.63185199
altos,15908.14022215
alvorada do gurgueia,1978.73929691
amarante,6851.69992335
angical do piaui,2734.55348436
anisio de abreu,4317.73571381
antonio almeida,1269.79467085
aroazes,2502.07221074
aroeiras do itaim,1083.20643673
arraial,1715.69414998
assuncao do piaui,3035.27558426
avelino lopes,4928.10192162
baixa grande do ribeiro,4427.57500162
barra d'alcantara,1605.06345314
barras,18278.72574174
barreiras do piaui,1110.36720723
barro duro,2537.13103212
batalha,10696.22106545
bela vista do piaui,1895.85942282
belem do piaui,1429.87284781
beneditinos,4027.20852983
bertolinia,2215.25007403
betania do piaui,2744.47467259
boa hora,2542.87831387
bocaina,1958.77273014
bom jesus,8813.66611831
bom principio do piaui,2211.72976337
bonfim do piaui,2606.72129457
boqueirao do piaui,2693.55694284
brasileira,3628.43990478
brejo do piaui,1856.28737652
buriti dos lopes,7698.36352349
buriti dos montes,3430.83126805
cabeceiras do piaui,4350.8971681
cajazeiras do piaui,1296.45886074
cajueiro da praia,2948.43709975
caldeirao grande do piaui,2491.33444773
campinas do piaui,2355.05016901
campo alegre do fidalgo,2044.77475861
campo grande do piaui,2483.79723545
campo largo do piaui,2510.57592535
campo maior,18502.94537013
canavieira,1571.64941362
canto do buriti,8709.48862221
capitao de campos,4662.71616137
capitao gervasio oliveira,1633.35609266
caracol,4440.41837739
caraubas do piaui,2221.96057164
caridade do piaui,1930.47666838
castelo do piaui,7213.82573442
caxingo,2025.43315401
cocal,10683.7973816
cocal de telha,2003.60207329
cocal dos alves,2575.6751537
coivaras,1674.68003905
colonia do gurgueia,2481.13111737
colonia do piaui,2948.93467867
conceicao do caninde,1824.47971888
coronel jose dias,2150.50439808
corrente,9622.56274912
cristalandia do piaui,3040.48397576
cristino castro,3851.85152857
curimata,4264.83701256
currais,1939.01029087
curral novo do piaui,1992.69890436
curralinhos,1689.12094159
demerval lobao,5589.76961339
dirceu arcoverde,3181.64587462
dom expedito lopes,2983.9876361
dom inocencio,4255.49739102
domingos mourao,1678.16236108
elesbao veloso,6181.88024768
eliseu martins,1830.57385908
esperantina,15410.50899285
fartura do piaui,2178.88477683
flores do piaui,2027.66965719
floresta do piaui,1104.43342142
floriano,21411.89108765
francinopolis,2130.40776653
francisco ayres,1945.53994737
francisco macedo,1273.79339431
francisco santos,3859.3435098
fronteiras,4803.54590519
geminiano,2469.46250382
gilbues,3519.90154334
guadalupe,4059.44826222
guaribas,1836.38821032
hugo napoleao,1627.48758382
ilha grande,3584.48317173
inhuma,6251.0292266
ipiranga do piaui,3906.32242823
isaias coelho,3232.52619546
itainopolis,5245.81846314
itaueira,4823.59167002
jacobina do piaui,2612.73857211
jaicos,7810.19828891
jardim do mulato,1900.28924638
jatoba do piaui,2164.80063221
jerumenha,1719.18703118
joao costa,1233.04592597
joaquim pires,5509.15588009
joca marques,2030.89293085
jose de freitas,14832.73397126
juazeiro do piaui,1916.20510777
julio borges,2072.08539509
jurema,2121.68289052
lagoa alegre,3367.75458856
lagoa de sao francisco,2787.47294199
lagoa do barro do piaui,1891.27482677
lagoa do piaui,1710.57747198
lagoa do sitio,2306.24243257
lagoinha do piaui,1112.70765283
landri sales,2013.53886041
luis correia,12020.12127689
luzilandia,10408.94155888
madeiro,3265.64809179
manoel emidio,2307.06837069
marcolandia,3461.71876155
marcos parente,1790.5871124
massape do piaui,2757.1626811
matias olimpio,4213.18218868
miguel alves,12123.47120048
miguel leao,557.96486203
milton brandao,2951.8243384
monsenhor gil,4026.79960715
monsenhor hipolito,3213.824682
monte alegre do piaui,3672.54876371
morro cabeca no tempo,1688.44159213
morro do chapeu do piaui,2662.94601715
murici dos portelas,3419.21509678
