city,total
nazare do piaui,2979.21709971
nazaria,3415.56509361
nossa senhora de nazare,2056.06549548
nossa senhora dos remedios,3050.33037167
nova santa rita,1817.02431539
novo oriente do piaui,2714.02138275
novo santo antonio,1550.74158198
oeiras,13843.84383815
olho d'agua do piaui,1066.47708959
padre marcos,2919.25761288
paes landim,1587.23854959
pajeu do piaui,1740.4687883
palmeira do piaui,2117.74145298
palmeirais,5278.03956574
paqueta,1891.6449939
parnagua,3886.42409822
parnaiba,55973.36694038
passagem franca do piaui,1792.40919817
patos do piaui,2614.09659943
pau d'arco do piaui,1563.75337028
paulistana,8255.08620682
pavussu,1643.90890203
pedro ii,15244.7984698
pedro laurentino,1064.66448463
picos,31156.64140229
pimenteiras,5166.21943173
pio ix,7568.73800173
piracuruca,11719.55462781
piripiri,26015.9627392
porto,4325.38282322
porto alegre do piaui,1004.36391785
prata do piaui,1278.95180076
queimada nova,3472.34248486
redencao do gurgueia,3132.41664008
regeneracao,6898.60782402
riacho frio,1668.36408932
ribeira do piaui,1795.77184255
ribeiro goncalves,2717.49980426
rio grande do piaui,2727.71290599
santa cruz do piaui,2507.70591431
santa cruz dos milagres,1635.51206456
santa filomena,2172.32866546
santa luz,2362.15351975
santa rosa do piaui,2225.82462377
santana do piaui,2368.49374927
santo antonio de lisboa,2728.87597196
santo antonio dos milagres,838.25928687
santo inacio do piaui,1642.71604838
sao braz do piaui,2027.79844079
sao felix do piaui,1478.24891906
sao francisco de assis do piaui,2402.6103772
sao francisco do piaui,2531.43538121
sao goncalo do gurgueia,1077.55475592
sao goncalo do piaui,2089.21294089
sao joao da canabrava,1932.69415487
sao joao da fronteira,2216.7190222
sao joao da serra,2669.97316081
sao joao da varjota,1778.13414694
sao joao do arraial,2875.95973552
sao joao do piaui,7653.62931135
sao jose do divino,2188.96231819
sao jose do peixe,1411.88528431
sao jose do piaui,3187.96366481
sao juliao,2517.34154185
sao lourenco do piaui,2109.34782029
sao luis do piaui,1058.42088864
sao miguel da baixa grande,923.28423429
sao miguel do fidalgo,1145.9177201
sao miguel do tapuio,8097.36145852
sao pedro do piaui,5337.10775221
sao raimundo nonato,13879.87213374
sebastiao barros,1517.46929687
sebastiao leal,1974.81409596
sigefredo pacheco,4346.26654102
simoes,5906.52345826
simplicio mendes,5022.26317126
socorro do piaui,1925.30232013
sussuapara,2939.44145515
tamboril do piaui,1227.88866708
tanque do piaui,1083.54159057
teresina,310978.51389707
uniao,16752.89217299
urucui,7913.87093697
valenca do piaui,8454.67615228
varzea branca,2269.2955635
varzea grande,1759.4509132
vera mendes,1381.3093331
vila nova do piaui,1459.81557996
wall ferraz,1853.78167935
