city,total
abaiara,4352.64330846
acarape,6283.08383912
acarau,23188.84764794
acopiara,22994.57070027
aiuaba,6587.37323521
alcantaras,4436.72863551
altaneira,2719.29345505
alto santo,6957.63309708
amontada,15077.82269953
antonina do norte,2717.2297315
apuiares,5941.82889762
aquiraz,30381.92167868
aracati,28031.98391065
aracoiaba,10416.50160302
ararenda,4308.31660568
araripe,8378.06979932
aratuba,4535.74479132
arneiroz,3172.41085431
assare,8820.40632207
aurora,11079.99504792
baixio,2693.3187681
banabuiu,7001.0179026
barbalha,22387.38476807
barreira,8469.99613487
barro,8830.99930212
barroquinha,5779.88865616
baturite,12827.81081152
beberibe,21158.5099185
bela cruz,12531.56530297
boa viagem,21823.46840991
brejo santo,18351.61217523
camocim,23749.00505744
campos sales,10508.50552586
caninde,29373.90043223
capistrano,6748.7991351
caridade,8161.99180848
carire,7460.49431485
caririacu,10550.89329417
carius,8138.01740651
carnaubal,7017.1360447
cascavel,27551.66235556
catarina,8583.36876856
catunda,4090.46660494
caucaia,132587.95835444
cedro,10347.69892713
chaval,4880.8901034
choro,5129.4826615
chorozinho,8052.44502362
coreau,9525.71952525
crateus,30573.265637
crato,47208.73566021
croata,7188.98358131
cruz,9196.79757152
deputado irapuan pinheiro,4228.58054685
erere,2844.08038571
eusebio,19147.88059001
farias brito,8027.67814003
forquilha,8950.47906614
fortaleza,951810.09358062
fortim,6214.17370136
frecheirinha,5398.21134855
general sampaio,2429.68374965
graca,6389.16161324
granja,20119.31670553
granjeiro,1847.39611407
groairas,4269.13806681
guaiuba,9919.52098719
guaraciaba do norte,15914.11972173
guaramiranga,1673.36166919
hidrolandia,8281.15494932
horizonte,23516.48822583
ibaretama,5345.79913851
ibiapina,9797.44699863
ibicuitinga,4887.25511242
icapui,8619.86006636
ico,27619.81799798
iguatu,41073.69059017
independencia,10880.78858146
ipaporanga,5006.25816401
ipaumirim,5163.3508882
ipu,16613.1942578
ipueiras,14797.05626802
iracema,6163.54191807
iraucuba,8456.23274769
itaicaba,3283.7267786
itaitinga,14182.84200592
itapage,19511.50132797
itapipoca,45667.34448081
itapiuna,7267.61411891
itarema,14592.71328197
itatira,7069.21546367
jaguaretama,7673.54870695
jaguaribara,4326.83413017
jaguaribe,14434.35708453
jaguaruana,12674.91505841
jardim,10483.1221654
jati,3344.29202372
jijoca de jericoacoara,7403.93216967
juazeiro do norte,97172.70846196
jucas,10019.93527703
lavras da mangabeira,12850.24178217
limoeiro do norte,25579.43489102
madalena,7355.91117415
maracanau,86555.87408786
maranguape,45071.39146732
marco,9861.06128301
martinopole,3928.23194157
massape,13780.7714596
mauriti,18998.06035576
meruoca,5183.05509125
milagres,12177.52208761
milha,5815.49717195
miraima,5040.10310802
missao velha,14187.03999016
mombaca,18533.64174612
monsenhor tabosa,7183.72129695
morada nova,26930.38625711
moraujo,3302.00329466
morrinhos,8277.99256324
mucambo,5804.00723249
mulungu,4780.88830284
nova olinda,5692.17249527
nova russas,12877.48220299
novo oriente,12486.72136197
ocara,10048.66196102
oros,9530.99396734
pacajus,26918.91569899
pacatuba,29475.12382166
pacoti,4460.82321165
pacuja,2451.17267587
palhano,3798.23345101
palmacia,4521.21915345
paracuru,13118.51050828
paraipaba,12381.14194649
parambu,13326.88861346
paramoti,4399.36029326
pedra branca,17467.60596904
penaforte,3407.47029629
pentecoste,14938.63569521
pereiro,6364.77227701
pindoretama,7874.00124987
piquet carneiro,6774.74687092
pires ferreira,4233.89653202
poranga,4984.17520219
porteiras,6440.22803368
potengi,4040.46314014
potiretama,2697.59395681
quiterianopolis,8946.69994864
quixada,31790.79949429
quixelo,6925.43139223
quixeramobim,29958.69245118
quixere,8600.20927509
redencao,10778.90059722
reriutaba,8289.38271934
russas,28852.75974675
saboeiro,6695.65047825
salitre,6307.20409681
santa quiteria,18104.51803362
santana do acarau,11840.12250784
santana do cariri,6627.74055707
sao benedito,18423.63469108
sao goncalo do amarante,18145.87068441
sao joao do jaguaribe,3623.75721355
sao luis do curu,5131.32228747
senador pompeu,11437.23713527
senador sa,2683.93539417
sobral,73822.57419266
solonopole,7827.17596827
tabuleiro do norte,12855.23995655
tamboril,10495.45734084
tarrafas,3884.66053711
taua,24137.78002832
tejucuoca,6635.79446864
tiangua,29045.59419623
trairi,20761.33551051
tururu,5780.4204204
ubajara,13429.50886247
umari,3150.60058292
umirim,7222.79668061
uruburetama,7814.72222309
uruoca,5439.27642687
varjota,7130.61791094
varzea alegre,16168.7895547
vicosa do ceara,22007.12635736
