city,total,married,separated,divorced,widow,single
acaua,3950,1464,0,0,148,2339
agricolandia,4231,1768,35,19,173,2235
agua branca,11466,4568,157,69,551,6121
alagoinha do piaui,5576,2506,16,24,238,2792
alegrete do piaui,3678,1292,7,4,128,2246
alto longa,9589,3222,76,59,283,5948
altos,30809,9762,343,88,1119,19497
alvorada do gurgueia,3110,631,0,17,91,2371
amarante,13383,4005,37,72,608,8661
angical do piaui,5416,2119,30,49,245,2973
anisio de abreu,5531,2507,40,32,190,2762
antonio almeida,2235,860,4,0,32,1339
aroazes,4867,1591,25,11,142,3098
arraial,3662,1216,25,0,144,2277
assuncao do piaui,5176,1104,11,11,77,3972
avelino lopes,7544,3395,29,67,243,3810
baixa grande do ribeiro,5500,1399,11,0,122,3969
barra d'alcantara,3272,1101,9,10,57,2095
barras,31540,6428,128,52,889,24044
barreiras do piaui,2339,701,30,9,131,1468
barro duro,5399,1984,80,27,178,3130
batalha,18577,4801,75,87,641,12973
bela vista do piaui,2240,925,5,7,77,1227
belem do piaui,1964,589,8,9,38,1321
beneditinos,7765,2330,57,89,258,5030
bertolinia,4009,1604,29,0,141,2236
betania do piaui,6407,1301,23,16,221,4845
boa hora,4019,889,9,0,143,2978
bocaina,3564,1403,17,16,157,1972
bom jesus,12381,2726,83,53,413,9106
bom principio do piaui,3527,1136,12,8,65,2306
bonfim do piaui,3806,1782,3,21,111,1889
boqueirao do piaui,4347,1325,7,0,80,2935
brasileira,5839,1350,32,17,163,4276
brejo do piaui,3083,1078,15,5,91,1895
buriti dos lopes,14364,3191,81,46,392,10654
buriti dos montes,5477,1638,7,4,112,3717
cabeceiras do piaui,6677,1418,12,9,209,5029
cajazeiras do piaui,2111,814,6,4,66,1221
cajueiro da praia,4698,1649,0,0,128,2920
caldeirao grande do piaui,4162,1437,26,4,111,2585
campinas do piaui,4066,1419,10,8,174,2455
campo alegre do fidalgo,3442,1172,4,9,153,2104
campo grande do piaui,3798,1488,38,3,130,2139
campo largo do piaui,4190,588,7,0,107,3488
campo maior,35358,10735,490,250,1352,22531
canavieira,3205,1080,5,0,56,2064
canto do buriti,14619,4587,104,29,583,9316
capitao de campos,7850,3508,34,26,317,3964
capitao gervasio oliveira,2756,655,5,7,84,2005
caracol,6080,2985,42,32,197,2824
caraubas do piaui,3626,553,8,5,113,2947
caridade do piaui,3080,1242,27,14,90,1707
castelo do piaui,14194,4389,91,50,417,9247
caxingo,3052,479,19,0,80,2474
cocal,18060,5476,74,124,511,11875
cocal de telha,3380,1121,4,46,83,2126
cocal dos alves,3890,1256,0,0,79,2555
coivaras,2776,1132,0,0,71,1573
