city,total,has_children,children_born,children_borned_live,children_borned_dead
acaua,1900,1094,5314,5055,259
agricolandia,2171,1359,7057,6414,643
agua branca,6019,3715,16966,16021,945
alagoinha do piaui,2812,1655,7745,7283,462
alegrete do piaui,1827,1160,5762,5459,303
alto longa,4749,2802,14721,13545,1176
altos,15633,8985,43682,40877,2805
alvorada do gurgueia,1468,952,5093,4730,363
amarante,6870,4116,19412,17922,1490
angical do piaui,2782,1801,8222,7426,796
anisio de abreu,2710,1614,8024,7692,332
antonio almeida,1119,672,3171,3038,133
aroazes,2422,1524,7868,7184,684
arraial,1879,1204,5865,5338,527
assuncao do piaui,2584,1501,7861,7538,322
avelino lopes,3695,2340,12051,11423,628
baixa grande do ribeiro,2648,1572,8296,7745,551
barra d'alcantara,1696,976,4617,4196,421
barras,15639,9082,47499,44178,3322
barreiras do piaui,1112,699,3284,3062,222
barro duro,2773,1731,8524,7852,673
batalha,9110,5459,27444,25973,1471
bela vista do piaui,1045,651,3414,3173,241
belem do piaui,971,636,2955,2709,246
beneditinos,3829,2172,10705,10179,526
bertolinia,1987,1206,6398,6104,294
betania do piaui,3164,1818,9206,8715,491
boa hora,1921,1110,5845,5218,626
bocaina,1854,1083,4880,4561,319
bom jesus,6324,3629,17238,16395,843
bom principio do piaui,1624,976,5034,4717,317
bonfim do piaui,1859,1120,5686,5483,204
boqueirao do piaui,2191,1277,7056,6513,543
brasileira,2844,1646,8034,7516,518
brejo do piaui,1501,952,4838,4534,305
buriti dos lopes,7013,4186,22688,21457,1231
buriti dos montes,2593,1574,7607,7311,297
cabeceiras do piaui,3206,1938,9473,8827,645
cajazeiras do piaui,1017,592,3034,2817,217
cajueiro da praia,2232,1299,7686,7395,291
caldeirao grande do piaui,2105,1280,6012,5798,214
campinas do piaui,2058,1254,6032,5833,199
campo alegre do fidalgo,1727,997,5741,5433,308
campo grande do piaui,1842,1152,5303,5085,218
campo largo do piaui,2023,1215,6907,6522,385
campo maior,18383,11080,48615,45799,2815
canavieira,1505,927,4613,4296,317
canto do buriti,7410,4574,21222,19986,1237
capitao de campos,4024,2401,12490,11599,891
capitao gervasio oliveira,1267,777,3991,3883,109
caracol,2957,1772,9548,9034,514
caraubas do piaui,1680,1030,5441,5186,255
caridade do piaui,1453,783,4684,4443,241
castelo do piaui,7287,4374,23416,21728,1688
caxingo,1349,830,4643,4425,218
cocal,8876,5428,30153,28458,1694
cocal de telha,1683,1043,5189,4820,369
cocal dos alves,1921,1078,5207,5016,191
coivaras,1306,773,4225,3984,241
colonia do gurgueia,1904,1161,6559,6124,436
colonia do piaui,2767,1691,8686,8118,568
conceicao do caninde,1930,1172,6016,5771,245
coronel jose dias,1644,1045,5332,5101,230
corrente,8751,5157,23353,21912,1441
cristalandia do piaui,2335,1388,7265,6909,356
cristino castro,3487,2131,11307,10622,684
curimata,3543,2196,10503,9815,687
currais,1552,887,4302,4092,210
curral novo do piaui,1470,826,4801,4602,199
curralinhos,1347,859,4515,4247,268
demerval lobao,5090,3182,15470,14399,1071
dirceu arcoverde,2311,1421,7272,7074,198
dom expedito lopes,2466,1584,7500,7190,310
dom inocencio,3406,2027,10460,10001,459
domingos mourao,1489,873,5244,4818,426
elesbao veloso,6359,3764,18470,17538,933
eliseu martins,1676,1081,5763,5371,392
esperantina,13482,7882,39589,37436,2154
fartura do piaui,1655,1043,5719,5494,225
flores do piaui,1659,1019,4491,4250,241
floresta do piaui,968,616,3553,3422,131
floriano,23682,13559,59287,55852,3435
francinopolis,2122,1338,6347,5939,407
francisco ayres,2049,1151,6142,5673,469
francisco macedo,924,541,2884,2810,74
francisco santos,2801,1697,8476,8102,374
fronteiras,4050,2399,10828,10061,767
geminiano,1869,1088,5780,5380,400
gilbues,3689,2111,10654,10073,581
guadalupe,4169,2567,11444,10815,629
