city,total,has_children,children_born,children_borned_live,children_borned_dead
acrelandia,2585,1712,8056,7733,324
assis brasil,1223,798,3881,3647,234
brasileia,5973,3900,17704,16736,969
bujari,1850,1200,5568,5278,291
capixaba,1592,1123,5283,5000,283
cruzeiro do sul,24272,14518,69098,65647,3451
epitaciolandia,3925,2657,11968,11220,748
feijo,9372,5269,23099,22525,574
jordao,1215,510,2302,2219,83
mancio lima,3728,2331,11804,11419,385
manoel urbano,1999,1202,7285,6749,536
marechal thaumaturgo,2449,1417,7129,6889,240
placido de castro,5154,3370,15794,15034,761
porto acre,3706,2433,11510,10941,569
porto walter,1648,978,5307,5165,142
rio branco,100019,63645,239147,226922,12225
rodrigues alves,2493,1501,7932,7552,380
santa rosa do purus,659,404,2036,1998,38
sena madureira,9951,6105,31866,30061,1805
senador guiomard,6972,4707,20399,19631,768
tarauaca,8583,5147,25864,24809,1054
xapuri,4170,2787,12849,12152,697
