city,total,suitable,semi_suitable,inappropriate
inaciolandia,1564,4,1467,93
indiara,3382,55,3253,75
inhumas,12520,3467,8855,199
ipameri,6814,3337,3269,208
ipora,9565,210,9236,119
israelandia,930,0,893,38
itaberai,7943,511,7131,301
itaguari,1367,213,1085,69
itaguaru,1684,138,1523,22
itaja,1944,797,959,189
itapaci,3938,308,3447,184
itapirapua,3017,53,2739,225
itapuranga,7879,117,7448,313
itaruma,1648,391,1162,95
itaucu,2454,58,2333,63
itumbiara,24189,11149,12668,372
ivolandia,956,0,884,72
jandaia,1984,155,1712,117
jaragua,9248,477,8328,443
jatai,21421,9216,11686,519
jaupaci,947,13,904,30
jesupolis,603,14,574,15
joviania,2093,43,2012,39
jussara,5840,402,5234,204
leopoldo de bulhoes,2236,110,1945,181
luziania,35798,3189,29739,2870
mairipotaba,759,85,637,38
mambai,1105,89,1001,15
mara rosa,3347,119,2969,260
marzagao,562,2,534,25
matrincha,1286,6,1192,88
maurilandia,2592,25,2513,53
mimoso de goias,731,0,659,72
minacu,9004,694,8024,286
mineiros,10642,5929,4476,237
moipora,642,17,610,15
monte alegre de goias,1668,16,1439,213
montes claros de goias,2414,12,2247,155
montividiu,2140,55,1996,89
montividiu do norte,913,7,819,87
morrinhos,11549,3060,8293,197
morro agudo de goias,773,0,725,48
mossamedes,1713,19,1581,112
mozarlandia,2944,0,2758,186
mundo novo,2095,0,1782,313
mutunopolis,1154,0,1105,50
nazario,2000,96,1866,39
neropolis,4943,286,4567,91
niquelandia,10328,1822,7879,627
nova america,649,48,562,39
nova aurora,603,95,496,12
nova crixas,3010,684,2095,231
nova gloria,2706,0,2581,125
nova iguacu de goias,780,6,726,47
nova roma,926,14,866,46
nova veneza,1798,7,1742,49
novo brasil,1393,29,1298,66
novo gama,18620,3662,13945,1014
novo planalto,927,7,865,55
orizona,3847,44,3607,196
ouro verde de goias,1237,0,1149,88
ouvidor,1281,42,1202,38
padre bernardo,5681,108,4850,724
palestina de goias,983,11,895,77
palmeiras de goias,5357,288,4910,158
palmelo,705,52,651,2
palminopolis,1108,243,829,35
panama,884,59,793,32
paranaiguara,2548,1871,663,14
parauna,3136,689,2302,145
perolandia,638,13,581,44
petrolina de goias,3071,9,2890,172
pilar de goias,935,30,799,107
piracanjuba,7162,454,6298,411
piranhas,3665,117,3419,129
pirenopolis,5789,566,4930,293
pires do rio,7685,1003,6550,131
planaltina,18219,396,16308,1516
pontalina,5153,96,4928,129
porangatu,10942,119,10362,461
porteirao,820,132,670,18
portelandia,1042,6,972,63
posse,6168,9,5637,522
professor jamil,976,81,824,71
quirinopolis,11193,5640,5236,317
rialma,2861,265,2574,22
rianapolis,1225,160,1024,41
rio quente,627,52,550,25
rio verde,32783,14678,17260,845
rubiataba,5396,45,5181,170
sanclerlandia,2358,203,2114,41
santa barbara de goias,1423,27,1367,29
santa cruz de goias,998,4,907,87
santa fe de goias,1140,25,1082,34
santa helena de goias,9891,1677,7974,240
santa isabel,1100,47,981,72
santa rita do araguaia,1503,52,1441,10
santa rita do novo destino,733,3,619,111
santa rosa de goias,1083,0,1029,54
santa tereza de goias,1328,61,1216,51
santa terezinha de goias,3321,39,3042,240
santo antonio da barra,1119,55,1030,35
santo antonio de goias,838,11,815,12
santo antonio do descoberto,12995,69,11423,1503
sao domingos,2289,8,2053,228
sao francisco de goias,1675,12,1573,90
sao joao da parauna,631,259,365,7
sao joao d'alianca,1640,12,1509,119
sao luis de montes belos,8019,2671,5246,102
sao luiz do norte,1126,11,1004,112
sao miguel do araguaia,6298,80,5926,293
sao miguel do passa quatro,937,21,851,65
sao patricio,540,121,355,63
sao simao,4061,2751,1296,14
senador canedo,14249,193,13616,440
serranopolis,1943,149,1698,97
silvania,5731,466,4865,400
simolandia,1500,0,1440,60
sitio d'abadia,644,0,577,67
taquaral de goias,1104,7,1035,61
teresina de goias,634,11,561,62
terezopolis de goias,1336,0,1293,43
tres ranchos,877,3,847,26
trindade,22134,6288,15464,383
trombas,964,23,886,55
turvania,1589,76,1452,61
turvelandia,948,79,763,105
uirapuru,815,202,543,70
uruacu,9351,906,8150,294
uruana,4059,291,3660,108
urutai,929,50,852,26
valparaiso de goias,24540,4685,19436,419
varjao,1101,0,1035,66
vianopolis,3165,120,2913,132
vicentinopolis,1717,228,1458,30
vila boa,782,17,717,48
vila propicio,1183,0,1013,170
