city,total,suitable,semi_suitable,inappropriate
abreulandia,759.99999995,54.39485521,638.46211195,67.14303279
aguiarnopolis,1322.75000001,277.49620842,1010.0639102,35.18988139
alianca do tocantins,1720.0738283,254.6421192,1391.79267833,73.63903077
almas,2073.39830846,310.30306533,1681.72833296,81.36691017
alvorada,2582.61991141,163.87907324,2398.29074368,20.45009449
ananas,2639.32256813,519.5513552,2053.55126885,66.21994408
angico,839.8606572000001,-,781.32234848,58.53830872
aparecida do rio negro,1251.29394501,31.91108792,1169.35327472,50.02958237
aragominas,1693.99999999,181.997707,1329.6024923,182.39980069
araguacema,1835.57016293,309.01713589,1337.75511891,188.79790813
araguacu,2933.05109413,32.31125201,2798.03466447,102.70517765
araguaina,43814.31804081,6388.95589873,36906.26793073,519.09421135
araguana,1393.17961983,260.30471646,1106.93131855,25.94358482
araguatins,8166.00000002,16.57751934,7333.75215203,815.67032865
arapoema,1961.00000001,154.77516078,1769.9546875,36.27015173
arraias,3157.0204051,619.53215366,2385.31974703,152.16850441
augustinopolis,4316.0,315.45662365,3799.02707028,201.51630607
aurora do tocantins,1094.79941979,20.82366502,1030.81121639,43.16453838
axixa do tocantins,2456.99999998,344.47879089,2033.62126432,78.89994477
babaculandia,2505.39101379,269.91494754,1787.74223951,447.73382674
bandeirantes do tocantins,915.56792917,11.42009121,868.46317821,35.68465975
barra do ouro,1017.00000003,92.28380161,812.93811307,111.77808535
barrolandia,1570.6779265999999,274.67332868,1232.02243868,63.98215924
bernardo sayao,1343.92151812,132.00204978,1137.7439148,74.17555354
bom jesus do tocantins,1051.97662911,177.45598597,826.94361782,47.57702532
brasilandia do tocantins,610.00000001,23.21284723,566.31753672,20.46961606
brejinho de nazare,1519.26499344,49.23902449,1416.64600048,53.37996847
buriti do tocantins,2278.180003,301.30382626,1903.16595091,73.71022583
cachoeirinha,558.06955442,42.57331742,489.24995375,26.24628325
campos lindos,1868.4987851,8.49767184,1596.10841584,263.89269742
cariri do tocantins,1075.00000002,223.27276201,783.21826013,68.50897788
carmolandia,666.00000001,136.176982,508.10827932,21.71473869
carrasco bonito,938.00000001,201.97078941,699.99634953,36.03286107
caseara,1337.42630928,29.9442307,1143.30377793,164.17830065
centenario,701.99999998,163.28816085,456.34196467,82.36987446
chapada da natividade,927.99999999,298.08910792,541.61827074,88.29262133
chapada de areia,454.00000002,2.63088685,439.52138228,11.84773089
colinas do tocantins,9125.55303683,2145.35453506,6915.95813802,64.24036375
colmeia,2779.71024638,662.61389323,2076.28415022,40.81220293
combinado,1438.77502134,99.9659602,1333.46431224,5.3447489
conceicao do tocantins,1158.99999995,49.22506613,1005.35338354,104.42155028
couto magalhaes,1418.08450083,256.75929221,992.8877142000001,168.43749442
cristalandia,2261.90987791,143.86090103,2037.87546648,80.1735104
crixas do tocantins,490.0,63.92089329,392.39064717,33.68845954
darcinopolis,1482.14291173,428.86340352,949.50425,103.77525821
dianopolis,5156.00000002,588.83743835,4434.3307897,132.83177197
divinopolis do tocantins,1948.84357493,106.70026815,1776.22418717,65.91911961
dois irmaos do tocantins,2270.18049099,259.30904772,1791.74840017,219.1230431
duere,1444.5366872000006,133.52334071,1216.57770681,94.43563968
