city,total,has_children,children_born,children_borned_live,children_borned_dead
abadia de goias,1907,1293,4370,4062,307
abadiania,4357,2917,10859,10126,733
acreuna,7153,4882,16024,14993,1031
adelandia,952,645,2555,2409,146
agua fria de goias,1572,1008,4128,3950,178
agua limpa,858,610,2069,1991,78
aguas lindas de goias,37617,25104,82069,77841,4228
alexania,7969,5131,19563,18656,907
aloandia,863,603,2153,2035,118
alto horizonte,955,640,2137,2061,76
alto paraiso de goias,2231,1376,4912,4659,253
alvorada do norte,2987,1848,8182,7847,335
amaralina,1137,749,2711,2561,150
americano do brasil,1979,1365,4962,4697,265
amorinopolis,1683,1217,4202,3897,305
anapolis,121189,78220,258569,246959,11610
anhanguera,358,274,1071,990,82
anicuns,7519,5132,17807,16942,865
aparecida de goiania,133712,85509,273560,260468,13093
aparecida do rio doce,956,688,2373,2281,92
apore,1311,911,3262,3047,215
aracu,1682,1159,4182,4075,107
aragarcas,6697,4472,14606,13863,743
aragoiania,2553,1710,6066,5761,305
araguapaz,2839,1895,7449,7099,351
arenopolis,1547,1130,3982,3802,180
aruana,1889,1266,4634,4396,238
aurilandia,1786,1204,4630,4305,326
avelinopolis,1033,645,2417,2337,80
baliza,833,585,2164,2062,102
barro alto,2494,1657,6760,6390,370
bela vista de goias,7624,5314,18335,17229,1106
bom jardim de goias,3176,2201,8032,7705,327
bom jesus de goias,6341,4270,13731,13028,703
bonfinopolis,2063,1404,5136,4890,247
bonopolis,909,633,2425,2323,101
brazabrantes,1097,732,2611,2457,154
britania,2105,1415,5502,5112,390
buriti alegre,3644,2505,7935,7455,481
buriti de goias,1065,694,2689,2490,199
buritinopolis,1151,755,3752,3594,158
cabeceiras,2496,1629,7119,6612,506
cachoeira alta,3444,2391,8622,8045,577
cachoeira de goias,580,438,1629,1584,44
cachoeira dourada,3400,2279,8095,7533,562
cacu,4355,3048,10160,9577,583
caiaponia,5885,4084,13881,13101,779
caldas novas,19849,13121,40308,38293,2015
caldazinha,1043,724,2722,2503,219
campestre de goias,1182,814,3043,2803,240
campinacu,1355,877,3728,3525,203
campinorte,3851,2495,9323,8943,380
campo alegre de goias,1742,1140,3936,3691,245
campos belos,6654,3991,17744,16609,1135
campos verdes,2997,1979,7680,7197,483
carmo do rio verde,3211,2211,8449,7869,581
castelandia,1469,1017,3653,3398,255
catalao,26963,17187,55051,52086,2965
caturai,1698,1146,4034,3921,113
cavalcante,3066,2016,10441,9724,717
ceres,9321,6012,20700,19549,1151
cezarina,2551,1781,6505,5936,569
chapadao do ceu,1372,928,2741,2625,116
cidade ocidental,16023,10063,32306,30511,1796
cocalzinho de goias,5564,3583,14014,13156,859
colinas do sul,1301,850,4336,3833,502
corrego do ouro,1203,841,2986,2861,125
corumba de goias,3770,2309,9990,9446,543
corumbaiba,2608,1759,6102,5808,293
cristalina,12722,8380,29952,28087,1865
cristianopolis,1167,800,2576,2530,46
crixas,5603,3682,14090,13159,931
crominia,1482,1004,3313,3126,187
cumari,1259,830,2886,2702,184
damianopolis,1308,740,3804,3545,259
damolandia,1034,695,2469,2262,207
davinopolis,820,539,1785,1662,123
diorama,1003,708,2448,2278,170
divinopolis de goias,1950,1198,5635,5298,338
doverlandia,3220,2287,8315,7777,539
edealina,1500,1098,4065,3752,313
edeia,4034,2838,10013,9518,495
estrela do norte,1364,953,3542,3366,176
faina,2875,1953,7410,7069,341
fazenda nova,2779,1936,6941,6470,471
firminopolis,4161,2734,10019,9235,784
flores de goias,2573,1633,7255,6910,345
formosa,30979,19098,71593,67281,4312
formoso,2234,1507,5802,5594,208
goianapolis,4059,2620,9310,8813,497
goiandira,2117,1357,4902,4568,334
goianesia,19942,13193,47776,45708,2068
goiania,482363,290255,885880,843988,41892
goianira,7388,5056,16630,15804,826
goias,11034,7259,27938,26279,1659
goiatuba,12940,8577,28000,26502,1498
gouvelandia,1581,1090,3669,3492,177
guapo,5477,3677,13541,12861,680
guaraita,1115,762,2998,2771,227
guarani de goias,1696,1031,5118,4789,329
guarinos,1114,732,2940,2781,159
heitorai,1365,933,3632,3400,232
hidrolandia,5065,3441,11899,11533,366
hidrolina,1817,1247,4653,4467,186
iaciara,4269,2530,11460,10686,774
inaciolandia,2040,1389,4833,4677,156
indiara,4443,3130,10469,9877,592
inhumas,18397,12020,41848,39360,2488
ipameri,9388,6330,22056,20979,1077
ipora,13356,9068,31515,29912,1603
israelandia,1204,806,3050,2889,162
itaberai,11258,7633,27315,25737,1577
itaguari,1805,1196,4740,4406,334
itaguaru,2378,1582,6187,5825,362
itaja,2557,1767,6204,5832,373
itapaci,5555,3780,14546,13582,964
itapirapua,4416,2980,10857,9908,949
itapuranga,11217,7347,27840,26089,1751
itaruma,2027,1425,4684,4361,323
itaucu,3482,2327,8268,7971,297
itumbiara,34426,23315,72961,68043,4918
ivolandia,1179,849,3319,3041,278
jandaia,2523,1759,5941,5717,224
jaragua,13176,8642,31729,30208,1521
jatai,30883,20375,67146,63608,3538
jaupaci,1234,873,3319,3118,202
jesupolis,777,524,2241,2091,150
joviania,2742,1911,6485,6201,283
jussara,8234,5512,20673,19620,1053
leopoldo de bulhoes,2984,2017,7207,6798,408
luziania,53141,34447,123718,116241,7477
