city,total
novo xingu,1003.48756542
osorio,19337.11046565
paim filho,2320.89638309
palmares do sul,5417.41083084
palmeira das missoes,16072.17189761
palmitinho,3602.05312846
panambi,20073.14419487
pantano grande,4589.10482751
parai,3828.86524851
paraiso do sul,4056.03855903
pareci novo,1816.24440857
parobe,24779.67244846
passa sete,2745.12408034
passo do sobrado,3306.35102087
passo fundo,83519.96146244
paulo bento,1228.71197869
paverama,4333.44868638
pedras altas,1015.43034256
pedro osorio,3594.82778133
pejucara,2155.79918657
pelotas,144824.64382213
picada cafe,2833.04564208
pinhal,1375.39176785
pinhal da serra,1131.26460598
pinhal grande,2161.55772777
pinheirinho do vale,2455.78612849
pinheiro machado,5853.17559447
pirapo,1527.78687509
piratini,9301.97716475
planalto,5430.25000243
poco das antas,1135.05319484
pontao,2047.32547564
ponte preta,986.70642322
portao,14961.08204527
porto alegre,592187.93508768
porto lucena,3011.41701491
porto maua,1311.26251207
porto vera cruz,1006.48037289
porto xavier,5270.0316027
pouso novo,1001.84099641
presidente lucena,1379.55182913
progresso,3285.70609827
protasio alves,1142.68807526
putinga,2232.15574609
quarai,9823.80821427
quatro irmaos,909.13600228
quevedos,1399.45201566
quinze de novembro,2121.18907876
redentora,4371.3432058
relvado,1217.04184879
restinga seca,7896.49114465
rio dos indios,2002.1276292
rio grande,87691.27655978
rio pardo,18178.9368147
riozinho,2179.07074597
roca sales,5541.74789096
rodeio bonito,3009.20045815
rolador,1400.58469937
rolante,9781.4001364
ronda alta,4987.71646981
rondinha,3037.26333338
roque gonzales,3808.60616333
rosario do sul,18076.07532199
sagrada familia,1365.05028937
saldanha marinho,1572.18646359
salto do jacui,5671.28690907
salvador das missoes,1584.24166705
salvador do sul,3407.70873016
sananduva,8235.46781451
santa barbara do sul,4646.08227339
santa cecilia do sul,926.87220266
santa clara do sul,3195.21548469
santa cruz do sul,58140.18150889
santa margarida do sul,1198.17580403
santa maria,117026.02815957
santa maria do herval,3327.30918235
santa rosa,35147.28619704
santa tereza,984.65130441
santa vitoria do palmar,14107.60339154
santana da boa vista,4031.15967645
sant'ana do livramento,35871.23506374
santiago,23263.43257084
santo angelo,36507.30666518
santo antonio da patrulha,19024.20702007
santo antonio das missoes,5234.35750991
santo antonio do palma,1167.55542415
santo antonio do planalto,1083.92296555
santo augusto,7094.847631
santo cristo,8172.77691234
santo expedito do sul,1427.49084683
sao borja,28715.08414123
sao domingos do sul,1614.28638692
sao francisco de assis,9273.12484661
sao francisco de paula,9389.86135474
sao gabriel,27439.48519734
sao jeronimo,10095.23054741
sao joao da urtiga,2707.46475087
sao joao do polesine,1198.47757715
sao jorge,1550.22008428
sao jose das missoes,1407.65539436
sao jose do herval,1035.33414282
sao jose do hortencio,2326.51053836
sao jose do inhacora,1329.08892021
sao jose do norte,13195.09698885
sao jose do ouro,3660.60052555
sao jose do sul,1184.69041505
sao jose dos ausentes,1655.11574378
sao leopoldo,100140.87776088
sao lourenco do sul,22064.56864178
sao luiz gonzaga,16811.61081858
sao marcos,10230.11533037
sao martinho,3214.51670829
sao martinho da serra,1666.75381055
sao miguel das missoes,3929.55955767
sao nicolau,2821.51390185
sao paulo das missoes,3646.28722506
sao pedro da serra,1616.03431553
sao pedro das missoes,981.93108103
sao pedro do butia,1618.01084007
sao pedro do sul,8013.40212941
sao sebastiao do cai,10629.62635785
sao sepe,10884.22631206
sao valentim,1911.72032967
sao valentim do sul,1192.94282275
sao valerio do sul,1384.22456039
sao vendelino,1056.72302099
sao vicente do sul,4051.53461938
sapiranga,36445.17858385
sapucaia do sul,61699.32218617
sarandi,10681.70886514
seberi,5514.75207532
sede nova,1619.90792114
segredo,3795.10810443
selbach,2640.30018594
senador salgado filho,1500.6288877
sentinela do sul,2681.13776395
serafina correa,7391.55343457
serio,1296.44986459
sertao,3330.49145629
sertao santana,3065.7570245
sete de setembro,1129.13134482
severiano de almeida,2159.1000068
silveira martins,1288.37136477
sinimbu,5337.18239489
sobradinho,7142.77618553
soledade,14106.99452273
tabai,2131.0755049
tapejara,9622.62332608
tapera,5283.16015176
tapes,7736.82351575
taquara,25305.87957997
taquari,12683.05694274
taquarucu do sul,1679.47255607
tavares,2765.53337263
tenente portela,6839.43407612
terra de areia,4774.35884307
teutonia,14957.61807299
tio hugo,1463.7019241
tiradentes do sul,3496.21678668
toropi,1666.26888736
torres,16989.86651638
tramandai,19420.14451482
travesseiro,1330.42334173
tres arroios,1721.97110221
tres cachoeiras,5438.48531228
tres coroas,11420.65014724
tres de maio,12487.34963667
tres forquilhas,1600.57483048
tres palmeiras,2305.93638527
tres passos,12745.5987046
trindade do sul,3008.1150392
triunfo,12826.19749131
tucunduva,3303.7095559
tunas,2217.65768161
tupanci do sul,826.39929775
tupancireta,10055.25914647
tupandi,2191.8183744
tuparendi,4835.68561431
turucu,1896.40242729
ubiretama,1232.64298724
uniao da serra,887.56866511
unistalda,1263.82245861
uruguaiana,55213.27660378
vacaria,27999.64522063
vale do sol,6237.56312538
vale real,2823.25946493
vale verde,1795.23143328
vanini,1098.93941616
venancio aires,34835.10953828
vera cruz,12580.0630746
veranopolis,11656.07285449
vespasiano correa,1112.8584702
viadutos,2817.04870689
viamao,104293.89064621
vicente dutra,2672.80060936
victor graeff,1651.76274829
vila flores,1704.18773059
vila langaro,1153.78259028
vila maria,2276.87552887
vila nova do sul,2151.66531106
vista alegre,1483.61465949
vista alegre do prata,826.16489114
vista gaucha,1503.41341158
vitoria das missoes,1923.83691144
westfalia,1663.0599504
xangri-la,6111.17666519
