city,total
acegua,2058.33064098
agua santa,1971.56964374
agudo,8846.01904027
ajuricaba,3978.07002618
alecrim,3893.51258932
alegrete,34608.19364427
alegria,2380.8847094
almirante tamandare do sul,1216.64456449
alpestre,4206.29185482
alto alegre,1001.81907782
alto feliz,1539.43516133
alvorada,85669.02043501
amaral ferrador,3282.31667698
ametista do sul,3748.97518942
andre da rocha,660.39179975
anta gorda,3392.20122166
antonio prado,6848.19993334
arambare,1860.34240432
ararica,2593.54233259
aratiba,3628.57371034
arroio do meio,10118.57595832
arroio do padre,1417.60138635
arroio do sal,3986.17548655
arroio do tigre,6730.3281088
arroio dos ratos,6422.80683198
arroio grande,8480.95855397
arvorezinha,5324.93006706
augusto pestana,3989.68659853
aurea,1999.83672889
bage,49644.40080303
balneario pinhal,5101.23361249
barao,2903.21911975
barao de cotegipe,3347.00422138
barao do triunfo,3577.91616946
barra do guarita,1627.036483
barra do quarai,1740.8623568
barra do ribeiro,5780.51417868
barra do rio azul,1130.26598149
barra funda,1229.63275477
barracao,2868.69302435
barros cassal,5548.614034
benjamin constant do sul,1035.40824161
bento goncalves,54671.99620124
boa vista das missoes,1144.16692897
boa vista do burica,3723.48350123
boa vista do cadeado,1367.92675093
boa vista do incra,1291.02853181
boa vista do sul,1548.8169148
bom jesus,5073.27561599
bom principio,6149.25611828
bom progresso,1121.27926002
bom retiro do sul,5975.65525362
boqueirao do leao,3894.33625732
bossoroca,3345.00837746
bozano,1194.76439358
braga,1854.52560128
brochier,2598.52588994
butia,9354.81425995
cacapava do sul,15713.53597939
cacequi,6197.98020945
cachoeira do sul,40612.21360494
cachoeirinha,54813.84412418
cacique doble,2364.07603202
caibate,2692.63411165
caicara,2617.55227458
camaqua,30801.23778142
camargo,1401.304008
cambara do sul,3308.64932594
campestre da serra,1822.9988417
campina das missoes,3445.37031685
campinas do sul,2990.93578611
campo bom,29271.67686365
campo novo,2713.70727881
campos borges,1883.53583657
candelaria,15929.97067056
candido godoi,3702.47289093
candiota,4237.40604556
canela,17882.15612453
cangucu,27291.81858251
canoas,148364.61013381
canudos do vale,1049.39563079
capao bonito do sul,924.44655181
capao da canoa,20158.79822247
capao do cipo,1635.42818297
capao do leao,11129.42245159
capela de santana,5700.2885734
capitao,1392.01223297
capivari do sul,1946.10090209
caraa,3830.15127581
carazinho,28011.1571489
carlos barbosa,13804.78395522
carlos gomes,830.74165015
casca,4467.80517833
caseiros,1588.10750667
catuipe,5100.0052074
caxias do sul,212373.57193201
centenario,1625.4612599
cerrito,3106.01520845
cerro branco,2439.36643716
cerro grande,1301.41545306
cerro grande do sul,5049.41897148
cerro largo,6611.53774313
chapada,5252.19828153
charqueadas,14861.23267977
charrua,1757.43255475
chiapetta,2139.22122112
chui,2649.9648342
chuvisca,2646.8784685
cidreira,6148.51819725
ciriaco,2667.7175792
colinas,1388.85853445
colorado,1958.77023592
condor,3432.1173503
constantina,5219.1276281
coqueiro baixo,882.27394344
coqueiros do sul,1407.32332647
coronel barros,1381.63471416
coronel bicaco,3779.14028097
coronel pilar,1003.98030291
cotipora,2004.76866384
coxilha,1528.7348385
crissiumal,7747.40054083
cristal,3681.65525892
cristal do sul,1483.18709695
cruz alta,28767.97767592
cruzaltense,1184.25974606
cruzeiro do sul,6334.86794573
david canabarro,2558.51082218
derrubadas,1721.34591296
dezesseis de novembro,1465.31998548
dilermando de aguiar,1589.86751828
dois irmaos,13997.21368201
dois irmaos das missoes,1130.7892522
dois lajeados,1795.02970072
dom feliciano,7131.71461312
dom pedrito,17480.48278738
dom pedro de alcantara,1339.95126438
dona francisca,1691.23066114
doutor mauricio cardoso,2905.61840995
doutor ricardo,1097.89923608
eldorado do sul,15872.22205623
encantado,10475.00331398
encruzilhada do sul,11112.45709858
engenho velho,731.83158917
entre rios do sul,1531.81295364
entre-ijuis,4912.41735141
erebango,1422.37749113
erechim,47593.63080824
ernestina,1638.7789526
erval grande,2600.27811162
erval seco,4099.71549109
esmeralda,1590.47140431
esperanca do sul,1901.45702678
espumoso,7565.71671496
estacao,3257.2755961
estancia velha,21496.79613982
esteio,37465.3640829
estrela,15864.04033721
estrela velha,1869.739001
eugenio de castro,1540.42780278
fagundes varela,1380.13368673
farroupilha,32010.21592281
faxinal do soturno,3287.70161677
faxinalzinho,1283.38591838
fazenda vilanova,1735.35277981
feliz,6485.28149327
flores da cunha,13974.33086492
floriano peixoto,1067.95206899
fontoura xavier,5237.47651302
formigueiro,3480.77520403
forquetinha,1541.0586064
fortaleza dos valos,2386.53058337
frederico westphalen,14220.09908486
garibaldi,15451.32457516
garruchos,1632.0888238
gaurama,3124.18165755
general camara,4075.77531527
gentil,858.84780845
getulio vargas,8144.37520852
girua,8518.61846388
glorinha,3620.94158755
gramado,15941.1231245
gramado dos loureiros,1195.64222145
gramado xavier,1999.33309248
gravatai,118656.29066168
guabiju,849.39570425
guaiba,43634.18581192
guapore,11744.96684422
guarani das missoes,4239.60543088
harmonia,2242.05469724
herval,2993.54159092
herveiras,1551.22151367
horizontina,9881.85274928
hulha negra,2802.6416972
humaita,2716.41460701
ibarama,2386.25025583
ibiaca,2665.26019914
ibiraiaras,3961.65245863
ibirapuita,2151.84794879
ibiruba,10218.92939893
igrejinha,15972.16461887
ijui,39203.95606023
ilopolis,2214.22270538
imbe,8362.23703852
imigrante,1713.77763685
independencia,3592.81273061
inhacora,1163.17982019
ipe,3222.39094184
ipiranga do sul,1113.56207022
irai,4041.46841574
itaara,2480.46499528
itacurubi,1747.66604379
itapuca,1216.19195693
itaqui,17198.31550398
itati,1376.06616582
itatiba do sul,2224.46335771
ivora,1060.08388199
ivoti,10619.91935196
jaboticaba,2125.72094057
jacuizinho,1342.38108261
jacutinga,1894.91003773
jaguarao,12417.52171223
jaguari,6108.91464126
jaquirana,2056.81138446
jari,1912.61963227
joia,4205.89925753
julio de castilhos,8821.67572485
lagoa bonita do sul,1415.73144138
lagoa dos tres cantos,928.60006458
lagoa vermelha,13226.95257794
lagoao,3159.62570885
lajeado,36162.28465487
lajeado do bugre,1219.56776089
lavras do sul,3276.01850168
liberato salzano,3091.90620814
lindolfo collor,2800.05226442
linha nova,903.30878893
macambara,2434.78484476
machadinho,2768.17276319
mampituba,1632.53494809
manoel viana,3545.25631162
maquine,3613.56070345
marata,1386.55462649
marau,18320.804732
marcelino ramos,2602.54463289
mariana pimentel,1978.95220532
mariano moro,1185.51560956
marques de souza,2337.39032307
mata,2576.78907649
mato castelhano,1352.00185562
mato leitao,2083.24054077
mato queimado,1001.33482087
maximiliano de almeida,2512.07406568
minas do leao,3799.52953962
miraguai,2597.45912834
montauri,883.86221809
monte alegre dos campos,1542.00776925
monte belo do sul,1445.99249114
montenegro,28389.85821491
mormaco,1401.92529495
morrinhos do sul,1774.00122751
morro redondo,3427.81325375
morro reuter,3009.98915602
mostardas,5771.15843057
mucum,2638.27970008
muitos capoes,1502.60243627
muliterno,927.33910827
nao-me-toque,8497.21753846
nicolau vergueiro,962.14717568
nonoai,5666.74857772
nova alvorada,1791.44805266
nova araca,2155.89149122
nova bassano,4843.40164266
nova boa vista,1090.83345655
nova brescia,1747.51263239
nova candelaria,1686.52835282
nova esperanca do sul,2537.51431838
nova hartz,9349.09799697
nova padua,1368.91707944
nova palma,3182.11628892
nova petropolis,10069.81160456
nova prata,11746.25304987
nova ramada,1380.08972473
nova roma do sul,1810.05450241
nova santa rita,10861.70056703
novo barreiro,2198.98665274
novo cabrais,2225.60467698
novo hamburgo,112451.58535866
novo machado,2300.8690124
novo tiradentes,1216.44990318
