city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
florida,12.86,9.11,2.68,1.0,12.2,5.93,33.46,28.69
godoy moreira,28.97,15.38,6.3,1.73,29.66,11.49,62.38,37.24
guapirama,14.82,12.54,2.12,0.99,14.55,10.21,42.01,38.33
guaporema,16.96,12.19,2.71,0.98,15.72,8.2,43.8,39.81
iguaracu,15.05,9.55,2.16,0.54,14.02,7.51,42.01,30.8
iguatu,19.42,12.02,2.39,1.42,19.48,8.72,48.56,32.66
inaja,21.11,14.32,2.43,0.79,18.8,10.31,63.58,44.34
indianopolis,16.59,10.23,2.25,0.29,12.21,6.09,49.36,32.65
iracema do oeste,23.09,15.65,5.56,1.23,22,12.48,52.35,38.9
itaguaje,21.27,11.39,4.91,1.11,18.88,8.54,59.25,35.41
itauna do sul,20.45,19.28,4.24,1.31,17.51,14.07,53.76,53.8
ivatuba,15.34,7.02,3.34,0.49,14.76,5.11,44.05,27.15
jaboti,19.01,11.49,2.88,0.98,18.37,7.77,50.73,36.13
japira,17.2,10.99,2.63,1.15,16.47,8.39,46.53,30.45
jardim olinda,20.96,12.41,6.12,1.66,18.9,9.19,54.79,40.12
jundiai do sul,20.12,14.51,5.07,1.87,19.99,11.43,41.9,37.4
kalore,19.57,11.45,3,1.57,16.15,6.45,48.88,31.94
leopolis,16.44,11.52,1.44,0.88,14.84,8.3,50.89,33.82
lidianopolis,19.94,17.81,3.07,1.8,19.53,13.86,48.31,42.11
lobato,12.92,11.01,1.55,1.43,11.32,7.47,44.47,39.88
lupionopolis,18.71,11.02,3.09,1.33,15.85,8.49,47.64,28.87
manfrinopolis,18.46,14.6,2.86,1.89,19.6,12.19,49.01,41.71
marquinho,15.93,13.97,5.85,2.79,17.17,12.89,41.43,36.6
marumbi,15.86,12.98,2.36,0.95,15.67,10.72,37.03,35.59
mato rico,22.72,18.09,6.4,2.69,23.57,15.99,55,49.01
mirador,22.92,14.32,5.8,2.21,21.04,10.58,59.68,44.92
miraselva,17.78,9.86,1.4,0.34,15.74,6.5,51.09,27.44
munhoz de melo,15.83,10.71,2.75,0.94,14.19,7.25,38.01,30.15
nossa senhora das gracas,17.97,12.6,2.48,0.9,14.57,8.98,56.23,42.45
nova alianca do ivai,13.61,11.42,3.07,1.09,13.01,9.84,36.07,36.54
nova america da colina,17.87,13.84,4.21,1.34,17.82,10.86,47.72,42.11
nova santa barbara,20.3,16.41,4.59,1.8,18.23,12.31,50.61,43.81
novo itacolomi,21.09,10.35,4.62,1.73,17.57,6.87,57.8,29.78
ourizona,16.48,9.02,3.43,1.21,13.16,5.85,46.64,27.38
paranapoema,20.98,13.18,5.01,1.69,20.91,10.81,57.89,46.24
pato bragado,5.26,3.8,1.38,0.5,3.15,2.65,19.28,11.4
pinhal de sao bento,20.44,8.85,4.06,1.43,20,6.95,55.71,26.64
pitangueiras,15.03,12.24,1.42,0.43,14.74,9.4,43.06,39.47
planaltina do parana,17.98,13.12,5.01,1.33,15.02,9.79,46.93,39.1
porto amazonas,7.9,6.47,1.55,0.74,7.46,5.18,24.32,21.56
porto barreiro,12.92,10.18,3.56,1.34,14.1,9.6,32.52,26.81
porto rico,12.93,12.54,1.23,1.95,10.65,9.99,44.02,39.0
porto vitoria,8.27,6.04,2.79,0.93,7.82,5.28,21.16,15.2
prado ferreira,17.66,12.52,2.76,1.52,16.76,9.61,51.36,36.8
presidente castelo branco,15.56,12.43,2.72,0.71,13.66,10.12,53.99,41.89
quarto centenario,20.02,12.76,4.24,0.66,18.66,10.06,55.3,40.29
quatro pontes,2.43,1.24,0.53,0.32,2.08,1.1,5.97,2.6
ramilandia,22.82,15.37,6.19,0.97,24.31,13.22,56.29,45.28
rancho alegre,15.24,11.08,3.37,1.18,13.11,7.93,40.16,28.16
rancho alegre d'oeste,17.7,13.83,3.51,2.0,16.14,11.2,53.9,39.94
rio bom,21.25,8.46,2.39,1.14,17.35,5.4,55.19,22.78
rio branco do ivai,25.4,14.99,3.24,1.92,25.57,12.06,71.43,49.17
salgado filho,13.44,10.81,3.43,1.97,12.34,8.25,39.91,29.83
santa amelia,18.28,11.19,2.72,1.94,18.31,8.42,48.17,30.25
santa cecilia do pavao,23.05,17.83,4.04,2.12,21.21,14.53,58.31,44.58
santa ines,17.78,13.0,2.44,2.3,14.67,8.88,57.14,39.84
santa lucia,16.74,12.92,2.6,1.49,16.3,10.75,41.67,29.73
santa monica,22.32,12.87,2.83,1.76,20.43,9.39,60.99,42.29
santo antonio do caiua,19.38,12.98,3.31,1.35,16.19,8.98,54.01,38.61
santo antonio do paraiso,18.65,13.07,2.84,2.12,17.24,9.36,56.35,37.43
sao jose das palmeiras,22.46,14.14,4.86,1.2,23.75,11.04,53.49,40.56
sao manoel do parana,13.76,13.5,2.25,0.91,11.72,9.29,41.1,39.38
sao pedro do parana,17.3,11.79,5.17,2.01,15.46,7.6,45.94,35.87
serranopolis do iguacu,6.05,4.07,1.06,0.69,5.33,2.88,18.41,10.57
sulina,11.03,8.41,2.42,2.02,9.34,6.23,31.15,20.07
tamboara,15.34,10.94,2.09,0.99,11.51,7.91,46.4,33.04
uniflor,19.05,10.27,5.59,1.41,17.51,7.13,49.4,32.34
virmond,9.02,7.2,1.88,1.71,8.38,5.8,28.53,19.88
de 5.001 a 10.000 ,16.15,11.55,3.28,1.4,14.9,9.01,44.64,33.15
abatia,20.99,16.76,3.58,1.12,20.97,14.09,52.28,44.58
