city,total,married,separated,divorced,widow,single
agua branca,7801.04679504,3294.66088684,56.71774187,105.19487441,428.04327992,3916.430012
aguiar,4632.90263001,1700.36191937,16.79670358,64.57238769,262.47066283,2588.70095654
alagoa grande,23555.04460187,7902.89899975,233.66631334,294.38915925,1336.76676983,13787.3233597
alagoa nova,16183.769752,6165.95342916,192.19989884,300.8937781,977.01667503,8547.70597087
alagoinha,11139.5639234,3451.64004335,82.62754709,119.63022133,663.570831,6822.09528063
alcantil,4383.24748014,1249.7136531,48.43742961,60.70281002,210.48705541,2813.906532
algodao de jandaira,1904.34654726,613.70735366,18.20985911,18.26536476,103.12714095,1151.03682878
alhandra,14592.8949168,2908.12051955,39.0954646,255.9966899,602.24707338,10787.43516937
amparo,1713.89352388,626.96241864,17.23875844,16.6706927,87.73561386,965.28604024
aparecida,6442.98019917,3138.90796963,128.11201821,88.16837524,364.09926304,2723.69257305
aracagi,14496.00833937,4176.70926911,129.54043372,189.71507606,865.78977154,9134.25378894
arara,10590.8122717,3303.9920921,75.98708731,168.60836891,822.63239095,6219.59233243
araruna,15330.7603895,5155.17092978,137.52064037,301.72696503,761.241439,8975.10041532
areia,19715.09606389,6674.62664962,138.77261931,294.18128175,1126.56684663,11480.94866658
areia de baraunas,1612.4651215,565.22752567,20.66887116,7.98421596,65.57919264,953.00531607
areial,5379.9966525,1970.00087483,45.64519727,120.62262351,333.88894943,2909.83900746
aroeiras,15723.90730548,5341.71859203,151.41287113,140.95147898,980.43591073,9109.38845261
assuncao,2911.68267918,949.57470781,21.16233229,59.84052212,120.85722924,1760.24788772
baia da traicao,6310.5457885,1257.92276857,31.84582627,57.39349937,209.88372254,4753.49997175
bananeiras,18090.68213039,6294.60149893,165.53036262,133.35384754,985.31788864,10511.87853266
barauna,3472.98415495,1121.67059696,33.7741033,90.69366276,164.80118991,2062.04460202
barra de santa rosa,11738.87378138,3567.8918328,105.97198374,212.40328386,631.81066348,7220.7960175
barra de santana,6914.03062674,2572.631961,19.91983879,106.1260335,398.66703236,3816.68576109
barra de sao miguel,4733.75377739,1523.03700937,36.88692508,82.40714234,235.92053503,2855.50216557
bayeux,83431.90988733,26184.36185446,876.84367311,2565.21944468,4003.49780351,49801.98711157
belem,14475.97290283,4660.24707279,201.45164345,206.38227164,960.62551234,8447.26640261
belem do brejo do cruz,5976.29041883,1583.75073742,28.20499679,35.92454511,201.87674414,4126.53339537
bernardino batista,2462.04390413,691.961099,2.52946858,13.43093232,107.31218604,1646.81021819
boa ventura,4844.16618116,2089.081606,51.40638962,8.2570096,200.47624215,2494.94493379
boa vista,5209.00797009,1878.28524787,58.36568876,59.80879511,232.84897804,2979.69926031
bom jesus,1999.8339863,656.04367831,15.63542097,22.01531924,109.31134892,1196.82821886
bom sucesso,4329.74363257,1506.06707073,40.15210379,40.19413619,216.10675527,2527.22356659
bonito de santa fe,8729.13076292,2454.91343806,34.44417005,148.43976232,435.28151182,5656.05188067
boqueirao,14061.70028903,4383.15877566,211.12141676,343.04982784,759.20755271,8365.16271606
borborema,4147.09789743,1232.13862689,48.33769815,31.1668589,249.31779876,2586.13691473
brejo do cruz,10976.77325576,2829.44534746,71.37813898,89.87321968,548.7589202,7437.31762944
brejo dos santos,5225.49504803,2187.18709387,68.67219953,128.86760253,228.9787373,2611.7894148
caapora,16323.01539328,3058.36287857,49.20068126,213.26242583,575.34908364,12426.84032398
cabaceiras,4223.33173881,1630.18625032,24.53960554,71.8822856,251.11563369,2245.60796366
cabedelo,48625.01008147,14760.94458222,809.04492906,1783.94012287,2124.37080512,29146.7096422
cachoeira dos indios,8013.86079841,2946.06435362,102.04788852,75.30188322,454.49000774,4435.95666531
cacimba de areia,2997.87568909,1160.70545231,42.18246616,45.250171,126.05787155,1623.67972807
cacimba de dentro,13784.22406521,4870.83197875,101.39910179,150.43320182,836.31771458,7825.24206827
cacimbas,5192.22686153,1456.20536724,37.43088288,26.42940423,246.62120187,3425.54000531
caicara,6070.72373951,1806.84512352,38.00660453,85.84358336,376.53240746,3763.49602064
cajazeiras,49951.5416355,17378.31341077,627.96077175,1055.54701539,2886.13784853,28003.58258906
cajazeirinhas,2489.34228468,1067.49593977,13.15778871,14.64258019,106.75876365,1287.28721236
caldas brandao,4746.48419954,1399.18504965,31.05529518,69.11408313,255.84081742,2991.28895416
camalau,4807.15662163,1472.68516689,55.46638435,89.66812655,273.11066442,2916.22627942
campina grande,326979.96900238,115358.09698286,3859.10392622,12160.69143789,18243.31608301,177358.7605724
capim,4435.11333056,844.99836266,28.0055177,33.28602289,148.15464665,3380.66878066
caraubas,3235.06261622,1173.64558828,17.45468292,35.61176747,216.11034025,1792.2402373
carrapateira,1996.78043462,838.45451791,2.40185766,3.53974584,85.95228825,1066.43202496
casserengue,5801.97490425,1590.56930684,39.96101609,40.0291446,268.86238683,3862.55304989
catingueira,3980.55211273,1313.7651138,60.52147946,53.22976551,185.39200163,2367.64375233
catole do rocha,24247.35813363,9229.28243193,324.79013007,394.51083239,1184.19734209,13114.57739715
caturite,3753.45598724,1726.1423477,27.45858615,46.98485693,174.44411592,1778.42608054
conceicao,15433.68306959,6482.75466254,298.26678789,266.2173966,798.11851167,7588.32571089
condado,5541.27367167,2230.77232867,34.14001317,49.75052586,346.70708718,2879.90371679
conde,17298.11541881,4724.67360649,144.00332344,371.04252754,596.04812369,11462.34783765
congo,3929.15127673,1268.56828847,18.00195028,138.67761397,212.57788573,2291.32553828
coremas,12676.91924022,5643.94369658,142.79586582,248.67774142,702.47087597,5939.03106043
coxixola,1554.94875304,573.69613764,13.333548,20.55824712,97.3512909,850.00952938
cruz do espirito santo,13191.76153323,3132.04408079,87.95487939,223.61618374,645.12094976,9103.02543955
cubati,5607.04295927,1598.65368788,50.94690653,93.7497411,283.4283195,3580.26430426
cuite,16964.06281553,6230.08340152,154.10192474,252.24494492,851.94434086,9475.68820349
cuite de mamanguape,5168.07568916,1511.52148117,25.30409654,80.70983846,257.93486857,3292.60540442
cuitegi,5686.23886623,1309.47882621,70.01636671,49.4652657,351.69936447,3905.57904314
