city,total,adequada,semi_adequada,inadequada
acorizal,1444,324,940,180
agua boa,4379,337,3773,270
alta floresta,12434,179,11636,619
alto araguaia,3243,838,2333,72
alto boa vista,1582,11,1210,361
alto garcas,2324,37,2168,120
alto paraguai,2249,17,2001,231
alto taquari,1157,113,1003,40
apiacas,1752,0,1462,290
araguaiana,993,12,934,47
araguainha,379,0,370,9
araputanga,3534,221,3208,105
arenapolis,2978,188,2577,213
aripuana,6483,739,3992,1752
barao de melgaco,1810,217,1158,436
barra do bugres,6624,502,5609,513
barra do garcas,14311,5384,8642,285
brasnorte,2477,5,2094,378
caceres,21308,5313,13987,2008
campinapolis,2674,103,2057,514
campo novo do parecis,4496,252,4110,135
campo verde,4551,196,4096,258
campos de julio,800,6,743,51
canabrava do norte,1042,5,747,290
canarana,3869,0,3624,245
carlinda,3125,4,2511,610
castanheira,1994,23,1715,256
chapada dos guimaraes,4010,329,2894,788
claudia,2675,33,2481,161
cocalinho,1374,3,1206,165
colider,7666,90,7019,557
comodoro,3820,444,2887,489
confresa,4321,0,3132,1189
cotriguacu,1898,0,1567,331
cuiaba,126912,67861,57358,1693
denise,1974,132,1757,85
diamantino,4738,53,4344,341
dom aquino,2333,12,2218,103
feliz natal,1645,5,1333,308
figueiropolis d'oeste,1125,5,975,145
gaucha do norte,905,108,711,86
general carneiro,1027,0,939,88
gloria d'oeste,965,0,872,93
guaranta do norte,6996,26,6482,487
guiratinga,3499,1253,2173,73
indiavai,550,0,509,41
itauba,2152,5,1981,166
itiquira,2501,219,2183,99
jaciara,6131,1418,4643,70
jangada,1650,62,1192,397
jauru,3062,8,2636,418
juara,7585,515,6259,811
juina,9678,72,8670,937
juruena,1369,4,1213,152
juscimeira,3416,112,3113,192
lambari d'oeste,1183,10,1036,137
lucas do rio verde,5165,235,4836,95
luciara,596,0,522,74
marcelandia,3712,33,3160,519
matupa,2949,14,2676,259
mirassol d'oeste,6232,744,5218,270
nobres,3616,132,3200,284
nortelandia,1883,203,1625,55
nossa senhora do livramento,3121,12,2246,863
nova bandeirantes,1794,6,1399,389
nova brasilandia,1438,21,1269,148
nova canaa do norte,2950,10,2508,432
nova guarita,1378,0,1233,145
nova lacerda,851,23,700,128
nova marilandia,612,5,568,40
nova maringa,1019,0,853,166
nova monte verde,1768,0,1423,345
nova mutum,3761,29,3541,192
nova olimpia,3663,64,3521,78
nova ubirata,844,24,740,79
nova xavantina,5051,193,4656,202
novo horizonte do norte,846,6,754,86
novo mundo,1192,14,1033,145
novo sao joaquim,2460,10,2144,306
paranaita,2561,51,1956,554
paranatinga,3732,39,3304,389
pedra preta,3565,254,3163,148
peixoto de azevedo,6012,227,5245,540
planalto da serra,739,44,642,53
pocone,7363,356,6082,925
pontal do araguaia,1043,19,1000,24
ponte branca,653,283,365,5
pontes e lacerda,11472,631,9873,968
porto alegre do norte,2136,38,1660,438
porto dos gauchos,1485,47,1272,167
porto esperidiao,2442,10,2006,426
porto estrela,1129,0,909,220
poxoreo,5583,456,4646,481
primavera do leste,10387,479,9677,231
querencia,1835,6,1522,307
reserva do cabacal,665,5,609,51
ribeirao cascalheira,2349,0,1976,373
ribeiraozinho,604,0,593,11
rio branco,1446,10,1341,95
rondonopolis,40775,11649,28555,571
rosario oeste,4446,134,3592,720
salto do ceu,1261,172,979,110
santa carmem,729,7,685,37
santa terezinha,1430,88,1035,306
santo afonso,822,0,663,159
santo antonio do leverger,3699,185,2802,712
sao felix do araguaia,2768,3,2391,374
sao jose do povo,821,0,755,66
sao jose do rio claro,3217,31,3018,169
sao jose do xingu,1525,19,1265,241
sao jose dos quatro marcos,5321,2442,2657,222
sao pedro da cipa,960,41,882,38
sapezal,2093,39,1967,87
sinop,19374,357,17961,1056
sorriso,9432,1443,7847,141
tabapora,2689,0,2094,595
tangara da serra,15505,3100,12045,360
tapurah,2606,64,2331,211
terra nova do norte,3443,0,3087,356
tesouro,936,46,814,76
torixoreu,1368,296,1011,61
uniao do sul,1032,0,956,76
varzea grande,55071,12050,41699,1322
vera,2200,242,1883,75
vila bela da santissima trindade,2996,41,2152,803
vila rica,3792,39,3353,400
