city,total,regular,military_and_gov,irregular,entrepreneur,employers
monsenhor tabosa,501.1,602.91,853.7,341.85,532.55,2030.93
morada nova,523.55,776.66,1111.8,364.02,437.35,1734.84
moraujo,368.21,565.52,572.07,336.63,205.63,-
morrinhos,438.13,650.43,814.68,327.47,350.03,1637.28
mucambo,468.16,730.41,739.26,385.6,396.76,1730.17
mulungu,495.78,546.26,762.78,320.2,906.72,1876.06
nova olinda,529.42,552.2,705.48,336.59,622.55,3291.62
nova russas,465.32,772.49,1159.58,312.15,304.28,3489.38
novo oriente,617.11,883.82,365.54,460.45,498.52,2879.64
ocara,440.76,574.79,1021.19,356.64,353.93,387.41
oros,431.88,622.66,718.32,319.47,322.07,10529.33
pacajus,651.59,699.25,840.1,461.02,652.45,3080.98
pacatuba,649.36,678.99,1069.71,477.77,591.54,1927.59
pacoti,530.8,687.14,1190.13,357.77,384.17,4469.2
pacuja,424.29,594.59,610.74,359.69,317.42,5311.15
palhano,477.35,603.28,721.3,455.89,319.25,1681.29
palmacia,809.95,742.95,1001.52,354.02,327.9,14392.81
paracuru,608.07,702.96,1230.39,413,600.7,3190.71
paraipaba,561.58,628.78,872.61,350.81,568.41,4995.32
parambu,369.99,634.53,393.13,317.88,362.64,1941.15
paramoti,417.54,598.85,686.15,275.05,346.38,280
pedra branca,461.61,667.08,1174.51,343.01,383.79,801.98
penaforte,472.58,654.94,810.23,397.35,332.21,942.89
pentecoste,542.67,823.43,903.95,391.35,403.24,2587.82
pereiro,439.91,627.4,1068.84,361.5,250.59,1832.75
pindoretama,512.99,649.52,840.88,413.75,511.65,1421.18
piquet carneiro,452.02,650.11,689.94,352.87,402.72,916.41
pires ferreira,345.51,511.76,853.59,304.96,252.56,800
poranga,467.83,717.12,614.56,341.37,386.32,726.14
porteiras,344.94,597.02,983.67,306.8,255.85,440.93
potengi,501.29,866.8,2007.15,392.76,404.56,1105.34
potiretama,426.3,624.44,546.96,330.41,490.04,2946
quiterianopolis,435.49,598.75,620.89,312.71,401.74,3715.54
quixada,621.32,822.61,1257.63,422.06,521.51,2356.35
quixelo,353.75,558.83,1010.8,313.77,253.67,2983.14
quixeramobim,611.58,789.14,1084.25,452.11,666.28,1863.01
quixere,479.78,628.38,805.28,373.26,408.7,1167.19
redencao,495.14,660.52,1067.78,336.03,468.31,1210.13
reriutaba,488.97,589.12,882.41,296.67,595.04,713.08
russas,630.82,696.06,1135.59,453.13,536.88,2249.43
saboeiro,440.25,622.91,793.02,318.87,521.94,-
salitre,301.19,615.95,479.86,291.31,247.66,667.63
santa quiteria,537.81,737.61,920.93,361.13,376.02,3721.83
santana do acarau,562.58,624.02,1670.5,337.53,557.3,227.93
santana do cariri,405.4,698.76,1028.25,367.98,270.52,1327.62
sao benedito,451.91,780.29,1411.96,293.4,458.61,1017.93
sao goncalo do amarante,649.1,695.01,1012.44,501.29,657.56,795.91
sao joao do jaguaribe,522.2,843.67,1618.34,369.54,406.57,2876.28
sao luis do curu,491.07,643.94,734.03,373.5,500.15,2314.45
senador pompeu,523.3,661.47,1056.94,355.72,427.29,978.97
senador sa,345.47,565.21,548.49,326.29,270.86,-
sobral,804.06,835.58,1806.59,509.82,813.19,4245.22
solonopole,462.7,721.57,759.69,355.01,368.92,1153.34
tabuleiro do norte,772.71,888.58,1728.06,564.19,715.66,4406.14
tamboril,394.99,621.25,1120.29,329.56,279.78,666.39
tarrafas,476.06,600.06,-,347.43,432.93,1659.34
taua,596.16,755.02,1891.66,402.92,577.15,1418.53
tejucuoca,391.32,615.8,666.38,275.77,331.49,4359.03
tiangua,685.74,781.68,1846.84,413.27,772.79,3142.08
trairi,438.54,733.7,1279.1,311.58,331.76,2177.73
tururu,437.26,655.33,718.81,347.07,339.95,-
ubajara,562.1,770.27,1509.59,364.79,522.29,1940.61
umari,464.68,741.07,690.34,311.68,459.71,2345.27
umirim,447.53,661.04,739.54,375.1,312.51,1020
uruburetama,518.2,567.67,716.68,306.48,755.84,2364.24
uruoca,349.85,446.57,680.19,300.95,258.19,1804.38
varjota,490.13,818.41,580.14,389.94,452.23,2057.81
varzea alegre,449.42,608.73,1877.58,342.15,468.89,1107.19
vicosa do ceara,380.18,595.83,1123.54,247.81,316.01,1834.62
