city,total,married,separated,divorced,widow,single
alto alegre,13444,3687,58,14,168,9517
amajari,3596,763,16,15,133,2668
boa vista,150215,38455,1933,2386,3840,103601
bonfim,6165,1476,20,27,118,4524
canta,6098,1656,28,29,62,4322
caracarai,10103,2659,123,59,234,7027
caroebe,4176,1299,40,28,95,2713
iracema,3448,743,25,15,97,2568
mucajai,8370,2566,217,57,241,5289
normandia,4013,586,6,7,44,3371
pacaraima,4715,1585,16,43,71,3001
rorainopolis,12664,3918,80,79,260,8328
sao joao da baliza,3745,1125,15,22,88,2495
sao luiz,3976,1296,28,17,97,2538
uiramuta,3652,1730,26,0,134,1763
