city,total,has_children,children_born,children_borned_live,children_borned_dead
alto alegre,6354,3573,15222,14150,1072
amajari,1560,1074,4504,4197,308
boa vista,75437,46159,168765,160456,8309
bonfim,2830,1796,7456,7169,287
canta,2601,1654,7512,7023,489
caracarai,4647,3003,13654,13050,604
caroebe,1905,1137,5095,4970,126
iracema,1546,1015,4875,4565,310
mucajai,3800,2312,10331,9747,584
normandia,1916,1121,4891,4641,251
pacaraima,2179,1329,6298,5953,345
rorainopolis,5771,3359,15815,15049,766
sao joao da baliza,1711,1101,4985,4729,256
sao luiz,1838,1146,5397,4966,431
uiramuta,1701,994,5210,4957,253
