city,total,regular,military_and_gov,irregular,employers,entrepreneur
abreulandia,200,270,278,200,0,180
aguiarnopolis,200,250,500,183,151,151
alianca do tocantins,200,250,245,151,720,220
almas,200,250,230,151,450,250
alvorada,200,260,300,151,600,300
ananas,151,300,245,150,1500,160
angico,195,300,208,118,200,250
aparecida do rio negro,151,200,227,150,1400,151
aragominas,175,250,206,150,0,180
araguacema,180,270,250,151,250,350
araguacu,200,300,186,151,2500,300
araguaina,230,300,450,151,1500,300
araguana,226,302,500,151,500,300
araguatins,151,250,266,140,1200,151
arapoema,226,280,251,180,2200,350
arraias,151,250,320,150,2000,180
augustinopolis,200,220,420,150,1500,180
aurora do tocantins,151,250,200,151,4000,152
axixa do tocantins,151,300,193,130,500,120
babaculandia,151,170,250,139,1000,151
bandeirantes do tocantins,200,200,236,150,1500,300
barra do ouro,151,220,151,151,0,151
barrolandia,160,252,200,151,1750,350
bernardo sayao,200,270,220,151,1500,300
bom jesus do tocantins,151,151,440,151,500,300
brasilandia do tocantins,180,227,180,151,750,200
brejinho de nazare,200,247,500,151,800,300
buriti do tocantins,161,361,230,119,1000,200
cachoeirinha,151,151,151,150,0,200
campos lindos,161,151,0,166,800,151
cariri do tocantins,200,302,220,151,5130,250
carmolandia,200,260,413,160,0,151
carrasco bonito,150,150,180,80,0,120
caseara,164,275,248,151,0,200
centenario,150,166,230,100,160,72
chapada da natividade,195,200,184,195,600,151
chapada de areia,151,200,150,151,758,453
colinas do tocantins,200,240,300,150,2000,300
colmeia,160,184,183,150,500,200
combinado,151,300,328,151,2000,200
conceicao do tocantins,151,290,251,100,3000,200
couto de magalhaes,170,220,240,151,0,200
cristalandia,162,225,258,130,1164,200
crixas do tocantins,180,300,200,151,500,150
darcinopolis,151,250,160,151,600,151
dianopolis,200,300,302,151,1700,250
divinopolis do tocantins,200,257,166,151,1500,300
dois irmaos do tocantins,151,220,151,150,350,200
duere,200,250,224,170,1000,200
esperantina,151,300,200,100,700,150
fatima,230,250,365,151,300,250
figueiropolis,200,300,315,151,600,200
filadelfia,151,151,183,151,10000,180
formoso do araguaia,218,325,218,151,1000,235
fortaleza do tabocao,200,280,204,160,2000,300
goianorte,151,230,280,140,1000,200
goiatins,157,236,265,150,300,200
guarai,200,280,300,151,800,250
gurupi,250,300,400,151,1000,300
ipueiras,151,450,180,150,0,151
itacaja,151,237,240,120,800,150
itaguatins,151,300,200,100,0,150
itapiratins,151,1183,151,60,0,300
itapora do tocantins,187,226,200,165,0,350
jau do tocantins,151,225,265,150,1000,150
juarina,151,300,220,100,1500,200
lagoa da confusao,240,300,240,180,1250,250
lagoa do tocantins,150,292,45,150,0,151
lajeado,300,350,330,151,1000,150
lavandeira,183,160,189,151,0,150
lizarda,151,200,180,151,0,150
luzinopolis,100,180,240,65,2000,100
marianopolis do tocantins,200,300,225,180,6000,200
mateiros,200,0,400,200,0,200
maurilandia do tocantins,150,1200,167,151,50,120
miracema do tocantins,300,400,360,151,600,300
miranorte,200,290,200,150,1000,200
monte do carmo,151,275,253,151,0,150
monte santo do tocantins,200,400,300,153,180,300
muricilandia,200,300,230,151,5000,200
natividade,180,302,227,151,1000,240
nazare,168,300,234,126,1000,100
nova olinda,193,225,250,151,1800,300
nova rosalandia,200,260,204,150,100,240
novo acordo,157,250,212,151,800,150
novo alegre,200,300,250,105,800,200
novo jardim,151,300,260,151,0,200
oliveira de fatima,160,151,194,225,151,180
palmas,310,350,478,180,1700,400
palmeirante,153,290,208,120,300,200
palmeiras do tocantins,180,250,180,150,300,250
palmeiropolis,151,300,260,120,500,200
paraiso do tocantins,209,270,280,151,2000,300
parana,151,200,178,151,1500,170
pau d'arco,180,375,302,151,2500,200
pedro afonso,180,300,403,150,1000,200
peixe,200,300,226,151,1000,210
pequizeiro,180,305,226,100,1500,200
pindorama do tocantins,150,222,226,150,150,120
piraque,180,250,205,100,0,200
pium,180,270,280,151,1000,180
ponte alta do bom jesus,151,380,230,151,1000,100
ponte alta do tocantins,200,250,270,151,3000,200
porto alegre do tocantins,151,200,151,130,600,200
porto nacional,222,270,400,151,1000,300
praia norte,100,224,215,100,0,100
presidente kennedy,180,300,200,151,1800,300
pugmil,180,210,199,150,180,200
recursolandia,200,200,220,115,500,250
riachinho,151,300,163,100,500,250
rio da conceicao,151,270,300,70,0,100
rio dos bois,200,250,150,150,206,300
rio sono,200,260,250,150,900,200
sampaio,150,151,270,65,151,100
sandolandia,225,250,230,200,3000,250
santa fe do araguaia,239,280,220,200,2000,250
santa maria do tocantins,150,200,138,100,400,100
santa rita do tocantins,200,214,250,200,0,151
santa rosa do tocantins,180,241,250,151,40,200
santa tereza do tocantins,200,233,500,151,0,300
santa terezinha do tocantins,150,240,427,90,0,90
sao bento do tocantins,150,280,226,102,0,200
sao felix do tocantins,178,300,235,151,3000,20
sao miguel do tocantins,180,280,300,151,200,200
sao salvador do tocantins,151,300,240,150,200,150
sao sebastiao do tocantins,200,275,230,150,3336,200
sao valerio da natividade,180,302,307,151,2000,200
silvanopolis,151,225,252,120,0,140
sitio novo do tocantins,170,180,200,150,600,250
sucupira,200,280,340,151,4000,226
taguatinga,180,300,230,151,1700,250
taipas do tocantins,230,151,180,151,0,1200
talisma,200,225,250,151,500,300
tocantinia,200,312,280,136,600,150
tocantinopolis,151,308,280,130,2000,170
tupirama,151,210,229,100,1500,200
tupiratins,150,151,151,84,0,150
wanderlandia,151,250,220,147,500,150
xambioa,151,244,186,150,1000,200
