city,total,married,separated,divorced,widow,single
acailandia,66577,18962,547,253,1643,45173
afonso cunha,3380,795,16,0,92,2477
agua doce do maranhao,7298,1690,86,7,196,5320
alcantara,16389,2219,70,22,395,13683
aldeias altas,13954,2918,22,16,227,10770
altamira do maranhao,6492,2186,51,15,154,4086
alto alegre do maranhao,15392,3974,54,8,574,10782
alto alegre do pindare,21545,8362,102,101,614,12366
alto parnaiba,7534,2480,73,48,284,4648
amapa do maranhao,3784,933,8,0,65,2778
amarante do maranhao,22698,7388,218,52,559,14481
anajatuba,17559,3246,10,51,390,13861
anapurus,7553,2060,12,11,180,5291
apicum-acu,7859,1711,47,4,176,5922
araguana,6678,2359,47,0,268,4004
araioses,26108,5082,19,25,894,20088
arame,21267,6322,18,41,360,14526
arari,20177,5421,49,65,452,14190
axixa,7639,1582,20,15,176,5846
bacabal,71313,18977,520,473,2537,48806
bacabeira,7921,1266,0,0,189,6466
bacuri,11214,2181,72,10,336,8615
bacurituba,3562,682,0,20,122,2737
balsas,44118,14760,420,184,1304,27450
barao de grajau,12044,2368,51,41,358,9226
barra do corda,58161,19355,419,253,2697,35437
barreirinhas,28171,8204,37,24,693,19214
bela vista do maranhao,7330,2543,8,0,280,4499
belagua,3386,1271,4,0,96,2016
benedito leite,4059,1593,7,23,94,2343
bequimao,15451,3106,62,66,561,11656
bernardo do mearim,4048,1370,63,15,204,2396
boa vista do gurupi,3498,394,7,12,96,2989
bom jardim,26147,8773,162,80,920,16211
bom jesus das selvas,12026,2947,30,0,341,8708
bom lugar,8716,2369,27,25,261,6034
brejo,20959,4128,14,5,597,16214
brejo de areia,7297,2110,7,6,181,4993
buriti,17356,3788,51,25,317,13174
buriti bravo,15952,4638,181,53,725,10355
buriticupu,36611,11145,215,22,617,24611
buritirana,10173,3053,11,10,270,6829
cachoeira grande,4833,790,4,2,97,3940
cajapio,7271,1684,0,11,186,5390
cajari,9644,1950,11,0,180,7502
campestre do maranhao,8514,2827,38,12,274,5362
candido mendes,12393,2487,26,56,424,9400
cantanhede,12685,2354,37,44,362,9888
capinzal do norte,8070,2385,108,12,290,5275
carolina,18288,5238,101,130,853,11966
carutapera,13285,2831,93,52,320,9988
caxias,108002,24411,839,541,3297,78914
cedral,7654,1324,48,6,186,6089
central do maranhao,5283,602,14,10,105,4551
centro do guilherme,4311,1505,70,77,50,2608
centro novo do maranhao,10029,2367,42,21,104,7496
chapadinha,45899,11883,273,107,1262,32373
cidelandia,8903,2570,48,0,234,6050
codo,84378,18604,475,184,2216,62899
coelho neto,31701,7507,119,149,675,23251
colinas,26183,6946,170,41,1013,18012
conceicao do lago-acu,7684,1160,0,0,137,6388
coroata,42361,12769,338,106,1744,27405
cururupu,25791,4598,73,117,850,20153
davinopolis,9150,2487,53,36,349,6226
dom pedro,16918,6855,151,46,681,9185
duque bacelar,6717,1792,44,3,158,4720
esperantinopolis,15942,6887,220,9,577,8249
estreito,17358,5610,270,117,477,10884
feira nova do maranhao,5407,1845,11,0,75,3476
fernando falcao,3332,937,0,0,90,2306
formosa da serra negra,9704,4159,42,82,205,5215
fortaleza dos nogueiras,8284,3229,37,10,210,4798
fortuna,10892,4930,85,72,481,5324
godofredo viana,5158,988,105,0,101,3964
goncalves dias,12796,4454,29,9,519,7785
governador archer,6918,1889,92,6,286,4645
governador edison lobao,8196,2395,51,33,247,5469
governador eugenio barros,10893,2645,58,12,230,7949
governador luiz rocha,4797,1734,26,12,105,2919
governador newton bello,8583,2942,13,27,257,5344
governador nunes freire,18521,5543,87,34,365,12492
graca aranha,4704,1555,27,0,159,2963
grajau,33992,8874,350,122,1112,23534
guimaraes,9897,1785,34,42,262,7775
humberto de campos,14799,2443,16,17,368,11955
icatu,15254,2083,13,10,473,12675
igarape do meio,7218,1905,45,21,182,5066
igarape grande,7624,2591,72,56,238,4668
imperatriz,180568,59187,2395,1637,7294,110055
itaipava do grajau,9335,2151,77,0,242,6865
itapecuru mirim,31830,5684,187,97,719,25144
itinga do maranhao,17247,5597,116,79,541,10914
jatoba,3677,940,0,0,108,2629
jenipapo dos vieiras,7102,1789,0,7,143,5163
joao lisboa,18511,5519,115,98,617,12163
joselandia,10906,4586,85,10,480,5746
junco do maranhao,3990,1377,13,4,105,2490
lago da pedra,30198,9868,182,82,1123,18944
lago do junco,7322,2562,36,0,191,4533
lago dos rodrigues,6381,2180,75,27,238,3861
lago verde,9565,2437,88,17,347,6677
lagoa do mato,7166,1301,11,0,104,5750
lagoa grande do maranhao,5939,1821,24,0,106,3988
lajeado novo,4242,1312,8,34,102,2787
lima campos,8467,3238,42,31,475,4680
loreto,7350,2949,53,4,205,4139
luis domingues,4217,1101,6,0,130,2980
magalhaes de almeida,9784,2553,27,17,237,6950
maracacume,10892,2696,34,41,391,7731
maraja do sena,4855,1588,10,4,86,3168
maranhaozinho,6123,1637,25,4,179,4278
mata roma,8697,2485,48,5,224,5935
matinha,15314,4072,48,35,518,10641
matoes,19716,5459,69,46,544,13598
matoes do norte,5364,980,3,3,82,4296
milagres do maranhao,3693,1061,16,0,88,2528
mirador,14495,6321,48,32,706,7388
miranda do norte,12394,2806,39,9,296,9244
mirinzal,9801,2195,30,17,287,7271
moncao,18165,3733,84,46,616,13687
montes altos,7810,2185,40,8,193,5384
morros,10124,1554,0,0,349,8222
nina rodrigues,5834,1022,37,0,127,4648
nova colinas,2799,1224,26,7,107,1436
nova iorque,3487,1359,5,0,99,2024
nova olinda do maranhao,11642,3351,77,34,380,7799
olho d'agua das cunhas,11140,3302,138,16,542,7142
olinda nova do maranhao,7622,2174,10,28,261,5150
paco do lumiar,59585,15615,856,305,1490,41319
palmeirandia,13276,2023,54,13,294,10891
paraibano,13675,4778,67,19,433,8378
parnarama,24257,6832,288,30,753,16355
passagem franca,11194,3024,52,26,385,7708
pastos bons,11696,4704,97,26,386,6483
paulino neves,7933,1403,23,5,94,6408
paulo ramos,14076,4850,32,39,453,8703
pedreiras,31518,11198,361,126,1566,18267
pedro do rosario,12909,2691,23,7,259,9930
penalva,21963,5596,56,52,671,15588
peri mirim,10159,2051,21,25,416,7646
peritoro,12979,3274,108,65,433,9099
pindare-mirim,20902,5308,0,93,712,14789
pinheiro,52753,11918,222,187,1691,38735
pio xii,21099,6775,105,28,826,13365
pirapemas,11028,2647,12,14,333,8022
pocao de pedras,17507,6158,115,44,586,10604
porto franco,12884,4589,148,123,463,7561
porto rico do maranhao,5023,900,0,5,158,3959
presidente dutra,30515,10713,132,190,1110,18370
presidente juscelino,7391,1109,3,12,90,6177
presidente medici,3788,980,18,4,144,2642
presidente sarney,9849,1861,30,28,282,7648
presidente vargas,7823,1963,13,0,165,5681
primeira cruz,7731,1221,19,5,287,6200
raposa,12723,2508,178,122,240,9674
riachao,15695,5431,176,72,635,9382
ribamar fiquene,4807,1531,51,25,171,3029
rosario,25302,4021,108,49,601,20523
sambaiba,3746,1481,8,13,163,2082
santa filomena do maranhao,3396,1263,19,0,112,2002
santa helena,23136,4581,91,51,569,17845
santa ines,52741,17794,561,325,2451,31610
santa luzia,50354,16332,237,84,1370,32330
santa luzia do parua,14912,4465,41,5,376,10025
santa quiteria do maranhao,20083,4285,55,0,570,15174
santa rita,18574,3562,109,27,406,14470
santana do maranhao,7784,1756,6,5,191,5826
santo amaro do maranhao,6766,1442,8,7,153,5157
santo antonio dos lopes,10889,4426,88,118,504,5753
sao benedito do rio preto,11683,3437,36,14,293,7904
sao bento,24861,5726,105,99,860,18072
sao bernardo,16780,3672,75,12,400,12621
sao domingos do azeitao,4644,1702,46,5,166,2725
sao domingos do maranhao,24644,9452,36,65,859,14233
sao felix de balsas,3863,1667,21,8,157,2011
sao francisco do brejao,5365,1610,22,21,128,3584
sao francisco do maranhao,9770,2191,6,11,238,7324
sao joao batista,14734,4119,46,66,369,10133
sao joao do caru,9394,2590,24,10,220,6550
sao joao do paraiso,7665,2693,67,9,256,4640
sao joao do soter,11017,1869,33,21,320,8774
sao joao dos patos,18200,5032,159,48,709,12252
sao jose de ribamar,82384,18327,789,373,1987,60909
sao jose dos basilios,5495,2048,32,0,235,3180
sao luis,702713,173928,7953,7731,21329,491772
sao luis gonzaga do maranhao,17372,4842,85,19,706,11720
sao mateus do maranhao,26195,7427,101,111,1116,17439
sao pedro da agua branca,8063,1863,21,7,218,5954
sao pedro dos crentes,3079,1187,4,33,66,1789
sao raimundo das mangabeiras,11069,4294,117,58,564,6036
sao raimundo do doca bezerra,4759,2027,26,24,123,2559
sao roberto,3170,1245,24,0,78,1822
sao vicente ferrer,13772,3394,23,0,481,9875
satubinha,8161,2161,0,20,277,5702
senador alexandre costa,6292,1262,9,23,112,4887
senador la rocque,12201,3672,70,40,420,7998
serrano do maranhao,6646,937,23,5,211,5470
sitio novo,11072,3576,86,39,294,7077
sucupira do norte,7748,3081,28,10,320,4309
sucupira do riachao,3250,734,0,0,69,2447
tasso fragoso,4552,1344,32,0,150,3026
timbiras,19290,5171,53,62,630,13374
timon,100206,33537,1282,580,2988,61819
trizidela do vale,13032,4221,137,64,644,7966
tufilandia,4055,1235,24,0,135,2661
tuntum,26419,9784,19,49,931,15636
turiacu,22179,3338,11,59,482,18289
turilandia,12911,2523,0,30,350,10009
tutoia,26901,5875,136,42,572,20277
urbano santos,12495,3151,75,0,340,8929
vargem grande,25101,4529,79,13,620,19860
viana,33019,7802,131,58,1020,24007
vila nova dos martirios,4946,1193,17,18,80,3637
vitoria do mearim,22080,5266,106,93,801,15815
vitorino freire,21046,6981,198,74,735,13058
ze doca,34729,10082,113,65,1150,23319
