city,total,has_children,children_born,children_borned_live,children_borned_dead
abatia,3376.14537093,2256.62981563,8083.40470375,7797.06743414,286.33726956
adrianopolis,2567.13293077,1649.35023778,6991.39073154,6515.1548902,476.23584132
agudos do sul,3349.12587009,2313.65424144,8143.5268251,7788.21683079,355.30999431
almirante tamandare,43428.63086459,28069.67724331,82744.26130023,79175.08716729,3569.17413293
altamira do parana,1784.44289402,1248.78719906,4881.07370954,4628.08988217,252.98382732
alto paraiso,1377.56113993,1006.23445862,3517.84811685,3362.44626865,155.40184824
alto parana,5904.00915089,3716.43081031,11850.22448518,11399.02801046,451.19647471
alto piquiri,4387.97226541,3027.6892364,11092.99503776,10465.12917053,627.86586714
altonia,9003.40679084,6179.73846441,20318.80543952,19300.97020451,1017.83523504
alvorada do sul,4422.25699564,3058.30204817,9506.90574056,9259.94751016,246.95823044
amapora,2230.88072903,1493.18706739,5044.61313112,4831.94786504,212.66526612
ampere,7470.3034712,5029.45552623,16396.6380154,15862.31865537,534.31935999
anahy,1235.97867727,856.8134868,2921.04299068,2828.30993205,92.73305862
andira,9279.0019978,6421.24476133,18938.17378796,17934.16791347,1004.00587448
angulo,1226.23837353,847.24113926,2606.89353754,2514.33456543,92.55897211
antonina,8076.01566207,5474.32805244,19110.90750846,18256.81801099,854.08949743
antonio olinto,3015.36963387,2021.40799715,7415.80737882,7095.26697284,320.540406
apucarana,54085.94172573,35667.83569632,104712.58335813,100266.35636944,4446.22698867
arapongas,46145.39061322,30628.29173358,84063.64992268,81003.69077046,3059.95915228
arapoti,10804.13963066,7167.8727559,22301.85789196,21341.01205161,960.84584037
arapua,1561.27294079,1058.18949381,4253.39378868,4069.77642632,183.61736239
araruna,5774.37968355,3935.22389814,12678.1687421,12245.36772399,432.80101812
araucaria,50425.35868825,32675.36098867,90975.13378888,87061.50223223,3913.6315566
ariranha do ivai,1065.74718192,708.06870417,2877.17803243,2608.22018166,268.95785076
assai,7298.78905228,4942.43414077,15773.10726227,15288.91402538,484.19323687
assis chateaubriand,14787.99743542,10071.86526233,31212.49904949,29842.92690686,1369.57214261
astorga,11036.90885918,7556.53507472,22973.94883206,22092.21523609,881.73359597
atalaia,1757.55627751,1193.08351485,3637.3545704,3531.2568767,106.09769372
balsa nova,4800.43239408,3157.02121563,8965.78473036,8589.64875982,376.13597046
bandeirantes,14507.38865771,9383.5241092,30512.53259697,29136.4019084,1376.13068857
barbosa ferraz,5503.81194077,3830.49376888,14754.97487637,14017.11635812,737.85851829
barra do jacare,1189.72863097,808.58194452,2812.64755386,2720.16567997,92.48187389
barracao,4290.95388176,2758.41762059,9141.89176595,8837.13140257,304.76036336
bela vista da caroba,1633.02999364,1164.03196527,4446.3875584,4243.70267263,202.68488581
bela vista do paraiso,6842.55782947,4581.57634953,14392.52042789,13895.44111454,497.07931337
bituruna,6386.05618814,4305.26877086,14178.20652942,13643.43758431,534.76894509
boa esperanca,2010.09982458,1401.73726309,4600.89074711,4442.20913211,158.68161494
boa esperanca do iguacu,1153.80755592,790.79825385,2893.00593484,2808.80220644,84.20372843
boa ventura de sao roque,2674.07034168,1698.96558067,6378.64721201,5929.61619053,449.03102154
boa vista da aparecida,3291.65799635,2318.50604382,8978.82625088,8609.76274443,369.06350641
bocaiuva do sul,4482.55658198,3011.07299021,10314.83117176,9900.07692634,414.75424539
bom jesus do sul,1575.74272927,1081.36454842,4805.051535,4631.30855953,173.74297548
