city,total,married,separated,divorced,widow,single
abatia,6769.23501243,2790.0463044,139.31291233,155.41206764,410.77783038,3273.68589768
adrianopolis,5316.8412118,1920.05910828,65.01362153,134.08046152,357.04147425,2840.64654622
agudos do sul,7038.01415058,2965.1578789,69.12123252,112.25836787,368.98489739,3522.4917739
almirante tamandare,85509.65422178,30450.31342124,1277.46814113,2629.00101672,3592.95143566,47559.92020703
altamira do parana,3663.93848658,1637.69083729,60.04469448,82.62178778,191.42329263,1692.1578744
alto paraiso,2723.73541556,1083.22149337,21.3965861,77.17280018,194.5317658,1347.41277011
alto parana,11742.41623472,5180.46740946,175.05049179,288.92197891,653.97586774,5444.00048682
alto piquiri,8794.86704083,3609.2927353,92.20390213,298.16921941,616.8406128,4178.36057119
altonia,17824.67018824,8392.6557798,241.44039689,584.47662719,1114.62500656,7491.4723778
alvorada do sul,8863.12363496,3971.18744977,93.48756212,333.96628679,501.71725921,3962.76507707
amapora,4559.51331848,1641.07916843,50.88559662,78.49795036,239.40235391,2549.64824916
ampere,14758.38642012,6367.48261927,223.49156085,365.85337138,854.28370681,6947.27516181
anahy,2500.55926276,1133.95999233,52.25309285,41.18811188,147.60467923,1125.55338647
andira,17949.99940701,8317.87523034,349.1883625,549.96556563,1246.80080551,7486.16944303
angulo,2468.84839906,1169.61093063,37.25851007,64.86903468,151.00913389,1046.10078979
antonina,15943.87267375,5626.96106775,223.24946586,678.02527186,948.07135114,8467.56551714
antonio olinto,6343.44637104,2567.08489091,100.34021214,61.27696107,410.11923652,3204.6250704
apucarana,104641.81123432,46987.16215098,2181.6313519,4668.36310652,6303.85238543,44500.80223949
arapongas,90181.18965819,42137.80861394,2025.7939275,3121.05571822,5243.2728688,37653.25852973
arapoti,21604.92218343,8699.75919374,440.61473821,566.8995265,788.28756604,11109.36115894
arapua,3115.15135349,1483.23292261,28.20003024,56.71895988,204.34127175,1342.65816901
araruna,11717.18088647,5302.22003558,194.49114333,177.30501619,685.07189719,5358.09279418
araucaria,100428.40710509,40330.69213537,1579.04530852,3341.59333731,4511.06752332,50666.00880057
ariranha do ivai,2137.80163766,983.96388921,38.45144189,49.30966127,138.46388076,927.61276453
assai,14171.69288722,6384.17835016,237.31740225,382.32745931,836.02417165,6331.84550385
assis chateaubriand,28816.18545921,13723.05529856,485.86081641,808.7371816,1834.5632247,11963.96893794
astorga,21593.09743232,10065.48447131,415.64641238,1050.07292536,1170.27825881,8891.61536446
atalaia,3482.98735488,1700.20045764,43.09446465,82.35315413,226.38423725,1430.95504121
balsa nova,9701.41467195,3814.10274729,191.05326009,295.94941166,475.9380318,4924.37122111
bandeirantes,27921.67066522,13244.63238078,570.27710899,857.40166406,1682.6253629,11566.73414849
barbosa ferraz,10988.10473781,4529.43532575,199.63662477,361.44648132,776.65081218,5120.93549379
barra do jacare,2427.54790281,1221.7763762,16.62089061,25.19846161,169.26494983,994.68722456
barracao,8388.07142652,3041.63148903,109.73440429,256.61935055,388.67550802,4591.41067463
bela vista da caroba,3384.11993416,1738.59622104,55.77060692,60.57316953,180.27093775,1348.90899892
bela vista do paraiso,13210.47090204,5799.89744925,259.52767023,364.4673182,907.28380584,5879.29465852
bituruna,13068.12222844,4905.63935652,132.41961037,204.630603,700.48540195,7124.9472566
boa esperanca,4010.11441245,1800.66764101,68.40580425,90.3662332,298.78994871,1751.88478528
boa esperanca do iguacu,2344.06850135,1175.94433493,34.16595965,26.54654239,112.67402946,994.73763492
boa ventura de sao roque,5478.03932554,2401.54153934,44.24853044,53.81655932,250.76779442,2727.66490202
boa vista da aparecida,6654.14167631,2830.83118039,135.81390546,106.95161493,437.20331313,3143.3416624
bocaiuva do sul,9133.87352904,3623.37099125,232.64605229,170.96846251,390.20841726,4716.67960573
bom jesus do sul,3270.68152173,1573.01200183,43.54679525,54.42321814,177.12774442,1422.57176209
bom sucesso,5612.0636612,2322.71546792,140.26514126,138.31370656,362.98666336,2647.7826821
bom sucesso do sul,2883.07929545,1484.58705282,6.14291232,46.92908552,160.35846436,1185.06178043
borrazopolis,6995.78800376,3194.33948861,87.79716308,227.77348013,615.68583562,2870.19203632
braganey,4891.97847501,2202.49792261,122.06832367,80.91702853,253.79720181,2232.69799839
brasilandia do sul,2816.68729871,1130.01780196,28.22478527,76.7978629,240.14866282,1341.49818576
cafeara,2334.64793199,986.50347252,43.36221681,81.86889545,151.16090435,1071.75244286
cafelandia,12570.69153564,5749.10795615,274.93310839,285.85497,540.66002864,5720.13547246
cafezal do sul,3786.26175763,1926.89583166,36.3422331,54.55053336,260.74420148,1507.72895803
california,6939.97376501,3117.71315282,130.47996214,179.36761139,416.58333295,3095.82970571
cambara,20628.87132818,9182.39937053,315.96977557,615.00139513,1418.57455276,9096.92623419
cambe,83708.88910942,37941.30125155,1427.02223758,3293.68216698,4353.8838131,36692.99964021
cambira,6300.55022745,2909.55505203,179.06971058,196.98071723,386.32285976,2628.62188785
campina da lagoa,13138.36716787,5917.31463392,338.00088395,286.15085843,902.75787722,5694.14291435
campina do simao,3364.07821961,1267.37353444,30.73589659,44.17099951,171.22053319,1850.57725588
campina grande do sul,32400.71376771,11767.11992519,568.52394051,1171.47129859,1253.14372866,17640.45487476
campo bonito,3742.09297272,1451.97405474,32.29073855,75.76880031,240.48072156,1941.57865756
campo do tenente,5871.92269832,2068.19030006,40.08344641,93.06059713,311.64059351,3358.94776121
campo largo,96196.11518785,41476.72562914,1825.30593396,3208.18920824,4765.01596616,44920.87845035
campo magro,20851.95623221,7783.73720587,241.31078861,543.68586662,876.74365871,11406.4787124
campo mourao,75351.99291458,30560.45237491,1330.32089468,3186.09018513,4241.65350241,36033.47595745
candido de abreu,14055.09645307,6351.80145448,168.53061633,203.05772467,775.72504865,6555.98160894
candoi,12407.3707215,4889.05840447,171.36704015,170.94470812,555.77117803,6620.22939073
cantagalo,10683.35045819,4164.6333602,127.41639493,135.14393875,550.75710049,5705.39966382
capanema,16148.81538799,7523.19726333,247.89810721,351.3925687,1129.15523512,6897.17221363
capitao leonidas marques,12831.10710143,5475.03122933,225.1583571,311.29296022,609.33978964,6210.28476514
carambei,15599.40534399,6226.84567134,170.9581585,308.03799641,672.16933698,8221.39418076
carlopolis,11849.58766546,4789.14520128,272.35273692,424.98666989,790.42193545,5572.68112192
cascavel,245796.27180775,100681.38562284,5245.04787879,9352.40492036,10844.3336839,119673.09970186
castro,55206.10528014,18866.9224202,822.51489289,1117.73866001,2835.38703058,31563.54227646
catanduvas,8605.38084469,3266.59029459,175.9235044,204.59378626,404.78934857,4553.48391087
centenario do sul,9840.42962083,4233.05390426,209.90142368,321.38066392,636.63610226,4439.45752671
cerro azul,13991.64915834,5916.64092732,111.30664713,173.71613811,709.65079405,7080.33465173
ceu azul,9588.10609587,4469.28419526,245.58492141,179.71747215,530.75134372,4162.76816333
chopinzinho,16878.2216767,7472.97369037,223.85050898,328.65420917,876.42038649,7976.32288169
cianorte,60918.86834031,28786.79269394,901.59115335,2416.8706166,3184.73547918,25628.87839724
cidade gaucha,9442.38361909,3775.07509639,195.0821346,278.60327782,477.26743471,4716.35567557
clevelandia,14493.17279959,4652.66368892,269.07763055,392.1586754,961.34778636,8217.92501836
colombo,178212.40265972,65289.63563364,3076.98223369,5703.39915811,7672.85327007,96469.53236421
colorado,19638.01828735,9809.27344418,367.21348274,714.03461145,1102.19139474,7645.30535424
congonhinhas,7115.96017388,2968.5885203,137.64977514,291.91117824,494.46818476,3223.34251544
conselheiro mairinck,3159.78637129,1246.38969453,39.28601161,90.67375728,256.57597615,1526.86093172
contenda,13420.63976195,5973.3638248,133.7917975,366.83599166,742.09780617,6204.55034182
corbelia,14109.585389,6449.47764949,338.43301157,382.8158151,940.81419807,5998.04471477
