city,total
abatia,3675.49782999
adrianopolis,2742.27649747
agudos do sul,3945.9839581
almirante tamandare,46521.97545683
altamira do parana,2082.10830046
alto paraiso,1559.04255986
alto parana,6356.70098085
alto piquiri,4690.31450797
altonia,10217.51585924
alvorada do sul,4831.52419717
amapora,2532.06834393
ampere,8682.82491311
anahy,1482.84693521
andira,9941.795286
angulo,1399.98018583
antonina,8164.59498139
antonio olinto,3427.8408336
apucarana,56473.44168573
arapongas,51046.66250128
arapoti,12005.34924313
arapua,1849.62187995
araruna,6838.66782674
araucaria,56275.1980941
ariranha do ivai,1239.48039068
assai,7711.3487763
assis chateaubriand,16416.19019733
astorga,12374.08637905
atalaia,2042.49108779
balsa nova,5559.66128456
bandeirantes,14950.37770035
barbosa ferraz,5935.00028392
barra do jacare,1307.0331123
barracao,4414.16849274
bela vista da caroba,2107.25224547
bela vista do paraiso,7104.33125376
bituruna,7427.0829045
boa esperanca,2212.52058859
boa esperanca do iguacu,1466.09259821
boa ventura de sao roque,2982.83728345
boa vista da aparecida,3923.13855954
bocaiuva do sul,5126.98218923
bom jesus do sul,2004.78942416
bom sucesso,3131.34346435
bom sucesso do sul,1692.27033871
borrazopolis,4004.02947764
braganey,2821.82262344
brasilandia do sul,1559.90441709
cafeara,1297.38340011
cafelandia,7214.80721362
cafezal do sul,2168.73206006
california,3773.05656004
cambara,11228.50280566
cambe,46710.77275601
cambira,3554.84127458
campina da lagoa,7323.3093136
campina do simao,1918.60251752
campina grande do sul,17942.14038034
campo bonito,2059.56489863
campo do tenente,3218.57269382
campo largo,53744.71167637
campo magro,11263.4657801
campo mourao,40348.10975354
candido de abreu,7895.11222204
candoi,7069.39906048
cantagalo,5810.31535944
capanema,9540.65273123
capitao leonidas marques,7445.78625072
carambei,8975.2925687
carlopolis,6455.62497788
cascavel,132939.9366331
castro,29826.44325595
catanduvas,4640.19811849
centenario do sul,5443.06014428
cerro azul,7825.08749958
ceu azul,5662.96038058
chopinzinho,9676.60185887
cianorte,34176.77946336
cidade gaucha,5146.39429893
clevelandia,8186.76989627
colombo,95500.39409952
colorado,11302.78889861
congonhinhas,3946.59618217
conselheiro mairinck,1684.000672
contenda,7476.18761993
corbelia,7794.58328715
cornelio procopio,21516.15618555
coronel domingos soares,3496.65901961
coronel vivida,11104.07278774
corumbatai do sul,1965.79974445
cruz machado,7994.67271305
cruzeiro do iguacu,2011.72029248
cruzeiro do oeste,9743.10278749
cruzeiro do sul,2172.03696007
cruzmaltina,1605.07927062
curitiba,780660.53101768
curiuva,6738.32185471
diamante do norte,2655.6118433
diamante do sul,1637.23279475
diamante d'oeste,2357.80258084
dois vizinhos,18415.84932481
douradina,3873.31438001
doutor camargo,2948.08431798
doutor ulysses,2692.88927889
eneas marques,3240.67059763
engenheiro beltrao,6777.6927031
entre rios do oeste,2059.24307116
esperanca nova,1060.72395178
espigao alto do iguacu,2221.11658277
farol,1625.06940288
faxinal,7726.58719433
fazenda rio grande,37400.62371972
fenix,2343.55843739
fernandes pinheiro,2776.86660063
figueira,4148.43045117
flor da serra do sul,2407.17019209
florai,2516.72107638
floresta,2883.97576729
florestopolis,5282.76221129
florida,1252.47524346
formosa do oeste,3883.67099533
foz do iguacu,111658.86360819
foz do jordao,2380.16137737
francisco alves,3187.6610808
francisco beltrao,38732.86431699
general carneiro,6117.48460754
godoy moreira,1745.42288571
goioere,13579.83650122
goioxim,3371.49013834
grandes rios,3259.98298546
guaira,14413.4343965
guairaca,3068.83527371
guamiranga,3997.82505074
guapirama,1872.3894916
guaporema,1039.94496391
guaraci,2504.0736611
guaraniacu,6947.91011297
guarapuava,76491.44021578
guaraquecaba,3651.00866969
guaratuba,14525.49391437
honorio serpa,2877.44949655
ibaiti,13808.25460537
ibema,2885.26031166
ibipora,22955.54782174
icaraima,4099.10923495
iguaracu,1945.21876925
iguatu,1104.07029343
imbau,5512.07615658
imbituva,13959.06363793
inacio martins,4913.46035152
inaja,1460.37716662
indianopolis,2187.27477119
ipiranga,6798.67541554
ipora,7199.04637637
iracema do oeste,1324.18544887
irati,27147.89454668
iretama,4802.10880945
itaguaje,2091.53047342
itaipulandia,4486.51341181
itambaraca,3170.67974303
itambe,2807.72821388
itapejara d'oeste,5458.43417265
itaperucu,11171.04298079
itauna do sul,1688.66558359
ivai,5964.81125687
ivaipora,15340.4850447
ivate,3915.78589816
ivatuba,1235.06623005
jaboti,2450.07877087
jacarezinho,17292.6278556
jaguapita,5841.02489913
jaguariaiva,14648.29374904
jandaia do sul,9523.11207906
janiopolis,3079.46806769
japira,2270.20174917
japura,4340.8716508
jardim alegre,5972.75878493
jardim olinda,681.80503833
jataizinho,5142.50928715
jesuitas,4591.69125384
joaquim tavora,5150.04504325
jundiai do sul,1644.91421095
juranda,3741.5407754
jussara,3425.9651571
kalore,2293.45392932
lapa,20504.51207635
laranjal,2833.15570835
laranjeiras do sul,14227.71533288
leopolis,1870.4438845
lidianopolis,2015.63254598
lindoeste,2713.69045778
loanda,9789.92761238
lobato,2160.85594257
londrina,228760.259248
luiziana,3614.42740419
lunardelli,2631.49813192
lupionopolis,2227.58410707
mallet,5801.11141489
mambore,6849.33803375
mandaguacu,9349.75059204
mandaguari,15696.86542782
mandirituba,10181.12803311
manfrinopolis,1630.79627299
mangueirinha,8163.17110046
manoel ribas,6338.27585243
marechal candido rondon,23862.04438043
maria helena,2887.94028515
marialva,15793.60588089
marilandia do sul,4217.06902804
marilena,3463.91248366
mariluz,4514.65737747
maringa,166366.31676012
mariopolis,3196.14906192
maripa,3022.16193573
marmeleiro,7085.9897166
marquinho,2475.67535353
marumbi,2315.06372794
matelandia,7491.31727002
matinhos,13463.34298959
mato rico,1716.59994437
maua da serra,4140.20299606
medianeira,20865.78716131
mercedes,2859.44329352
mirador,1038.47599201
miraselva,925.7888932
missal,5545.67335237
moreira sales,5824.71767471
morretes,7058.60840806
munhoz de melo,1758.58250873
nossa senhora das gracas,1969.77940959
nova alianca do ivai,682.88537193
nova america da colina,1605.85976125
nova aurora,6115.86055734
nova cantu,3554.08224851
nova esperanca,12821.45668165
nova esperanca do sudoeste,2741.04909779
nova fatima,3863.85108149
nova laranjeiras,5202.47332177
nova londrina,6212.82684821
nova olimpia,2740.79683369
nova prata do iguacu,5295.47230132
nova santa barbara,1813.38134125
nova santa rosa,4126.51109214
nova tebas,3616.99927407
novo itacolomi,1449.23056611
ortigueira,10997.2484558
ourizona,1717.21694604
ouro verde do oeste,2803.88618692
paicandu,17700.51332509
palmas,19158.71010951
palmeira,14945.94309105
palmital,6643.51610567
palotina,13989.00415139
paraiso do norte,5799.02258885
paranacity,4943.04819285
paranagua,61501.43618983
paranapoema,1386.6328854
paranavai,37878.87578708
pato bragado,2445.92138549
pato branco,34928.97500422
paula freitas,2456.12796874
paulo frontin,3222.10663456
peabiru,6223.53776533
perobal,2836.60583517
perola,5051.38168305
perola d'oeste,3402.07483515
pien,5468.23347152
pinhais,53179.24239663
pinhal de sao bento,1284.45303664
pinhalao,2944.92381423
pinhao,13541.99088664
pirai do sul,10722.83337914
piraquara,39673.97799379
pitanga,15441.84452486
pitangueiras,1433.36588938
planaltina do parana,1929.91803878
planalto,7003.9503654
ponta grossa,138065.29723055
pontal do parana,9875.74901377
porecatu,6572.26879579
porto amazonas,2085.25136125
porto barreiro,1803.93889812
porto rico,1177.3217875
porto vitoria,1893.69347017
prado ferreira,1700.2227581
pranchita,2900.01027186
presidente castelo branco,2378.11871695
primeiro de maio,5176.08003349
prudentopolis,21763.73443102
quarto centenario,2409.69799249
quatigua,3657.68945513
quatro barras,9363.52078354
quatro pontes,2022.57286031
quedas do iguacu,14521.21641648
querencia do norte,5482.80766543
quinta do sol,2394.560726
quitandinha,8182.75943395
ramilandia,1927.27289123
rancho alegre,1991.89038949
rancho alegre d'oeste,1465.63628328
realeza,8148.47446448
reboucas,6731.03056482
renascenca,3371.83378877
reserva,11618.52457092
reserva do iguacu,3241.96552965
ribeirao claro,5309.43818311
ribeirao do pinhal,5892.9685169
rio azul,6893.23247803
rio bom,1648.23370463
rio bonito do iguacu,6555.427689
rio branco do ivai,1884.87419605
rio branco do sul,14514.70709986
rio negro,14647.35902124
rolandia,28052.17843439
roncador,5453.2308536
rondon,4323.46060433
rosario do ivai,2686.69798438
sabaudia,3206.55920892
salgado filho,2173.73860594
salto do itarare,2572.44076055
salto do lontra,6789.0115797
santa amelia,1762.08522256
santa cecilia do pavao,1720.90657378
santa cruz de monte castelo,4051.97937938
santa fe,4922.0857234
santa helena,11647.31691924
santa ines,845.72368043
santa isabel do ivai,4436.60109094
santa izabel do oeste,6270.71912701
santa lucia,2039.04192285
santa maria do oeste,5280.19064809
santa mariana,6024.46188004
santa monica,1704.6496226
santa tereza do oeste,5005.95844893
santa terezinha de itaipu,9542.59181647
santana do itarare,2438.45543595
santo antonio da platina,19610.13483575
santo antonio do caiua,1218.53943247
santo antonio do paraiso,1179.10119529
santo antonio do sudoeste,8884.67512959
santo inacio,2710.20446783
sao carlos do ivai,3041.00764869
sao jeronimo da serra,5401.05229167
sao joao,5260.5971363
sao joao do caiua,2621.48724557
sao joao do ivai,5604.88648211
sao joao do triunfo,6541.63202042
sao jorge do ivai,2845.25706269
sao jorge do patrocinio,3281.97492275
sao jorge d'oeste,4867.46915024
sao jose da boa vista,3031.45632752
sao jose das palmeiras,1891.09666805
sao jose dos pinhais,124355.24602254
sao manoel do parana,1086.07149862
sao mateus do sul,19379.49956215
sao miguel do iguacu,12484.01079919
sao pedro do iguacu,3253.19111083
sao pedro do ivai,4781.91394337
sao pedro do parana,1259.82283006
sao sebastiao da amoreira,3992.85377792
sao tome,2580.01792926
sapopema,3204.65221507
sarandi,39166.35473219
saudade do iguacu,2540.1944752
senges,8584.77542429
serranopolis do iguacu,2468.36607257
sertaneja,2788.48802098
sertanopolis,7453.94552765
siqueira campos,8890.65916384
sulina,1803.87923689
tamarana,5918.12383124
tamboara,2318.7770914
tapejara,7225.90533358
tapira,2990.58082528
teixeira soares,4754.61888009
telemaco borba,34025.731174989996
terra boa,7725.02487129
terra rica,7480.47843341
terra roxa,8284.73079367
tibagi,8727.89792301
tijucas do sul,7004.4706758
toledo,58391.63484688
tomazina,4219.59383636
tres barras do parana,5992.71415912
tunas do parana,2708.80781019
tuneiras do oeste,4311.56499497
tupassi,4114.35995992
turvo,6433.25199658
ubirata,10355.48096967
umuarama,48094.00683713
uniao da vitoria,23220.85956174
uniflor,1269.12911501
urai,5236.44690001
ventania,4726.03020252
vera cruz do oeste,4469.00552182
vere,4158.90169099
virmond,1954.96886832
vitorino,3285.99847502
wenceslau braz,8758.16006544
xambre,2996.85335909
