city,total,main_regular,main_irregular,other_regular,other_irregular
acrelandia,4603.44165757,1431.99516987,3171.4464877,1431.99516987,3171.4464877
assis brasil,1991.03103577,749.19599536,1241.83504041,749.19599536,1241.83504041
brasileia,8037.10196518,2351.63883902,5685.46312616,2365.95456515,5671.14740004
bujari,3230.92493911,1059.93649772,2170.98844139,1065.5536688,2165.37127032
capixaba,3870.68802961,1027.68477709,2843.00325252,1027.68477709,2843.00325252
cruzeiro do sul,27907.24341339,12237.98886154,15669.25455185,12261.37048892,15645.87292449
epitaciolandia,6115.79508093,1881.93317321,4233.86190772,1909.96840128,4205.82667966
feijo,10403.30972847,2698.03985319,7705.26987528,2698.03985319,7705.26987528
jordao,1668.95964852,661.54493119,1007.41471733,661.54493119,1007.41471733
mancio lima,4848.20044448,1298.18758064,3550.01286384,1303.58605721,3544.61438728
manoel urbano,2905.32639565,967.95407582,1937.37231983,971.23482925,1934.0915664
marechal thaumaturgo,5006.90265824,693.8290145,4313.07364374,693.8290145,4313.07364374
placido de castro,5448.66058223,2230.23124033,3218.4293419,2230.23124033,3218.4293419
porto acre,4457.76718334,1296.79205304,3160.9751303,1296.79205304,3160.9751303
porto walter,3394.46846386,629.72529983,2764.74316403,629.72529983,2764.74316403
rio branco,139494.83133447001,84799.35394146,54695.47739301,84927.99736583,54566.83396862
rodrigues alves,4451.30019854,881.89736227,3569.40283627,885.78030543,3565.51989311
santa rosa do purus,1197.56996538,419.10588018,778.4640852,419.10588018,778.4640852
sena madureira,14448.94973137,4812.13430638,9636.81542499,4835.92895622,9613.02077515
senador guiomard,7703.31582389,3548.54519785,4154.77062604,3552.29391037,4151.02191353
tarauaca,11527.21610579,3344.81912398,8182.39698181,3354.19662761,8173.01947818
xapuri,6574.37610665,2091.05273677,4483.32336988,2091.05273677,4483.32336988
